year,month,averageTemperature,totalPrecipitation,averageSnowCover
1941,1,-5.381,61.1,180.0
1941,2,-0.196,54.1,63.0
1941,3,3.481,69.3,21.0
1941,4,4.987,55.8,17.0
1941,5,8.077,174.6,0.0
1941,6,14.9,78.7,0.0
1941,7,16.787,259.0,0.0
1941,8,14.787,241.4,0.0
1941,9,11.417,46.0,0.0
1941,10,7.513,125.1,6.0
1941,11,1.33,39.7,30.0
1941,12,-0.2,39.8,113.0
1942,1,-8.716,79.2,826.0
1942,2,-5.361,33.1,1714.0
1942,3,2.997,42.5,420.0
1942,4,6.57,62.4,0.0
1942,5,11.445,149.9,8.0
1942,6,14.497,101.4,0.0
1942,7,15.794,135.8,0.0
1942,8,16.01,115.3,0.0
1942,9,15.017,43.1,0.0
1942,10,11.229,59.2,0.0
1942,11,1.267,46.3,56.0
1942,12,0.761,20.0,17.0
1943,1,-0.426,15.9,49.0
1943,2,1.718,27.7,26.0
1943,3,5.213,35.4,3.0
1943,4,8.187,59.9,2.0
1943,5,11.503,73.4,0.0
1943,6,13.437,207.2,0.0
1943,7,16.626,167.0,0.0
1943,8,18.052,39.1,0.0
1943,9,13.967,154.2,0.0
1943,10,9.79,0.0,0.0
1943,11,2.11,47.8,6.0
1943,12,-0.39,26.9,17.0
1944,1,1.771,56.3,48.0
1944,2,-3.221,90.0,982.0
1944,3,-0.945,72.4,696.0
1944,4,7.527,69.4,20.0
1944,5,10.813,63.9,0.0
1944,6,13.36,213.5,0.0
1944,7,16.019,191.9,0.0
1944,8,18.826,126.2,0.0
1944,9,12.437,154.4,0.0
1944,10,7.858,74.9,0.0
1944,11,3.09,156.4,153.0
1944,12,-1.79,55.8,30.0
1945,1,-6.671,32.9,831.0
1945,2,3.168,75.3,24.0
1945,3,4.765,56.9,128.0
1945,4,8.107,75.0,1.0
1945,9,13.727,116.9,0.0
1945,10,8.394,62.2,0.0
1945,11,1.96,27.7,8.0
1945,12,0.252,91.1,141.0
1946,1,-3.432,22.6,207.0
1946,2,2.968,49.8,122.0
1946,3,5.094,13.9,3.0
1946,4,10.747,21.9,0.0
1946,5,13.774,136.7,0.0
1946,6,14.213,153.3,0.0
1946,7,17.497,247.9,0.0
1946,8,16.045,108.2,0.0
1946,9,13.997,59.3,0.0
1946,10,6.535,56.0,0.0
1946,11,2.76,42.9,0.0
1946,12,-3.11,50.7,182.0
1947,1,-5.61,58.2,482.0
1947,2,-4.146,43.5,559.0
1947,3,4.316,83.7,186.0
1947,4,9.743,35.3,0.0
1947,5,13.503,89.7,0.0
1947,6,16.693,142.5,0.0
1947,7,18.403,105.7,0.0
1947,8,18.513,30.1,0.0
1947,9,16.43,36.7,0.0
1947,10,7.565,13.7,0.0
1947,11,5.147,155.2,36.0
1947,12,0.494,40.8,181.0
1948,1,3.19,78.0,156.0
1948,2,0.252,47.5,76.0
1948,3,5.655,46.3,0.0
1948,4,8.88,50.4,0.0
1948,5,13.606,65.2,0.0
1948,6,14.183,238.4,0.0
1948,7,14.668,183.0,0.0
1948,8,16.21,124.5,0.0
1948,9,13.67,68.8,0.0
1948,10,8.79,42.4,0.0
1948,11,3.823,31.7,0.0
1948,12,-0.8,22.8,103.0
1949,1,-0.297,30.4,82.0
1949,2,-0.079,10.0,61.0
1949,3,0.984,28.9,76.0
1949,4,9.893,74.0,2.0
1949,5,11.481,272.7,0.0
1949,6,14.03,89.9,0.0
1949,7,17.484,92.7,0.0
1949,8,16.832,177.5,0.0
1949,9,16.147,34.7,0.0
1949,10,10.106,29.8,1.0
1949,11,3.12,56.7,5.0
1949,12,2.048,104.2,154.0
1950,1,-1.91,58.7,67.0
1950,2,2.693,41.9,16.0
1950,3,4.019,20.7,3.0
1950,4,6.283,105.1,0.0
1950,5,14.09,47.3,0.0
1950,6,17.747,40.2,0.0
1950,7,18.816,153.8,0.0
1950,8,17.277,162.3,0.0
1950,9,12.87,119.2,0.0
1950,10,7.384,26.5,8.0
1950,11,4.23,108.2,14.0
1950,12,-2.752,22.3,216.0
1951,1,0.313,120.6,226.0
1951,2,1.15,50.3,35.0
1951,3,2.168,63.2,42.0
1951,4,7.24,21.5,0.0
1951,5,11.174,129.3,0.0
1951,6,14.5,184.3,0.0
1951,7,16.813,261.5,0.0
1951,8,16.829,124.8,0.0
1951,9,14.307,68.8,0.0
1951,10,6.465,5.5,0.0
1951,11,5.957,55.6,1.0
1951,12,0.552,28.2,13.0
1952,1,-1.523,43.2,311.0
1952,2,-1.838,54.3,398.0
1952,3,3.09,108.2,8.0
1952,4,9.257,53.8,35.0
1952,5,11.784,87.2,0.0
1952,6,15.607,82.5,0.0
1952,7,19.01,45.3,0.0
1952,8,18.081,99.3,0.0
1952,9,10.313,139.6,0.0
1952,10,7.252,109.8,0.0
1952,11,1.353,114.9,59.0
1952,12,-1.455,52.0,136.0
1953,1,-2.819,17.5,221.0
1953,2,-1.536,30.2,253.0
1953,3,3.652,17.0,5.0
1953,4,8.623,90.6,3.0
1953,5,12.048,112.8,0.0
1953,6,14.63,135.0,0.0
1953,7,17.303,185.6,0.0
1953,8,15.816,58.3,0.0
1953,9,14.077,27.3,0.0
1953,10,9.9,14.3,0.0
1953,11,2.7,14.3,0.0
1953,12,0.584,32.9,36.0
1954,1,-4.497,44.8,370.0
1954,2,-3.975,26.6,50.0
1954,3,4.19,30.0,7.0
1954,4,4.947,56.3,15.0
1954,5,10.103,120.7,0.0
1954,6,15.133,113.8,0.0
1954,7,14.19,263.5,0.0
1954,8,15.413,127.9,0.0
1954,9,13.657,150.0,0.0
1954,10,8.677,82.6,0.0
1954,11,3.607,39.0,15.0
1954,12,2.058,39.8,10.0
1955,1,-2.013,80.4,28.0
1955,2,-1.011,77.3,296.0
1955,3,0.145,44.5,154.0
1955,4,6.08,110.7,21.0
1955,5,10.203,99.1,0.0
1955,6,14.7,148.2,0.0
1955,7,16.1,202.2,0.0
1955,8,15.539,85.3,0.0
1955,9,12.92,94.5,0.0
1955,10,7.61,63.1,0.0
1955,11,1.753,15.6,72.0
1955,12,2.555,76.4,108.0
1956,1,0.055,93.7,38.0
1956,2,-12.421,18.3,796.0
1956,3,2.458,42.2,30.0
1956,4,5.67,62.2,22.0
1956,5,11.432,126.8,0.0
1956,6,12.333,194.7,0.0
1956,7,16.342,165.1,0.0
1956,8,15.035,146.6,0.0
1956,9,14.087,51.8,0.0
1956,10,7.41,110.4,16.0
1956,11,1.17,39.3,0.0
1956,12,-0.11,18.9,46.0
1957,1,-2.326,34.1,223.0
1957,2,3.418,92.1,8.0
1957,3,6.69,55.2,0.0
1957,4,6.747,81.5,3.0
1957,5,8.416,77.2,18.0
1957,6,15.737,218.0,0.0
1957,7,17.013,219.1,0.0
1957,8,14.797,181.6,0.0
1957,9,12.07,90.8,0.0
1957,10,7.877,19.1,0.0
1957,11,3.53,34.8,0.0
1957,12,0.226,16.7,0.0
1958,1,-1.571,60.5,177.0
1958,2,1.536,145.8,132.0
1958,3,-1.413,41.7,125.0
1958,4,4.667,65.3,18.0
1958,5,13.8,78.9,0.0
1958,6,14.217,154.7,0.0
1958,7,17.039,107.6,0.0
1958,8,17.294,100.8,0.0
1958,9,14.26,80.2,0.0
1958,10,7.852,114.4,0.0
1958,11,3.24,35.7,0.0
1958,12,1.455,53.6,28.0
1959,1,-1.629,72.2,371.0
1959,2,-1.389,10.8,9.0
1959,3,5.616,44.3,0.0
1959,4,8.427,41.1,0.0
1959,5,11.661,120.5,0.0
1959,6,14.717,191.1,0.0
1959,7,17.906,140.7,0.0
1959,8,16.048,90.1,0.0
1959,9,13.21,17.2,0.0
1959,10,7.677,38.3,0.0
1959,11,1.93,28.7,5.0
1959,12,1.832,49.0,2.0
1960,1,-1.855,65.7,328.0
1960,2,0.483,42.7,45.0
1960,3,4.21,86.7,18.0
1960,4,6.743,58.6,3.0
1960,5,12.19,152.6,0.0
1960,6,15.66,240.9,0.0
1960,7,14.758,168.2,0.0
1960,8,15.871,155.8,0.0
1960,9,12.003,77.9,0.0
1960,10,8.706,83.6,0.0
1960,11,5.583,56.4,0.0
1960,12,-0.581,58.7,375.0
1961,1,-1.816,34.7,518.0
1961,2,3.468,30.2,18.0
1961,3,4.768,36.9,13.0
1961,4,10.3,93.2,0.0
1961,5,9.416,188.3,0.0
1961,6,15.54,125.6,0.0
1961,7,15.39,76.5,0.0
1961,8,15.729,146.3,0.0
1961,9,16.087,49.1,0.0
1961,10,9.813,33.6,0.0
