endDate;heatDays;summerDays;tropicalNights;iceDays
1951-09-25;null;null;null;null
1952-09-25;null;null;null;null
1953-09-25;null;null;null;null
1954-09-25;null;null;null;null
1955-09-25;null;null;null;null
1956-09-25;null;null;null;null
1957-09-25;null;null;null;null
1958-09-25;null;null;null;null
1959-09-25;null;null;null;null
1960-09-25;null;null;null;null
1961-09-25;null;null;null;null
1962-09-25;null;null;null;null
1963-09-25;null;null;null;null
1964-09-25;null;null;null;null
1965-09-25;null;null;null;null
1966-09-25;null;null;null;null
1967-09-25;null;null;null;null
1968-09-25;null;null;null;null
1969-09-25;9;55;0;32
1970-09-25;10;57;0;21
1971-09-25;18;65;0;26
1972-09-25;10;56;0;26
1973-09-25;10;62;0;14
1974-09-25;10;48;0;5
1975-09-25;2;64;0;0
1976-09-25;16;53;0;10
1977-09-25;9;51;0;11
1978-09-25;1;36;0;21
1979-09-25;3;75;0;20
1980-09-25;9;39;0;22
1981-09-25;11;58;0;17
1982-09-25;7;76;0;21
1983-09-25;16;72;0;23
1984-09-25;11;43;0;18
1985-09-25;9;64;0;30
1986-09-25;16;73;0;40
1987-09-25;13;73;0;34
1988-09-25;25;62;0;11
1989-09-25;11;62;0;6
1990-09-25;12;66;0;8
1991-09-25;15;81;0;17
1992-09-25;31;88;1;8
1993-09-25;24;78;0;11
1994-09-25;38;89;0;7
1995-09-25;17;63;1;9
1996-09-25;11;60;0;23
1997-09-25;1;74;0;13
1998-09-25;22;66;0;1
1999-09-25;9;58;0;13
2000-09-25;13;67;0;19
2001-09-25;16;67;0;5
2002-09-25;10;61;0;10
2003-09-25;36;99;0;18
2004-09-25;6;51;0;12
2005-09-25;15;63;0;10
2006-09-25;27;66;0;23
2007-09-25;20;74;0;0
2008-09-25;9;80;0;4
2009-09-25;18;70;0;17
2010-09-25;21;64;0;27
2011-09-25;14;79;0;18
2012-09-25;28;81;0;19
2013-09-25;27;76;0;15
2014-09-25;11;52;0;4
2015-09-25;34;76;2;7
2016-09-25;12;78;0;11
2017-09-25;28;78;1;19
2018-09-25;23;96;0;7
2019-09-25;27;80;1;7
2020-09-25;16;71;0;0
2021-09-25;24;75;0;14
2022-09-25;29;93;0;11
2023-09-25;22;79;0;5
2024-09-25;42;91;0;4
