year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1908,9.678,605.3,7,42,0,67,13,23
1909,9.552,568.0,4,25,0,74,8,17
1910,10.459,658.3,1,33,0,51,1,4
1911,10.934,372.3,36,68,1,59,6,8
1912,10.145,565.4,8,24,0,48,7,3
1913,10.537,610.2,2,26,0,43,2,3
1914,10.344,701.2,6,47,0,50,18,27
1915,10.566,460.1,6,46,0,52,3,9
1916,10.722,677.8,2,28,0,39,1,6
1917,9.586,671.3,10,57,0,76,24,38
1918,10.537,593.3,7,36,0,53,10,14
1919,9.712,510.4,14,48,0,56,11,19
1920,11.161,567.3,3,40,0,46,2,0
1921,12.219,289.5,21,81,0,44,0,0
1922,9.808,802.1,5,34,0,58,7,31
1923,10.949,731.8,13,37,0,22,0,8
1924,10.06,755.3,4,28,0,65,14,12
1925,10.849,620.0,4,31,1,37,5,4
1926,11.283,648.9,6,30,0,36,5,7
1927,11.021,737.4,3,37,0,33,0,7
1928,11.062,591.6,11,50,0,36,0,0
1929,10.046,496.8,24,61,0,81,27,29
1930,11.65,804.9,15,37,0,32,0,0
1931,10.043,818.5,7,37,0,65,8,8
1932,10.909,758.6,12,50,0,58,5,4
1933,11.21,465.0,13,55,0,58,12,1
1934,11.814,469.2,9,58,0,45,2,9
1935,11.117,613.4,16,48,0,41,10,6
1936,11.326,679.5,5,35,0,41,3,2
1937,15.739,314.5,14,56,0,0,0,0
1938,14.601,271.2,11,49,0,11,0,0
1939,15.028,384.4,3,42,0,1,0,0
1940,14.864,494.0,2,37,0,2,0,0
1943,11.974,550.1,13,44,0,45,5,12
1944,11.014,389.5,14,50,0,49,3,6
1947,11.307,438.3,41,92,0,80,28,21
1948,11.456,605.7,13,33,0,33,5,11
1949,11.781,444.4,11,63,0,47,1,3
1950,11.433,758.7,13,50,0,40,6,1
1951,10.942,643.8,1,40,0,30,0,5
1952,11.1,681.3,13,43,4,46,1,21
1953,11.332,436.3,12,46,0,62,9,10
1954,10.287,633.3,6,34,0,50,18,12
1955,10.377,474.9,6,62,0,78,8,34
1956,9.63,682.2,4,22,0,62,26,28
1957,11.47,595.8,14,31,1,35,2,0
1958,11.015,739.1,1,41,0,56,0,14
1959,12.138,443.4,22,75,0,48,1,9
1960,11.259,660.4,1,26,0,27,8,8
1961,11.881,732.0,12,41,0,26,2,4
1962,10.361,552.4,4,35,0,50,4,14
1963,9.742,527.6,3,40,0,65,35,44
1964,11.133,559.9,17,56,0,49,8,13
1965,10.223,755.8,1,18,0,44,0,15
1966,11.516,755.6,6,39,1,29,13,2
1967,11.618,795.5,10,42,0,33,5,4
1968,10.92,736.9,4,26,0,43,5,11
1969,11.062,510.4,12,54,0,40,6,21
1970,10.666,799.3,5,44,0,52,7,27
1971,10.926,473.8,9,46,0,51,11,27
1972,10.403,526.3,5,28,0,30,5,5
1973,11.344,445.1,24,63,0,58,3,6
1974,11.282,586.5,3,36,0,16,0,0
1975,11.907,568.0,15,52,0,34,0,5
1976,12.014,354.5,24,69,0,47,5,12
1977,11.251,673.3,3,25,0,28,0,3
1978,10.472,573.9,2,25,0,36,8,15
1979,10.4,632.6,4,38,0,53,16,35
1980,10.579,730.5,2,22,0,40,7,1
1981,11.191,875.1,2,32,0,44,2,17
1982,11.474,644.8,9,57,0,48,13,25
1983,12.049,586.6,19,67,1,37,4,3
1984,10.723,784.6,7,26,0,34,0,8
1985,10.185,547.1,4,33,0,54,24,37
1986,10.515,602.1,9,45,0,56,15,29
1987,10.216,778.7,3,30,0,61,18,23
1988,11.862,715.9,4,35,0,21,0,4
1989,12.314,544.3,10,58,1,18,3,0
1990,12.404,574.2,14,49,0,19,0,0
1991,11.478,412.4,16,59,2,47,9,19
1992,11.82,622.9,7,53,0,35,3,0
1993,11.657,619.2,3,45,0,51,8,5
1994,12.143,674.3,23,53,1,28,0,1
1995,12.639,834.8,23,60,0,26,3,5
1996,11.571,310.8,5,41,0,36,4,6
1997,11.815,596.6,9,51,0,42,14,20
1998,12.094,693.7,12,36,0,29,1,1
1999,4.371,62.6,0,0,0,10,0,1
2008,14.781,240.8,2,19,0,0,0,0
2009,11.619,615.6,9,52,0,59,7,0
2010,11.033,527.3,15,51,0,66,16,0
2011,12.41,410.4,9,62,0,50,2,0
2012,11.561,586.1,11,50,0,42,12,0
2013,11.207,634.1,15,53,1,64,14,0
2014,12.874,628.9,8,51,0,35,0,0
2015,12.057,473.4,24,59,3,51,2,0
2016,12.186,658.6,12,60,0,38,3,0
2017,12.357,505.4,19,64,0,44,4,0
2018,12.927,566.6,24,96,0,39,4,0
2019,12.638,540.4,24,67,0,47,3,0
2020,13.291,496.1,23,80,2,25,0,0
2021,11.675,720.4,6,49,0,44,4,0
2022,13.518,459.7,40,90,0,38,0,0
2023,13.383,724.6,22,83,0,40,0,0
2024,13.445,806.8,16,66,0,27,2,0
