endDate;heatDays;summerDays;tropicalNights;iceDays
1937-08-31;0;20;0;23
1938-08-31;1;26;0;30
1939-08-31;null;null;null;null
1940-08-31;null;null;null;null
1941-08-31;null;null;null;null
1942-08-31;null;null;null;null
1943-08-31;6;38;0;24
1944-08-31;null;null;null;null
1945-08-31;null;null;null;null
1946-08-31;0;0;0;0
1947-08-31;0;0;0;0
1948-08-31;null;null;null;null
1949-08-31;3;24;0;32
1950-08-31;null;null;null;null
1951-08-31;1;34;0;4
1952-08-31;10;39;0;45
1953-08-31;3;32;0;39
1954-08-31;0;22;0;32
1955-08-31;0;17;0;38
1956-08-31;0;34;0;48
1957-08-31;8;33;0;14
1958-08-31;10;48;0;36
1959-08-31;4;31;0;22
1960-08-31;4;30;0;28
1961-08-31;0;22;0;24
1962-08-31;1;13;0;34
1963-08-31;null;null;null;null
1964-08-31;0;0;0;0
1965-08-31;null;null;null;null
1966-08-31;2;19;0;23
1967-08-31;3;28;0;22
1968-08-31;2;23;0;24
1969-08-31;2;25;0;31
1970-08-31;0;31;0;36
1971-08-31;6;35;0;29
1972-08-31;6;24;0;13
1973-08-31;1;28;0;17
1974-08-31;3;26;0;4
1975-08-31;0;24;0;13
1976-08-31;2;26;0;17
1977-08-31;2;24;0;19
1978-08-31;0;14;0;30
1979-08-31;1;28;0;29
1980-08-31;3;18;0;22
1981-08-31;3;33;0;39
1982-08-31;0;30;0;27
1983-08-31;6;40;0;22
1984-08-31;5;17;0;37
1985-08-31;3;33;0;31
1986-08-31;1;38;0;36
1987-08-31;2;27;0;35
1988-08-31;3;31;0;19
1989-08-31;0;19;0;6
1990-08-31;2;32;0;5
1991-08-31;5;33;0;11
1992-08-31;15;44;0;15
1993-08-31;5;37;0;19
1994-08-31;15;49;0;13
1995-08-31;5;35;0;23
1996-08-31;3;28;0;25
1997-08-31;0;32;0;3
1998-08-31;6;43;0;14
1999-08-31;3;29;0;20
2000-08-31;7;50;0;29
2001-08-31;6;36;0;18
2002-08-31;9;46;0;19
2003-08-31;22;72;0;25
2004-08-31;3;40;0;33
2005-08-31;9;36;0;34
2006-08-31;10;46;0;33
2007-08-31;9;55;0;4
2008-08-31;9;50;0;6
2009-08-31;7;43;0;29
2010-08-31;18;42;0;40
2011-08-31;11;41;0;18
2012-08-31;19;55;0;26
2013-08-31;15;47;0;28
2014-08-31;6;33;0;2
2015-08-31;29;56;0;19
2016-08-31;8;43;0;12
2017-08-31;7;54;0;26
2018-08-31;6;57;0;20
2019-08-31;15;54;0;26
2020-08-31;8;41;0;5
2021-08-31;17;47;0;22
2022-08-31;9;59;0;12
2023-08-31;18;45;0;13
