year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1937;6.45;0;20;0;47
1938;6.14;1;26;0;45
1939;null;null;null;null;null
1940;null;null;null;null;null
1941;null;null;null;null;null
1942;null;null;null;null;null
1943;7.38;6;44;0;24
1944;null;null;null;null;null
1945;null;null;null;null;null
1946;null;null;null;null;null
1947;null;null;null;null;null
1948;null;null;null;null;null
1949;7.47;3;31;0;39
1950;null;null;null;null;null
1951;7.03;1;43;0;20
1952;5.85;10;39;0;74
1953;6.94;3;39;0;47
1954;5.6;0;30;0;46
1955;5.56;0;20;0;52
1956;5;0;38;0;64
1957;6.66;8;35;0;25
1958;6.34;10;56;0;41
1959;6.96;4;35;0;32
1960;6.58;4;32;0;43
1961;6.36;0;25;0;42
1962;4.31;1;16;0;66
1963;null;null;null;null;null
1964;null;null;null;null;null
1965;null;null;null;null;null
1966;5.97;2;25;0;50
1967;6.12;3;32;0;39
1968;5.93;2;23;0;35
1969;5.71;2;28;0;63
1970;5.31;0;35;0;47
1971;6.2;6;36;0;39
1972;6.19;6;24;0;22
1973;5.66;1;35;0;38
1974;6.25;3;33;0;13
1975;6.29;0;28;0;35
1976;6.06;2;27;0;46
1977;6.89;2;28;0;39
1978;5.77;0;17;0;48
1979;6.21;1;34;0;39
1980;5.56;3;22;0;47
1981;5.92;3;36;0;71
1982;6.97;0;40;0;40
1983;6.83;6;42;0;40
1984;5.96;5;19;0;47
1985;6.14;3;37;0;52
1986;6.46;1;43;0;48
1987;6.33;2;37;0;42
1988;6.84;3;31;0;32
1989;7.25;0;24;0;18
1990;7.39;2;32;0;26
1991;6.63;5;36;0;31
1992;7.28;15;46;0;26
1993;7.04;5;40;0;40
1994;8.36;15;55;0;20
1995;6.78;5;35;0;43
1996;6.4;3;28;0;46
1997;7.79;0;38;0;9
1998;7.48;6;46;0;35
1999;7.4;3;33;0;45
2000;8.21;7;52;0;35
2001;7.4;6;36;0;41
2002;8.43;9;48;0;25
2003;8.07;22;77;0;34
2004;7.21;3;42;0;44
2005;6.84;9;41;0;61
2006;7.73;10;51;0;37
2007;8.39;9;55;0;28
2008;8.23;9;59;0;15
2009;7.91;7;46;0;41
2010;7.16;18;42;0;66
2011;8.57;12;49;0;25
2012;8.15;19;61;0;41
2013;7.97;15;52;0;34
2014;9.35;6;35;0;6
2015;8.85;31;61;0;20
2016;8.31;8;53;0;14
2017;7.12;7;55;0;47
2018;8.27;6;69;0;32
2019;7.68;15;59;0;33
2020;7.79;8;50;0;8
2021;7.23;17;50;0;34
2022;null;8;48;0;12
