year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1939;4.07;0;4;0;63
1940;3.43;0;0;0;76
1941;null;null;null;null;null
1942;4.42;0;2;0;68
1943;null;null;null;null;null
1944;null;null;null;null;null
1945;null;null;null;null;null
1946;4.58;0;9;0;71
1947;4.96;0;18;0;75
1948;5.03;0;2;0;41
1949;5.31;0;7;0;52
1950;5.03;0;10;0;53
1951;4.76;0;4;0;43
1952;4.15;0;14;0;80
1953;5.23;0;4;0;56
1954;3.91;0;0;0;56
1955;4.07;0;2;0;55
1956;3.26;0;6;0;78
1957;4.93;1;6;0;41
1958;4.38;0;4;0;66
1959;4.83;0;4;0;49
1960;4.11;0;5;0;55
1961;5.21;0;10;0;52
1962;3.17;0;5;0;79
1963;3.75;0;1;0;65
1964;4.47;0;2;0;57
1965;3.31;0;7;0;80
1966;4.27;0;4;0;64
1967;4.41;0;6;0;49
1968;3.87;0;8;0;59
1969;3.88;0;7;0;79
1970;3.54;0;5;0;68
1971;4.3;0;9;0;51
1972;3.53;0;4;0;62
1973;4.04;0;3;0;66
1974;4.24;0;5;0;38
1975;3.26;0;3;0;56
1976;null;null;null;null;null
1977;3.68;0;3;0;63
1978;2.85;0;0;0;75
1979;null;null;null;null;null
1980;null;null;null;null;null
1981;3.67;0;12;0;72
1982;4.02;0;10;0;52
1983;4.5;5;19;0;59
1984;3.06;2;12;0;72
1985;3.35;0;12;0;74
1986;3.35;0;10;0;86
1987;3.86;0;11;0;65
1988;3.96;0;6;0;57
1989;3.86;0;0;0;56
1990;3.73;0;7;0;62
1991;3.17;0;8;0;74
1992;4.4;0;22;0;50
1993;4.12;0;13;0;59
1994;5.49;0;22;0;38
1995;4.02;0;12;0;49
1996;3.33;0;9;0;72
1997;4.59;0;3;0;48
1998;4.37;0;16;0;64
1999;4.22;0;6;0;72
2000;4.88;0;11;0;44
2001;4.41;0;18;0;52
2002;5.17;1;11;0;32
2003;4.68;0;31;0;49
2004;4.11;0;7;0;68
2005;3.48;0;13;0;86
2006;4.28;0;19;0;66
2007;4.99;0;10;0;35
2008;4.67;0;4;0;50
2009;4.38;0;15;0;64
2010;3.79;0;20;0;74
2011;5.24;1;16;0;43
2012;4.89;0;17;0;59
2013;4.64;1;24;0;60
2014;5.57;0;8;0;38
2015;5.69;0;27;0;30
2016;4.96;0;15;0;44
2017;4.92;0;26;0;55
2018;5.51;0;16;0;56
2019;5.28;4;21;0;47
2020;5.09;0;12;0;44
2021;4.24;0;17;0;50
2022;null;0;22;0;21
