endDate;heatDays;summerDays;tropicalNights;iceDays
1901-08-31;null;null;null;null
1902-08-31;null;null;null;null
1903-08-31;null;null;null;null
1904-08-31;null;null;null;null
1905-08-31;null;null;null;null
1906-08-31;null;null;null;null
1907-08-31;null;null;null;null
1908-08-31;null;null;null;null
1909-08-31;null;null;null;null
1910-08-31;null;null;null;null
1911-08-31;null;null;null;null
1912-08-31;null;null;null;null
1913-08-31;null;null;null;null
1914-08-31;null;null;null;null
1915-08-31;null;null;null;null
1916-08-31;null;null;null;null
1917-08-31;null;null;null;null
1918-08-31;null;null;null;null
1919-08-31;null;null;null;null
1920-08-31;null;null;null;null
1921-08-31;null;null;null;null
1922-08-31;null;null;null;null
1923-08-31;null;null;null;null
1924-08-31;null;null;null;null
1925-08-31;null;null;null;null
1926-08-31;null;null;null;null
1927-08-31;null;null;null;null
1928-08-31;null;null;null;null
1929-08-31;null;null;null;null
1930-08-31;null;null;null;null
1931-08-31;null;null;null;null
1932-08-31;null;null;null;null
1933-08-31;null;null;null;null
1934-08-31;null;null;null;null
1935-08-31;null;null;null;null
1936-08-31;null;null;null;null
1937-08-31;18;88;0;17
1938-08-31;null;null;null;null
1939-08-31;null;null;null;null
1940-08-31;5;41;0;40
1941-08-31;6;44;0;24
1942-08-31;13;56;0;44
1943-08-31;8;57;0;19
1944-08-31;2;41;0;9
1945-08-31;11;68;1;21
1946-08-31;14;54;0;23
1947-08-31;13;58;0;38
1948-08-31;1;30;0;10
1949-08-31;7;45;0;7
1950-08-31;21;72;0;20
1951-08-31;5;52;0;8
1952-08-31;21;60;0;11
1953-08-31;6;50;0;13
1954-08-31;2;35;0;37
1955-08-31;0;36;0;33
1956-08-31;4;42;0;29
1957-08-31;13;48;1;10
1958-08-31;16;68;0;15
1959-08-31;1;44;0;9
1960-08-31;5;40;0;19
1961-08-31;10;32;0;15
1962-08-31;9;43;0;23
1963-08-31;16;54;0;42
1964-08-31;3;51;0;34
1965-08-31;6;34;0;11
1966-08-31;4;26;0;15
1967-08-31;12;43;0;10
1968-08-31;5;39;0;11
1969-08-31;4;55;0;22
1970-08-31;3;46;0;21
1971-08-31;9;55;0;17
1972-08-31;7;49;1;25
1973-08-31;4;49;0;8
1974-08-31;9;43;0;3
1975-08-31;2;52;0;0
1976-08-31;8;43;0;15
1977-08-31;1;41;0;8
1978-08-31;0;30;0;16
1979-08-31;1;54;0;16
1980-08-31;3;33;0;18
1981-08-31;11;51;0;9
1982-08-31;4;56;0;27
1983-08-31;15;69;0;3
1984-08-31;7;30;0;10
1985-08-31;8;47;0;30
1986-08-31;9;55;0;25
1987-08-31;7;45;0;24
1988-08-31;17;50;0;5
1989-08-31;4;45;0;9
1990-08-31;5;53;0;11
1991-08-31;9;51;0;13
1992-08-31;32;77;0;3
1993-08-31;21;68;1;9
1994-08-31;28;72;0;6
1995-08-31;19;63;0;11
1996-08-31;5;46;0;34
1997-08-31;2;58;0;17
1998-08-31;16;61;1;3
1999-08-31;5;46;0;10
2000-08-31;22;68;0;11
2001-08-31;14;67;0;8
2002-08-31;12;58;0;10
2003-08-31;32;92;0;22
2004-08-31;9;49;0;14
2005-08-31;6;52;2;14
2006-08-31;19;54;0;19
2007-08-31;17;71;0;1
2008-08-31;9;67;0;4
2009-08-31;9;67;0;16
2010-08-31;18;62;2;25
2011-08-31;16;63;0;18
2012-08-31;25;71;1;15
2013-08-31;24;67;1;10
2014-08-31;7;46;0;11
2015-08-31;26;64;2;2
2016-08-31;7;67;0;9
2017-08-31;26;77;2;21
2018-08-31;23;84;1;10
2019-08-31;23;73;2;7
2020-08-31;10;65;0;5
2021-08-31;23;70;1;6
2022-08-31;22;81;3;0
2023-08-31;19;61;3;2
