year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1957,8.973,686.7,9,29,1,70,14,20
1958,8.628,680.8,3,25,0,90,16,25
1959,9.365,510.0,4,40,2,77,22,36
1960,8.666,669.4,3,24,0,80,26,37
1961,9.286,634.4,6,34,0,57,23,37
1962,7.561,457.2,4,27,0,96,30,54
1963,7.634,430.2,7,39,2,108,66,85
1964,8.376,504.1,15,49,0,100,34,37
1965,7.795,804.1,1,20,0,93,31,70
1966,8.849,819.9,4,33,0,78,34,49
1967,9.337,678.8,5,37,0,62,18,29
1968,8.431,740.4,4,34,0,97,34,44
1969,7.987,541.7,9,46,0,121,56,86
1970,7.932,766.8,3,36,0,99,40,88
1971,8.86,519.7,12,45,1,76,22,42
1972,8.24,483.0,9,28,0,80,22,38
1973,8.504,626.8,3,38,0,90,14,37
1974,9.034,828.3,5,22,0,46,2,6
1975,9.219,532.7,8,49,0,66,12,3
1976,8.54,436.9,9,43,1,99,32,41
1977,8.834,723.5,1,17,0,70,14,37
1978,8.153,758.5,2,22,0,89,28,41
1979,8.136,646.8,7,42,0,94,27,71
1980,7.684,740.4,3,19,1,104,35,64
1981,8.576,857.3,2,35,0,98,36,82
1982,9.579,395.9,7,53,0,79,21,17
1983,9.601,623.2,14,56,1,69,24,46
1984,8.18,517.5,3,21,0,93,15,32
1985,7.872,575.3,2,32,1,102,50,68
1986,8.37,690.9,8,38,1,70,43,59
1987,7.456,764.0,1,19,0,97,46,73
1988,9.251,619.9,6,30,1,75,8,30
1989,10.06,546.3,6,46,0,63,7,5
1990,9.957,529.1,10,39,0,40,13,18
1991,8.699,437.6,6,39,1,94,19,22
1992,9.85,592.4,14,66,1,55,16,9
1993,8.826,728.5,1,35,0,86,25,50
1994,10.136,808.7,21,45,0,53,7,9
1995,9.074,899.2,10,53,0,94,27,52
1996,7.074,637.1,2,25,0,121,52,70
1997,9.113,579.3,5,51,0,82,19,43
1998,3.544,140.3,0,0,0,33,9,20
2005,9.718,576.4,8,44,0,87,16,39
2006,9.681,525.9,20,58,0,97,21,67
2007,10.259,719.1,9,54,0,78,8,6
2008,10.01,690.6,10,45,0,80,6,8
2009,9.5,666.7,7,47,0,95,22,35
2010,7.834,894.9,11,42,0,124,50,93
2011,9.718,716.5,4,52,0,100,13,17
2012,9.499,617.4,15,51,0,85,20,21
2013,8.961,733.0,13,47,0,104,28,46
2014,10.509,641.4,8,41,0,81,12,12
2015,10.379,597.4,25,49,0,86,2,6
2016,9.767,642.1,10,61,0,89,9,17
2017,9.842,639.0,8,50,0,86,13,40
2018,10.717,415.5,35,89,0,79,13,8
2019,10.767,471.9,29,71,0,85,3,9
2020,10.716,594.2,17,61,0,88,0,0
2021,9.377,703.1,7,56,0,103,11,32
2022,10.521,478.7,19,67,0,80,8,0
2023,10.928,768.7,18,72,1,71,4,0
2024,12.897,570.2,26,71,0,47,6,0
