year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1962;9.25;19;67;1;30
1963;9.09;19;75;4;67
1964;9.37;18;69;0;41
1965;8.79;8;41;1;14
1966;10.05;5;57;0;22
1967;10.21;22;74;0;11
1968;9.66;13;66;0;28
1969;9.23;13;64;0;45
1970;null;null;null;null;null
1971;null;null;null;null;null
1972;9.64;13;44;1;28
1973;9.82;11;63;0;12
1974;null;null;null;null;null
1975;null;null;null;null;null
1976;9.66;9;50;3;28
1977;10.38;4;63;0;23
1978;9.2;2;43;0;22
1979;null;null;null;null;null
1980;null;null;null;null;null
1981;null;null;null;null;null
1982;null;null;null;null;null
1983;11.08;35;88;1;20
1984;9.59;8;45;0;21
1985;9.13;8;55;3;39
1986;9.79;17;74;2;40
1987;9.41;11;63;1;39
1988;10.65;21;66;1;10
1989;null;null;null;null;null
1990;10.89;26;66;0;19
1991;9.68;13;63;2;26
1992;11.37;35;85;6;10
1993;10.32;22;80;2;29
1994;11.72;42;92;2;15
1995;10.58;33;69;0;20
1996;9.22;7;53;0;50
1997;10.29;10;80;1;23
1998;11.12;26;75;5;22
1999;11;12;72;2;19
2000;12.08;31;87;1;18
2001;10.99;31;80;3;14
2002;null;null;null;null;null
2003;null;null;null;null;null
2004;null;null;null;null;null
2005;10.29;18;68;2;28
2006;10.86;28;67;4;27
2007;11.76;33;87;4;15
2008;11.64;13;82;0;9
2009;11.36;19;86;1;26
2010;10.06;22;64;4;37
2011;11.25;20;92;3;15
2012;11.47;41;99;2;19
2013;11.04;34;78;8;21
2014;12.12;16;69;2;11
2015;12.04;42;85;12;3
2016;11.58;20;89;2;16
2017;11.71;41;88;8;23
2018;12.54;41;115;4;15
2019;12.61;42;96;10;4
2020;11.91;29;83;0;7
2021;11.28;33;90;2;9
2022;null;35;74;5;1
