year,month,averageTemperature,totalPrecipitation,averageSnowCover
1947,1,-3.6,35.4,89.0
1947,2,-3.761,37.3,83.0
1947,3,5.745,90.9,1.0
1947,4,10.917,56.1,0.0
1947,5,15.423,36.4,0.0
1947,6,18.783,42.8,0.0
1947,7,20.319,57.3,0.0
1947,8,20.277,3.9,0.0
1947,9,16.877,27.2,0.0
1947,10,8.3,16.0,0.0
1947,11,5.987,140.5,1.0
1947,12,1.335,166.0,84.0
1948,1,4.526,135.0,5.0
1948,2,1.883,63.4,37.0
1948,3,7.045,40.5,0.0
1948,4,10.983,44.4,0.0
1948,5,14.761,67.8,0.0
1948,6,16.073,123.1,0.0
1948,7,16.281,125.7,0.0
1948,8,16.819,72.5,0.0
1948,9,13.53,34.1,0.0
1948,10,9.055,27.1,0.0
1948,11,4.157,29.7,0.0
1948,12,0.287,22.5,0.0
1949,1,1.452,42.9,29.0
1949,2,1.382,20.4,1.0
1949,3,2.971,48.7,51.0
1949,4,11.617,50.6,0.0
1949,5,12.526,111.1,0.0
1949,6,15.183,35.1,0.0
1949,7,19.087,15.8,0.0
1949,8,18.097,52.6,0.0
1949,9,17.283,26.0,0.0
1949,10,11.755,19.7,0.0
1949,11,4.387,43.5,0.0
1949,12,3.645,75.5,1.0
1950,1,-0.113,28.7,2.0
1950,2,4.171,97.9,22.0
1950,3,5.832,16.7,29.0
1950,4,7.84,83.6,0.0
1950,5,15.268,64.1,0.0
1950,6,19.043,75.0,0.0
1950,7,19.91,134.8,0.0
1950,8,18.148,116.4,0.0
1950,9,13.38,89.5,0.0
1950,10,8.548,35.3,7.0
1950,11,5.55,171.2,0.0
1950,12,-1.648,48.8,130.0
1951,1,3.242,77.8,60.0
1951,2,3.607,37.8,0.0
1951,3,4.081,49.5,2.0
1951,4,8.697,32.0,0.0
1951,5,13.084,47.8,0.0
1951,6,16.21,174.4,0.0
1951,7,18.594,61.1,0.0
1951,8,18.081,76.2,0.0
1951,9,15.237,41.9,0.0
1951,10,8.187,47.9,0.0
1951,11,7.18,74.0,0.0
1951,12,2.174,45.1,0.0
1952,1,0.635,84.2,142.0
1952,2,-0.548,77.3,324.0
1952,3,5.187,138.2,4.0
1952,4,11.723,33.9,6.0
1952,5,13.706,41.5,0.0
1952,6,17.257,97.6,0.0
1952,7,20.71,2.9,0.0
1952,8,19.226,46.9,0.0
1952,9,11.56,90.5,0.0
1952,10,8.277,101.0,0.0
1952,11,2.713,156.0,14.0
1952,12,0.016,85.3,85.0
1953,1,-1.081,30.1,171.0
1953,2,0.768,45.1,366.0
1953,3,6.11,4.4,0.0
1953,4,10.48,47.8,0.0
1953,5,14.813,94.1,0.0
1953,6,16.11,134.6,0.0
1953,7,18.348,118.2,0.0
1953,8,17.01,80.5,0.0
1953,9,14.14,44.2,0.0
1953,10,10.132,47.3,0.0
1953,11,4.177,11.0,0.0
1953,12,2.832,23.2,1.0
1954,1,-2.597,91.1,169.0
1954,2,-1.486,24.8,5.0
1954,3,6.265,20.7,0.0
1954,4,7.387,76.1,0.0
1954,5,12.765,50.6,0.0
1954,6,17.103,31.7,0.0
1954,7,15.335,93.3,0.0
1954,8,16.297,88.2,0.0
1954,9,14.28,127.5,0.0
1954,10,9.781,52.5,0.0
1954,11,5.013,31.7,0.0
1954,12,3.765,78.1,0.0
1955,1,-0.974,78.5,43.0
1955,2,-0.111,64.9,109.0
1955,3,2.381,24.9,48.0
1955,4,8.307,37.1,0.0
1955,5,11.539,82.8,0.0
1955,6,15.917,131.9,0.0
1955,7,17.835,73.3,0.0
1955,8,16.926,33.4,0.0
1955,9,13.68,60.2,0.0
1955,10,8.052,17.4,0.0
1955,11,3.41,8.0,1.0
1955,12,3.09,99.7,7.0
1956,1,1.732,72.8,30.0
1956,2,-9.879,34.0,610.0
1956,3,4.961,50.6,20.0
1956,4,7.21,55.0,2.0
1956,5,13.19,52.1,0.0
1956,6,14.023,82.1,0.0
1956,7,17.719,98.9,0.0
1956,8,15.006,97.7,0.0
1956,9,14.423,40.9,0.0
1956,10,8.342,106.2,0.0
1956,11,2.923,46.3,1.0
1956,12,2.081,26.6,63.0
1957,1,-0.916,47.6,139.0
1957,2,5.404,88.4,0.0
1957,3,7.965,43.7,0.0
1957,4,8.5,27.2,0.0
1957,5,10.461,39.7,0.0
1957,6,17.727,102.2,0.0
1957,7,18.794,77.7,0.0
1957,8,15.726,117.7,0.0
1957,9,12.84,123.7,0.0
1957,10,9.048,16.5,0.0
1957,11,4.88,34.3,0.0
1957,12,0.8,52.6,3.0
1958,1,0.716,88.3,123.0
1958,2,3.682,165.9,113.0
1958,3,0.606,44.6,61.0
1958,4,6.473,49.2,4.0
1958,5,14.735,102.5,0.0
1958,6,15.657,86.3,0.0
1958,7,18.052,107.6,0.0
1958,8,18.148,102.7,0.0
1958,9,15.47,55.5,0.0
1958,10,9.2,66.0,0.0
1958,11,5.227,29.0,0.0
1958,12,3.226,74.4,0.0
1959,1,0.813,79.9,151.0
1959,2,0.714,7.4,0.0
1959,3,7.565,28.7,0.0
1959,4,10.243,94.2,0.0
1959,5,13.903,33.0,0.0
1959,6,17.027,53.6,0.0
1959,7,20.4,57.8,0.0
1959,8,17.7,52.4,0.0
1959,9,14.51,31.5,0.0
1959,10,8.848,69.4,0.0
1959,11,3.627,25.3,0.0
1959,12,3.545,54.4,0.0
1960,1,0.558,48.9,59.0
1960,2,1.897,59.1,38.0
1960,3,6.41,31.6,1.0
1960,4,8.99,39.2,0.0
