year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1952,9.151,617.1,2,18,0,68,4,20
1953,9.986,527.5,5,26,0,68,12,17
1954,8.633,684.2,0,14,0,80,28,8
1955,8.481,592.2,0,24,0,84,24,45
1956,7.851,635.5,0,11,0,87,28,35
1957,9.928,683.3,5,18,0,53,2,4
1958,9.354,737.6,0,22,0,104,9,25
1959,10.412,341.0,5,53,0,71,14,2
1960,9.65,666.8,0,14,0,62,11,8
1961,10.547,799.8,2,18,0,38,6,7
1962,8.763,697.8,0,5,0,51,6,8
1963,10.708,106.2,0,1,0,4,0,0
1964,9.03,522.5,4,26,0,68,13,11
1965,8.883,613.6,0,6,0,67,5,11
1966,9.537,603.9,2,22,0,54,28,25
1967,10.511,642.5,0,16,0,37,4,6
1968,9.809,676.4,3,26,0,57,6,15
1969,9.448,601.3,4,35,0,73,19,35
1970,8.619,666.2,4,26,0,88,26,39
1971,9.5,442.9,3,30,0,67,14,12
1972,8.584,585.4,5,20,0,76,13,13
1973,9.752,528.8,7,39,0,55,2,4
1974,9.638,534.4,0,14,0,42,1,0
1975,10.354,463.2,12,42,0,45,0,1
1976,9.717,435.0,10,42,0,67,11,21
1977,9.594,625.2,2,12,0,48,5,7
1978,9.022,700.9,1,15,0,64,16,18
1979,8.3,539.5,1,15,0,77,33,68
1980,8.877,679.9,0,11,0,65,17,11
1981,9.742,704.9,3,19,0,62,11,33
1982,9.472,563.1,9,27,0,66,17,3
1983,10.653,591.1,5,39,0,40,8,13
1984,9.113,645.7,2,13,0,70,4,6
1985,8.582,615.3,2,16,0,71,32,24
1986,8.686,499.0,4,22,0,64,29,21
1987,8.06,707.5,0,9,0,65,24,35
1988,10.394,732.7,0,11,0,38,0,3
1989,11.066,561.0,1,31,0,20,0,0
1990,10.877,605.1,3,19,0,23,2,0
1991,9.139,487.1,2,17,0,71,13,11
1992,10.865,532.5,4,37,0,48,4,1
1993,9.912,813.5,0,22,0,55,6,6
1994,10.533,728.7,15,31,2,34,7,4
1995,10.772,716.0,6,41,0,47,5,9
1996,8.321,414.9,4,17,0,87,34,21
1997,10.392,584.4,3,32,0,52,11,12
1998,10.873,826.5,1,13,0,22,1,2
1999,11.543,478.8,2,32,0,33,1,9
2000,11.436,674.5,2,15,0,19,1,1
2001,10.741,766.8,2,19,0,43,4,10
2002,11.695,853.0,5,26,0,26,3,4
2003,10.545,518.8,11,45,0,75,13,20
2004,10.888,732.7,6,26,0,41,1,4
2005,10.531,681.5,3,28,0,49,8,23
2006,10.652,587.5,11,51,0,70,13,22
2007,11.492,835.1,4,24,0,25,4,6
2008,11.052,673.7,10,33,0,42,1,4
2009,10.588,521.6,4,31,0,51,7,11
2010,9.468,625.3,12,30,1,74,29,62
2011,10.762,629.2,3,28,0,67,10,10
2012,10.428,557.6,3,32,0,40,15,5
2013,9.765,596.4,7,25,0,80,20,31
2014,11.892,599.1,2,35,0,35,9,5
2015,10.487,650.4,6,23,0,45,1,7
2016,11.061,547.1,9,41,0,49,9,12
2017,10.893,702.3,1,18,0,44,8,7
2018,11.622,432.6,21,76,0,57,8,5
2019,11.583,676.2,16,44,0,44,2,1
2020,11.629,577.0,11,38,0,29,1,0
2021,10.522,634.0,3,35,0,56,10,20
2022,11.793,575.8,17,51,0,39,0,1
2023,11.775,901.7,9,44,0,41,1,5
2024,12.274,767.1,8,42,0,27,4,9
