year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1939;4.9;0;13;0;58
1940;3.68;0;2;0;73
1941;4.51;0;7;0;66
1942;null;null;null;null;null
1943;null;null;null;null;null
1944;null;null;null;null;null
1945;null;null;null;null;null
1946;null;null;null;null;null
1947;6.04;1;33;0;64
1948;6.13;0;8;0;27
1949;5.86;0;15;0;40
1950;5.36;0;28;0;50
1951;null;null;null;null;null
1952;null;null;null;null;null
1953;null;null;null;null;null
1954;null;null;null;null;null
1955;null;null;null;null;null
1956;null;null;null;null;null
1957;5.45;4;13;0;35
1958;5.22;1;19;0;56
1959;5.88;0;8;0;32
1960;5.57;0;7;0;34
1961;6.58;0;22;0;35
1962;3.66;0;8;0;90
1963;3.71;0;4;0;84
1964;4.83;0;5;0;63
1965;4.03;0;8;0;79
1966;4.67;0;6;0;57
1967;5.17;0;16;0;44
1968;4.81;1;9;0;54
1969;4.84;0;13;0;66
1970;4.14;0;12;0;75
1971;5.13;0;14;0;42
1972;5.04;1;12;0;44
1973;4.84;0;18;0;59
1974;4.83;0;9;0;30
1975;5.33;0;14;0;38
1976;5.14;0;13;0;52
1977;5.4;0;2;0;52
1978;4.65;0;1;0;53
1979;4.8;0;7;0;55
1980;4.33;1;17;0;58
1981;4.86;0;21;0;70
1982;5.73;0;25;0;29
1983;5.95;6;27;0;38
1984;4.65;3;9;0;44
1985;5.11;2;22;0;54
1986;5.28;1;18;0;46
1987;5.38;0;26;0;44
1988;6.04;1;21;0;28
1989;6.57;0;17;0;8
1990;6.16;2;32;0;39
1991;5.29;0;23;0;38
1992;6.04;5;29;0;33
1993;5.93;0;18;0;37
1994;7.19;3;38;0;19
1995;5.65;2;26;0;39
1996;5.87;1;27;0;27
1997;6.81;0;29;0;14
1998;6.02;1;21;0;41
1999;4.92;1;7;0;59
2000;5.43;0;25;0;54
2001;5.37;1;27;0;66
2002;6.73;1;17;0;27
2003;6.72;5;51;0;48
2004;5.84;0;19;0;53
2005;5.47;3;29;0;82
2006;6.23;2;38;0;52
2007;6.87;2;20;0;34
2008;6.36;0;17;0;35
2009;6.33;1;24;0;51
2010;5.38;1;22;0;56
2011;7.46;1;20;0;22
2012;6.48;3;24;0;46
2013;6.38;4;27;0;37
2014;7.45;0;9;0;9
2015;7.55;4;42;0;24
2016;7.04;1;15;0;18
2017;6.95;1;36;0;36
2018;7.64;1;34;0;30
2019;7.02;8;29;0;25
2020;7.23;0;20;0;18
2021;6.14;0;19;0;42
2022;7.73;3;30;0;20
2023;null;0;0;0;13
