year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1946,9.578,585.7,1,5,0,48,16,22
1947,8.996,424.4,3,21,0,74,59,42
1948,10.406,641.4,0,6,0,37,8,2
1949,10.425,483.2,1,4,0,34,4,2
1950,10.243,696.5,0,11,0,34,11,2
1951,9.781,661.9,0,7,0,43,2,6
1952,9.6,643.4,1,6,0,44,5,11
1953,10.449,605.9,1,19,0,38,12,9
1954,9.109,711.9,0,3,0,52,26,8
1955,9.242,640.2,0,10,0,65,20,49
1956,8.525,622.7,0,0,0,59,28,39
1957,10.434,860.8,2,9,0,18,1,6
1958,9.564,747.9,0,3,0,58,10,21
1959,11.056,397.4,2,18,0,35,12,16
1960,9.789,771.4,0,3,0,46,12,19
1961,10.917,694.3,0,7,0,16,6,6
1962,9.204,680.2,0,3,0,40,4,4
1963,8.546,636.7,1,3,0,70,50,64
1964,9.393,567.1,2,8,0,60,14,10
1965,9.457,706.0,0,1,0,39,5,10
1966,9.841,712.3,1,11,0,49,28,29
1967,10.848,810.0,0,9,0,19,4,2
1968,10.35,794.7,1,12,0,42,5,16
1969,9.848,652.9,2,14,3,62,22,32
1970,9.013,716.3,0,8,0,79,28,49
1971,10.007,474.4,0,8,0,29,14,10
1972,9.391,612.6,0,11,1,44,11,11
1973,10.369,662.6,1,11,0,20,1,2
1974,10.156,608.2,0,5,0,11,0,0
1975,10.758,542.0,1,18,3,26,0,2
1976,10.222,444.2,1,16,0,55,15,19
1977,10.098,621.8,0,3,0,30,7,10
1978,9.522,710.1,0,9,0,38,13,20
1979,8.507,644.6,0,10,0,67,37,69
1980,9.301,732.9,0,2,0,56,17,17
1981,10.142,730.4,0,6,0,42,6,26
1982,10.214,512.9,0,17,0,40,15,20
1983,10.816,717.3,1,21,0,25,3,6
1984,9.613,729.3,0,7,0,39,4,10
1985,8.927,557.1,0,7,0,61,32,27
1986,9.05,578.2,1,8,0,62,32,29
1987,8.602,703.6,0,7,0,64,23,33
1988,10.618,790.8,0,4,0,8,0,3
1989,11.527,557.3,1,12,0,6,0,0
1990,11.569,749.4,3,10,0,6,2,0
1991,10.231,558.7,0,13,0,31,14,16
1992,11.29,546.6,3,15,0,14,3,0
1993,10.084,769.5,0,1,0,37,7,3
1994,10.743,724.3,6,23,9,20,9,9
1995,11.202,662.0,2,22,0,18,4,10
1996,8.855,352.9,2,13,0,70,30,31
1997,10.963,562.8,7,23,7,25,11,7
1998,11.14,967.2,1,6,0,12,1,2
1999,11.617,569.2,1,23,0,20,1,12
2000,11.28,607.3,2,6,1,7,0,0
2001,10.682,787.4,1,12,1,39,8,20
2002,11.832,996.0,2,20,1,13,2,2
2003,10.851,608.6,4,25,2,47,12,18
2004,10.885,786.9,0,11,4,34,6,12
2005,11.014,625.4,1,14,0,35,8,12
2006,11.039,624.6,3,28,2,60,10,21
2007,12.022,807.4,0,9,0,10,1,2
2008,11.54,907.7,0,13,0,11,1,1
2009,10.906,555.7,1,11,0,34,7,7
2010,9.762,675.5,4,16,1,63,32,46
2011,10.848,655.4,0,6,0,42,8,5
2012,10.633,685.0,1,10,1,23,14,3
2013,10.005,653.1,1,14,1,62,17,27
2014,12.304,598.3,1,23,1,14,8,6
2015,10.824,760.7,2,12,0,16,1,7
2016,11.358,678.0,1,18,0,26,9,9
2017,10.875,779.8,0,10,0,33,15,0
2018,11.882,468.0,4,33,5,31,7,1
2019,12.006,592.1,5,25,1,12,2,0
2020,12.156,704.0,1,20,5,3,0,0
2021,11.222,655.4,1,12,1,27,8,0
2022,12.223,688.1,3,23,1,4,0,0
2023,12.123,818.0,1,18,0,16,0,1
2024,12.679,831.9,2,22,1,11,2,8
