endDate;heatDays;summerDays;tropicalNights;iceDays
1951-09-25;3;38;0;12
1952-09-25;11;42;0;27
1953-09-25;3;36;0;30
1954-09-25;0;29;0;44
1955-09-25;1;24;0;43
1956-09-25;1;33;0;46
1957-09-25;7;36;0;15
1958-09-25;6;45;0;22
1959-09-25;3;31;0;21
1960-09-25;1;23;0;25
1961-09-25;9;46;0;21
1962-09-25;7;47;0;31
1963-09-25;6;45;0;56
1964-09-25;5;50;0;46
1965-09-25;8;26;0;35
1966-09-25;2;25;0;21
1967-09-25;12;46;0;18
1968-09-25;5;35;0;22
1969-09-25;4;34;0;35
1970-09-25;0;33;0;32
1971-09-25;6;36;0;35
1972-09-25;2;24;0;33
1973-09-25;5;33;0;25
1974-09-25;4;19;0;10
1975-09-25;0;29;0;5
1976-09-25;4;24;0;24
1977-09-25;0;24;0;22
1978-09-25;0;17;0;30
1979-09-25;0;29;0;26
1980-09-25;0;13;0;26
1981-09-25;1;29;0;32
1982-09-25;0;18;0;36
1983-09-25;3;41;0;18
1984-09-25;4;15;0;24
1985-09-25;3;30;0;43
1986-09-25;2;36;0;40
1987-09-25;0;23;0;43
1988-09-25;5;29;0;12
1989-09-25;1;20;0;11
1990-09-25;3;34;0;11
1991-09-25;2;24;0;25
1992-09-25;15;42;0;11
1993-09-25;6;35;0;24
1994-09-25;18;53;0;11
1995-09-25;2;36;0;16
1996-09-25;0;21;0;50
1997-09-25;1;28;0;26
1998-09-25;6;37;0;19
1999-09-25;3;21;0;18
2000-09-25;8;40;0;18
2001-09-25;4;31;0;22
2002-09-25;6;40;0;15
2003-09-25;17;67;0;35
2004-09-25;1;32;0;25
2005-09-25;4;27;0;33
2006-09-25;9;42;0;38
2007-09-25;9;53;0;4
2008-09-25;2;41;0;8
2009-09-25;4;39;0;26
2010-09-25;10;36;0;46
2011-09-25;6;46;0;28
2012-09-25;15;54;0;22
2013-09-25;14;44;0;33
2014-09-25;6;36;0;13
2015-09-25;32;58;0;6
2016-09-25;7;56;0;10
2017-09-25;18;66;0;30
2018-09-25;14;74;0;23
2019-09-25;14;61;0;13
2020-09-25;6;43;0;1
2021-09-25;7;46;0;16
2022-09-25;12;48;0;2
2023-09-25;17;62;0;11
2024-09-25;null;null;null;null
