year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1948,10.503,492.1,0,3,0,250,244,17
1949,10.289,356.3,4,45,0,61,8,20
1950,10.272,466.3,4,33,1,55,11,11
1951,9.965,364.1,3,26,0,72,5,9
1952,9.66,537.4,9,31,0,52,9,35
1953,10.18,367.3,9,32,0,80,12,43
1954,8.974,483.6,4,18,0,67,27,14
1955,8.391,492.7,2,21,0,87,24,63
1956,8.158,626.7,0,12,0,70,31,38
1957,10.239,492.9,9,27,0,40,5,4
1958,9.643,651.7,0,23,0,65,12,43
1959,10.617,244.3,8,51,0,70,8,14
1960,9.868,523.1,1,14,0,45,14,13
1961,10.7,688.0,2,26,0,30,8,17
1962,8.981,391.1,0,17,0,58,14,21
1963,8.351,387.3,4,27,0,80,45,68
1964,9.535,356.3,12,46,0,62,23,24
1965,9.17,489.7,0,14,0,57,10,30
1966,10.193,676.9,1,27,0,44,20,31
1967,10.759,601.6,4,29,0,29,7,13
1968,9.926,688.9,0,23,0,55,14,36
1969,9.777,537.4,9,37,0,68,22,49
1970,9.163,731.1,3,28,0,74,25,63
1971,9.974,481.4,5,34,0,59,19,30
1972,9.451,620.1,5,19,0,59,11,7
1973,10.24,494.6,8,43,0,64,6,15
1974,10.389,503.2,3,20,0,25,0,2
1975,11.099,486.2,9,50,0,40,0,4
1976,10.543,367.7,15,53,0,54,15,18
1977,10.447,578.1,0,22,0,36,7,14
1978,9.682,531.6,3,22,0,54,10,26
1979,8.685,514.1,0,26,0,83,20,43
1980,9.114,660.0,1,20,0,68,16,13
1981,9.777,864.8,2,21,0,64,14,38
1982,10.075,447.4,7,50,0,72,14,20
1983,10.825,580.5,14,55,0,54,9,23
1984,9.232,764.3,4,17,0,65,6,16
1985,8.637,506.6,2,24,0,75,29,45
1986,8.992,631.8,6,32,0,63,30,46
1987,8.202,728.5,1,15,0,77,31,76
1988,10.609,527.8,2,26,0,51,0,14
1989,10.936,498.8,5,40,0,40,0,0
1990,12.382,352.0,8,38,0,18,1,0
1991,9.975,369.7,4,34,0,63,16,19
1992,10.919,498.4,10,51,0,53,5,4
1993,10.14,525.3,1,41,0,62,14,23
1994,11.158,557.5,20,46,1,37,5,9
1995,11.172,569.6,11,52,0,51,5,25
1996,8.874,462.5,4,29,0,81,32,29
1997,10.588,479.5,6,48,0,61,12,22
1998,11.345,593.4,10,36,0,38,5,16
1999,11.563,506.3,7,46,0,38,4,16
2000,11.59,569.6,5,39,0,38,2,3
2001,11.188,559.9,10,39,0,52,6,19
2002,11.461,677.9,8,36,1,42,8,20
2003,11.283,321.0,25,68,0,75,18,18
2004,10.886,529.0,6,39,0,50,5,13
2005,10.611,499.9,7,43,0,58,13,23
2006,10.491,401.9,15,59,0,70,16,26
2007,11.519,662.7,4,30,0,36,3,6
2008,11.045,437.5,10,37,0,49,2,4
2009,10.347,525.8,4,41,0,67,14,18
2010,9.594,482.9,10,39,0,73,28,52
2011,11.05,402.7,4,46,0,69,10,12
2012,10.56,442.4,7,36,0,56,16,9
2013,9.982,486.9,14,44,0,72,24,36
2014,11.805,541.9,7,37,0,42,3,10
2015,10.891,494.6,18,46,1,62,1,5
2016,11.309,457.7,12,47,0,51,5,11
2017,10.122,505.1,8,40,0,82,29,4
2018,12.007,262.5,32,91,1,55,10,4
2019,11.746,439.9,19,57,0,45,4,1
2020,11.881,490.3,11,51,0,44,0,0
2021,10.362,513.3,3,44,0,63,8,21
2022,12.122,371.3,20,72,0,48,0,3
2023,12.157,543.8,8,62,0,43,0,5
2024,12.597,688.9,14,58,1,34,6,4
