name;eic;gasDayStart;gasInStorage;injection;withdrawal;workingGasVolume;injectionCapacity;withdrawalCapacity;trend;full
UGS Haidach (astora);21W000000000078N;2022-09-25;14.0112;146.42;0;18.608;162.29;174.31;0.79;75.3
UGS Haidach (astora);21W000000000078N;2022-09-24;13.8648;149;0;18.608;162.29;174.31;0.8;74.51
UGS Haidach (astora);21W000000000078N;2022-09-23;13.7158;141.76;0;18.608;162.29;174.31;0.76;73.71
UGS Haidach (astora);21W000000000078N;2022-09-22;13.574;153.93;0;18.608;162.29;174.31;0.83;72.95
UGS Haidach (astora);21W000000000078N;2022-09-21;13.4209;145.62;0;18.608;162.29;174.31;0.78;72.12
UGS Haidach (astora);21W000000000078N;2022-09-20;13.2753;140.92;0;18.608;162.29;174.31;0.76;71.34
UGS Haidach (astora);21W000000000078N;2022-09-19;13.1344;161.69;0;18.608;162.29;174.31;0.87;70.58
UGS Haidach (astora);21W000000000078N;2022-09-18;12.9752;162.29;0;18.608;162.29;174.31;0.87;69.73
UGS Haidach (astora);21W000000000078N;2022-09-17;12.8129;162.29;0;18.608;162.29;174.31;0.87;68.86
UGS Haidach (astora);21W000000000078N;2022-09-16;12.6506;162.29;0;18.608;162.29;174.31;0.87;67.98
UGS Haidach (astora);21W000000000078N;2022-09-15;12.4884;160.28;0;18.608;162.29;174.31;0.86;67.11
UGS Haidach (astora);21W000000000078N;2022-09-14;12.3281;108.32;0;18.608;162.29;174.31;0.58;66.25
UGS Haidach (astora);21W000000000078N;2022-09-13;12.2198;104.38;0;18.608;162.29;174.31;0.56;65.67
UGS Haidach (astora);21W000000000078N;2022-09-12;12.1154;158.24;0;18.608;162.29;174.31;0.85;65.11
UGS Haidach (astora);21W000000000078N;2022-09-11;11.9571;164.33;0;18.608;162.29;174.31;0.88;64.26
UGS Haidach (astora);21W000000000078N;2022-09-10;11.7928;161.84;0;18.608;162.29;174.31;0.87;63.37
UGS Haidach (astora);21W000000000078N;2022-09-09;11.631;160.09;0;18.608;162.29;174.31;0.86;62.51
UGS Haidach (astora);21W000000000078N;2022-09-08;11.4709;144.52;0;18.608;162.29;174.31;0.78;61.64
UGS Haidach (astora);21W000000000078N;2022-09-07;11.3264;4.96;31;18.608;162.29;174.31;-0.14;60.87
UGS Haidach (astora);21W000000000078N;2022-09-06;11.3524;70.69;0;18.608;162.29;174.31;0.38;61.01
UGS Haidach (astora);21W000000000078N;2022-09-05;11.2817;107.42;0;18.608;162.29;174.31;0.58;60.63
UGS Haidach (astora);21W000000000078N;2022-09-04;11.1743;155.24;0;18.608;162.29;174.31;0.83;60.05
UGS Haidach (astora);21W000000000078N;2022-09-03;11.0191;118.57;0;18.608;162.29;174.31;0.64;59.22
UGS Haidach (astora);21W000000000078N;2022-09-02;10.9005;101.06;0;18.608;162.29;174.31;0.54;58.58
UGS Haidach (astora);21W000000000078N;2022-09-01;10.798;124.2;0;18.608;162.29;174.31;0.67;58.03
UGS Haidach (astora);21W000000000078N;2022-08-31;10.6738;120.49;0;18.608;162.29;174.31;0.65;57.36
UGS Haidach (astora);21W000000000078N;2022-08-30;10.5533;157.21;0;18.608;162.29;174.31;0.84;56.71
UGS Haidach (astora);21W000000000078N;2022-08-29;10.3961;137.55;0;18.608;162.29;174.31;0.74;55.87
UGS Haidach (astora);21W000000000078N;2022-08-28;10.2586;162.29;0;18.608;162.29;174.31;0.87;55.13
UGS Haidach (astora);21W000000000078N;2022-08-27;10.0963;162.14;0;18.608;162.29;174.31;0.87;54.26
UGS Haidach (astora);21W000000000078N;2022-08-26;9.9341;161.87;0;18.608;162.29;174.31;0.87;53.39
UGS Haidach (astora);21W000000000078N;2022-08-25;9.7722;154.81;0;18.608;162.29;174.31;0.83;52.52
UGS Haidach (astora);21W000000000078N;2022-08-24;9.6174;144.45;0;18.608;162.29;174.31;0.78;51.68
UGS Haidach (astora);21W000000000078N;2022-08-23;9.473;154.65;0;18.608;162.29;174.31;0.83;50.91
UGS Haidach (astora);21W000000000078N;2022-08-22;9.3183;152.34;0;18.608;162.29;174.31;0.82;50.08
UGS Haidach (astora);21W000000000078N;2022-08-21;9.166;162.29;0;18.608;162.29;174.31;0.87;49.26
UGS Haidach (astora);21W000000000078N;2022-08-20;9.0037;162.29;0;18.608;162.29;174.31;0.87;48.39
UGS Haidach (astora);21W000000000078N;2022-08-19;8.8414;117.39;0;18.608;162.29;174.31;0.63;47.51
UGS Haidach (astora);21W000000000078N;2022-08-18;8.724;141.74;0;18.608;162.29;174.31;0.76;46.88
UGS Haidach (astora);21W000000000078N;2022-08-17;8.5823;117.04;0;18.608;162.29;174.31;0.63;46.12
UGS Haidach (astora);21W000000000078N;2022-08-16;8.4653;136.45;0;18.608;162.29;174.31;0.73;45.49
UGS Haidach (astora);21W000000000078N;2022-08-15;8.3288;125.91;0;18.608;162.29;174.31;0.68;44.76
UGS Haidach (astora);21W000000000078N;2022-08-14;8.2029;146.84;0;18.608;162.29;174.31;0.79;44.08
UGS Haidach (astora);21W000000000078N;2022-08-13;8.0561;162.13;0;18.608;162.29;174.31;0.87;43.29
UGS Haidach (astora);21W000000000078N;2022-08-12;7.8939;94.02;0;18.608;162.29;174.31;0.51;42.42
UGS Haidach (astora);21W000000000078N;2022-08-11;7.7999;139.43;0;18.608;162.29;174.31;0.75;41.92
UGS Haidach (astora);21W000000000078N;2022-08-10;7.6605;153.08;0;18.608;162.29;174.31;0.82;41.17
UGS Haidach (astora);21W000000000078N;2022-08-09;7.5074;124.21;0;18.608;162.29;174.31;0.67;40.34
UGS Haidach (astora);21W000000000078N;2022-08-08;7.3832;58.58;0;18.608;162.29;174.31;0.31;39.68
UGS Haidach (astora);21W000000000078N;2022-08-07;7.3246;134.3;0;18.608;162.29;174.31;0.72;39.36
UGS Haidach (astora);21W000000000078N;2022-08-06;7.1903;61.73;0;18.608;162.29;174.31;0.33;38.64
UGS Haidach (astora);21W000000000078N;2022-08-05;7.1286;9.61;12;18.608;162.29;174.31;-0.01;38.31
UGS Haidach (astora);21W000000000078N;2022-08-04;7.131;16.51;33.6;11.3451;99.18;104.59;-0.15;62.85
UGS Haidach (astora);21W000000000078N;2022-08-03;7.148;48.46;0;11.3451;99.18;104.59;0.43;63.01
UGS Haidach (astora);21W000000000078N;2022-08-02;7.0996;64.88;0;11.3451;99.18;104.59;0.57;62.58
UGS Haidach (astora);21W000000000078N;2022-08-01;7.0336;47.7;0;11.3451;99.18;104.59;0.42;62
UGS Haidach (astora);21W000000000078N;2022-07-31;6.9863;99.18;0;11.3451;99.18;104.59;0.87;61.58
UGS Haidach (astora);21W000000000078N;2022-07-30;6.8871;97.51;0;11.3451;99.18;104.59;0.86;60.71
UGS Haidach (astora);21W000000000078N;2022-07-29;6.7896;5.03;11;11.3451;99.18;104.59;-0.05;59.85
UGS Haidach (astora);21W000000000078N;2022-07-28;6.7956;47.44;0;11.3451;99.18;104.59;0.42;59.9
UGS Haidach (astora);21W000000000078N;2022-07-27;6.7481;0;14.5;11.3451;99.18;104.59;-0.13;59.48
UGS Haidach (astora);21W000000000078N;2022-07-26;6.7626;1.08;9.4;11.3451;99.18;104.59;-0.07;59.61
UGS Haidach (astora);21W000000000078N;2022-07-25;6.7709;56.48;0;11.3451;99.18;104.59;0.5;59.68
UGS Haidach (astora);21W000000000078N;2022-07-24;6.7145;72.16;0;11.3451;99.18;104.59;0.64;59.18
UGS Haidach (astora);21W000000000078N;2022-07-23;6.6423;7.47;0.6;11.3451;99.18;104.59;0.06;58.55
UGS Haidach (astora);21W000000000078N;2022-07-22;6.6354;67.74;0;11.3451;99.18;104.59;0.6;58.49
UGS Haidach (astora);21W000000000078N;2022-07-21;6.5677;13.48;10.7;11.3451;99.18;104.59;0.02;57.89
UGS Haidach (astora);21W000000000078N;2022-07-20;6.5649;81.53;0;11.3451;99.18;104.59;0.72;57.87
UGS Haidach (astora);21W000000000078N;2022-07-19;6.4834;78.76;0;11.3451;99.18;104.59;0.69;57.15
UGS Haidach (astora);21W000000000078N;2022-07-18;6.4046;31.42;12.1;11.3451;99.18;104.59;0.17;56.45
UGS Haidach (astora);21W000000000078N;2022-07-17;6.3853;92.57;0;11.3451;99.18;104.59;0.82;56.28
UGS Haidach (astora);21W000000000078N;2022-07-16;6.2928;35.21;0;11.3451;99.18;104.59;0.31;55.47
UGS Haidach (astora);21W000000000078N;2022-07-15;6.2576;90.54;0;11.3451;99.18;104.59;0.8;55.16
UGS Haidach (astora);21W000000000078N;2022-07-14;6.167;70.76;0;11.3451;99.18;104.59;0.62;54.36
UGS Haidach (astora);21W000000000078N;2022-07-13;6.0963;5.09;6.8;11.3451;99.18;104.59;-0.02;53.73
UGS Haidach (astora);21W000000000078N;2022-07-12;6.098;62.02;0;11.3451;99.18;104.59;0.55;53.75
UGS Haidach (astora);21W000000000078N;2022-07-11;6.036;10.58;6.6;11.3451;99.18;104.59;0.03;53.2
UGS Haidach (astora);21W000000000078N;2022-07-10;6.0321;95.58;0;11.3451;99.18;104.59;0.84;53.17
UGS Haidach (astora);21W000000000078N;2022-07-09;5.9365;86.58;0;11.3451;99.18;104.59;0.76;52.33
UGS Haidach (astora);21W000000000078N;2022-07-08;5.8499;22.65;0;11.3451;99.18;104.59;0.2;51.56
UGS Haidach (astora);21W000000000078N;2022-07-07;5.8272;0;32.3;11.3451;99.18;104.59;-0.28;51.36
UGS Haidach (astora);21W000000000078N;2022-07-06;5.8595;70.93;0;11.3451;99.18;104.59;0.63;51.65
UGS Haidach (astora);21W000000000078N;2022-07-05;5.7888;24.05;0;11.3451;99.18;104.59;0.21;51.02
UGS Haidach (astora);21W000000000078N;2022-07-04;5.7647;51.5;0;11.3451;99.18;104.59;0.45;50.81
UGS Haidach (astora);21W000000000078N;2022-07-03;5.7132;79.89;0;11.3451;99.18;104.59;0.7;50.36
UGS Haidach (astora);21W000000000078N;2022-07-02;5.6333;45.56;0;11.3451;99.18;104.59;0.4;49.65
UGS Haidach (astora);21W000000000078N;2022-07-01;5.5877;1.47;17.4;11.3451;99.18;104.59;-0.14;49.25
UGS Haidach (astora);21W000000000078N;2022-06-30;5.6037;0.07;6.1;11.3451;99.18;104.59;-0.05;49.39
UGS Haidach (astora);21W000000000078N;2022-06-29;5.6098;0.81;15.1;11.3451;99.18;104.59;-0.13;49.45
UGS Haidach (astora);21W000000000078N;2022-06-28;5.624;13.3;0;11.3451;99.18;104.59;0.12;49.57
UGS Haidach (astora);21W000000000078N;2022-06-27;5.6107;2.61;45;11.3451;99.18;104.59;-0.37;49.45
UGS Haidach (astora);21W000000000078N;2022-06-26;5.6531;85.67;0;11.3451;99.18;104.59;0.76;49.83
UGS Haidach (astora);21W000000000078N;2022-06-25;5.5674;43.02;0;11.3451;99.18;104.59;0.38;49.07
UGS Haidach (astora);21W000000000078N;2022-06-24;5.5244;16.19;0;11.3451;99.18;104.59;0.14;48.69
UGS Haidach (astora);21W000000000078N;2022-06-23;5.5082;63.15;0;11.3451;99.18;104.59;0.56;48.55
UGS Haidach (astora);21W000000000078N;2022-06-22;5.4451;24.99;0;11.3451;99.18;104.59;0.22;47.99
UGS Haidach (astora);21W000000000078N;2022-06-21;5.4215;10.58;0;11.3451;99.18;104.59;0.09;47.79
UGS Haidach (astora);21W000000000078N;2022-06-20;5.4109;71.64;0;11.3451;99.18;104.59;0.63;47.69
UGS Haidach (astora);21W000000000078N;2022-06-19;5.3392;91.81;0;11.3451;99.18;104.59;0.81;47.06
UGS Haidach (astora);21W000000000078N;2022-06-18;5.2474;75.06;0;11.3451;99.18;104.59;0.66;46.25
UGS Haidach (astora);21W000000000078N;2022-06-17;5.1724;55.13;0;11.3451;99.18;104.59;0.49;45.59
UGS Haidach (astora);21W000000000078N;2022-06-16;5.1172;90.79;0;11.3451;99.18;104.59;0.8;45.11
UGS Haidach (astora);21W000000000078N;2022-06-15;5.0264;2.37;0.2;11.3451;99.18;104.59;0.02;44.3
UGS Haidach (astora);21W000000000078N;2022-06-14;5.0243;0;29.4;11.3451;99.18;104.59;-0.26;44.29
UGS Haidach (astora);21W000000000078N;2022-06-13;5.0537;79.11;0;11.3451;99.18;104.59;0.7;44.54
UGS Haidach (astora);21W000000000078N;2022-06-12;4.9746;71.24;0;11.3451;99.18;104.59;0.63;43.85
UGS Haidach (astora);21W000000000078N;2022-06-11;4.9033;79.35;0;11.3451;99.18;104.59;0.7;43.22
UGS Haidach (astora);21W000000000078N;2022-06-10;4.824;20.59;0;11.3451;99.18;104.59;0.18;42.52
UGS Haidach (astora);21W000000000078N;2022-06-09;4.8034;18.87;0;11.3451;99.18;104.59;0.17;42.34
UGS Haidach (astora);21W000000000078N;2022-06-08;4.7845;15.34;0.1;11.3451;99.18;104.59;0.13;42.17
UGS Haidach (astora);21W000000000078N;2022-06-07;4.7698;61.54;0;11.3451;99.18;104.59;0.54;42.04
UGS Haidach (astora);21W000000000078N;2022-06-06;4.7083;90.6;0;11.3451;99.18;104.59;0.8;41.5
UGS Haidach (astora);21W000000000078N;2022-06-05;4.6177;90.62;0;11.3451;99.18;104.59;0.8;40.7
UGS Haidach (astora);21W000000000078N;2022-06-04;4.527;90.64;0;11.3451;99.18;104.59;0.8;39.9
UGS Haidach (astora);21W000000000078N;2022-06-03;4.4364;86.77;0;11.3451;99.18;104.59;0.76;39.1
UGS Haidach (astora);21W000000000078N;2022-06-02;4.3496;80.66;0;11.3451;99.18;104.59;0.71;38.34
UGS Haidach (astora);21W000000000078N;2022-06-01;4.269;90.23;0;11.3451;99.18;104.59;0.8;37.63
UGS Haidach (astora);21W000000000078N;2022-05-31;4.1779;65.35;0;11.3451;99.18;104.59;0.58;36.83
UGS Haidach (astora);21W000000000078N;2022-05-30;4.1125;50.7;0.6;11.3451;99.18;104.59;0.44;36.25
UGS Haidach (astora);21W000000000078N;2022-05-29;4.0624;119.17;0;11.3451;99.18;104.59;1.05;35.81
UGS Haidach (astora);21W000000000078N;2022-05-28;3.9432;108.7;0;11.3451;99.18;104.59;0.96;34.76
UGS Haidach (astora);21W000000000078N;2022-05-27;3.8345;129.23;0;11.3451;99.18;104.59;1.14;33.8
UGS Haidach (astora);21W000000000078N;2022-05-26;3.7053;71.21;0;11.3451;99.18;104.59;0.63;32.66
UGS Haidach (astora);21W000000000078N;2022-05-25;3.6341;64.36;0;11.3451;99.18;104.59;0.57;32.03
UGS Haidach (astora);21W000000000078N;2022-05-24;3.5697;61.97;0;11.3451;99.18;104.59;0.55;31.46
UGS Haidach (astora);21W000000000078N;2022-05-23;3.5078;39.39;0;11.3451;99.18;104.59;0.35;30.92
UGS Haidach (astora);21W000000000078N;2022-05-22;3.4684;40.24;0;11.3451;99.18;104.59;0.35;30.57
UGS Haidach (astora);21W000000000078N;2022-05-21;3.4281;40.81;0;11.3451;99.18;104.59;0.36;30.22
UGS Haidach (astora);21W000000000078N;2022-05-20;3.3873;22.43;0;11.3451;99.18;104.59;0.2;29.86
UGS Haidach (astora);21W000000000078N;2022-05-19;3.3649;0;0;11.3451;99.18;104.59;0;29.66
UGS Haidach (astora);21W000000000078N;2022-05-18;3.3649;0;0;11.3451;99.18;104.59;0;29.66
UGS Haidach (astora);21W000000000078N;2022-05-17;3.3649;0;0;11.3451;99.18;104.59;0;29.66
UGS Haidach (astora);21W000000000078N;2022-05-16;3.3654;0.8;0.3;11.3451;99.18;104.59;0;29.66
UGS Haidach (astora);21W000000000078N;2022-05-15;3.3649;70.64;0;11.3451;99.18;104.59;0.62;29.66
UGS Haidach (astora);21W000000000078N;2022-05-14;3.2943;64.64;0;11.3451;99.18;104.59;0.57;29.04
UGS Haidach (astora);21W000000000078N;2022-05-13;3.2296;70.91;0;11.3451;99.18;104.59;0.63;28.47
UGS Haidach (astora);21W000000000078N;2022-05-12;3.1587;76.58;0;11.3451;99.18;104.59;0.68;27.84
UGS Haidach (astora);21W000000000078N;2022-05-11;3.0822;75.63;0;11.3451;99.18;104.59;0.67;27.17
UGS Haidach (astora);21W000000000078N;2022-05-10;3.0065;58.15;0;11.3451;99.18;104.59;0.51;26.5
UGS Haidach (astora);21W000000000078N;2022-05-09;2.947;86.86;0;11.3451;99.18;104.59;0.77;25.98
UGS Haidach (astora);21W000000000078N;2022-05-08;2.8601;135.21;0;11.3451;99.18;104.59;1.19;25.21
UGS Haidach (astora);21W000000000078N;2022-05-07;2.7249;132.5;0;11.3451;99.18;104.59;1.17;24.02
UGS Haidach (astora);21W000000000078N;2022-05-06;2.5924;97.31;0;11.3451;99.18;104.59;0.86;22.85
UGS Haidach (astora);21W000000000078N;2022-05-05;2.4951;54.01;0;11.3451;99.18;104.59;0.48;21.99
UGS Haidach (astora);21W000000000078N;2022-05-04;2.4411;35.64;7.2;11.3451;99.18;104.59;0.25;21.52
UGS Haidach (astora);21W000000000078N;2022-05-03;2.4127;66.32;0;11.3451;99.18;104.59;0.58;21.27
UGS Haidach (astora);21W000000000078N;2022-05-02;2.3463;81.09;0;11.3451;99.18;104.59;0.71;20.68
UGS Haidach (astora);21W000000000078N;2022-05-01;2.2652;127.12;0;11.3451;99.18;104.59;1.12;19.97
UGS Haidach (astora);21W000000000078N;2022-04-30;2.1381;108.75;0;11.3451;99.18;104.59;0.96;18.85
UGS Haidach (astora);21W000000000078N;2022-04-29;2.0294;91.84;0;11.3451;99.18;104.59;0.81;17.89
UGS Haidach (astora);21W000000000078N;2022-04-28;1.9375;31.92;13.5;11.3451;99.18;104.59;0.16;17.08
UGS Haidach (astora);21W000000000078N;2022-04-27;1.9191;38.26;6.3;11.3451;99.18;104.59;0.28;16.92
UGS Haidach (astora);21W000000000078N;2022-04-26;1.8872;24.27;2.8;11.3451;99.18;104.59;0.19;16.63
UGS Haidach (astora);21W000000000078N;2022-04-25;1.8657;19.68;9.1;11.3451;99.18;104.59;0.09;16.45
UGS Haidach (astora);21W000000000078N;2022-04-24;1.8552;53.63;0;11.3451;99.18;104.59;0.47;16.35
UGS Haidach (astora);21W000000000078N;2022-04-23;1.8015;20.81;0;11.3451;99.18;104.59;0.18;15.88
UGS Haidach (astora);21W000000000078N;2022-04-22;1.7807;37.16;0;11.3451;99.18;104.59;0.33;15.7
UGS Haidach (astora);21W000000000078N;2022-04-21;1.7436;37.85;0;11.3451;99.18;104.59;0.33;15.37
UGS Haidach (astora);21W000000000078N;2022-04-20;1.7057;0;25.2;11.3451;99.18;104.59;-0.22;15.03
UGS Haidach (astora);21W000000000078N;2022-04-19;1.731;19.65;9.6;11.3451;99.18;104.59;0.09;15.26
UGS Haidach (astora);21W000000000078N;2022-04-18;1.7209;51.25;0;11.3451;99.18;104.59;0.45;15.17
UGS Haidach (astora);21W000000000078N;2022-04-17;1.6697;70.18;0;11.3451;99.18;104.59;0.62;14.72
UGS Haidach (astora);21W000000000078N;2022-04-16;1.5995;70.14;0;11.3451;99.18;104.59;0.62;14.1
UGS Haidach (astora);21W000000000078N;2022-04-15;1.5293;1.26;56.5;11.3451;99.18;104.59;-0.49;13.48
UGS Haidach (astora);21W000000000078N;2022-04-14;1.5846;50.29;0;11.3451;99.18;104.59;0.44;13.97
UGS Haidach (astora);21W000000000078N;2022-04-13;1.5343;33.77;0;11.3451;99.18;104.59;0.3;13.52
UGS Haidach (astora);21W000000000078N;2022-04-12;1.5005;34.32;12;11.3451;99.18;104.59;0.2;13.23
UGS Haidach (astora);21W000000000078N;2022-04-11;1.4781;0.65;17.8;11.3451;99.18;104.59;-0.15;13.03
UGS Haidach (astora);21W000000000078N;2022-04-10;1.4953;16.24;2.8;11.3451;99.18;104.59;0.12;13.18
UGS Haidach (astora);21W000000000078N;2022-04-09;1.4819;58.96;0;11.3451;99.18;104.59;0.52;13.06
UGS Haidach (astora);21W000000000078N;2022-04-08;1.4229;0.45;3.2;11.3451;99.18;104.59;-0.02;12.54
UGS Haidach (astora);21W000000000078N;2022-04-07;1.4256;38.11;0;11.3451;99.18;104.59;0.34;12.57
UGS Haidach (astora);21W000000000078N;2022-04-06;1.3875;15.91;2.2;11.3451;99.18;104.59;0.12;12.23
UGS Haidach (astora);21W000000000078N;2022-04-05;1.3743;0;10.4;11.3451;99.18;104.59;-0.09;12.11
UGS Haidach (astora);21W000000000078N;2022-04-04;1.4356;14.86;4.6;11.3451;99.18;104.59;0.09;12.65
UGS Haidach (astora);21W000000000078N;2022-04-03;1.4254;14.86;4.6;11.3451;99.18;104.59;0.09;12.56
UGS Haidach (astora);21W000000000078N;2022-04-02;1.4151;15.08;1.6;11.3451;99.18;104.59;0.12;12.47
UGS Haidach (astora);21W000000000078N;2022-04-01;1.4016;0;29.2;11.3451;99.18;104.59;-0.26;12.35
UGS Haidach (astora);21W000000000078N;2022-03-31;1.4308;18.07;3.3;11.3451;99.18;104.59;0.13;12.61
UGS Haidach (astora);21W000000000078N;2022-03-30;1.4161;0;35.2;11.3451;99.18;104.59;-0.31;12.48
UGS Haidach (astora);21W000000000078N;2022-03-29;1.4513;50.2;0;11.3451;99.18;104.59;0.44;12.79
UGS Haidach (astora);21W000000000078N;2022-03-28;1.4011;75.61;0;11.3451;99.18;104.59;0.67;12.35
UGS Haidach (astora);21W000000000078N;2022-03-27;1.3255;88.55;0;11.3451;99.18;104.59;0.78;11.68
UGS Haidach (astora);21W000000000078N;2022-03-26;1.2369;94.57;0;11.3451;95.04;100.23;0.83;10.9
UGS Haidach (astora);21W000000000078N;2022-03-25;1.1423;0.38;24;11.3451;99.18;104.59;-0.21;10.07
UGS Haidach (astora);21W000000000078N;2022-03-24;1.166;0.64;29.1;11.3451;99.18;104.59;-0.25;10.28
UGS Haidach (astora);21W000000000078N;2022-03-23;1.1944;0.75;24.8;11.3451;99.18;104.59;-0.21;10.53
UGS Haidach (astora);21W000000000078N;2022-03-22;1.2185;8.66;45.1;11.3451;99.18;104.59;-0.32;10.74
UGS Haidach (astora);21W000000000078N;2022-03-21;1.2552;0;69.5;11.3451;99.18;104.59;-0.61;11.06
UGS Haidach (astora);21W000000000078N;2022-03-20;1.3247;0;31.9;11.3451;99.18;104.59;-0.28;11.68
UGS Haidach (astora);21W000000000078N;2022-03-19;1.3566;0;20.6;11.3451;99.18;104.59;-0.18;11.96
UGS Haidach (astora);21W000000000078N;2022-03-18;1.3772;0;80.2;11.3451;99.18;104.59;-0.71;12.14
UGS Haidach (astora);21W000000000078N;2022-03-17;1.4574;0;36.9;11.3451;99.18;104.59;-0.33;12.85
UGS Haidach (astora);21W000000000078N;2022-03-16;1.4943;0;55.1;11.3451;99.18;104.59;-0.49;13.17
UGS Haidach (astora);21W000000000078N;2022-03-15;1.5494;0;66.9;11.3451;99.18;104.59;-0.59;13.66
UGS Haidach (astora);21W000000000078N;2022-03-14;1.6163;0;69.8;11.3451;99.18;104.59;-0.62;14.25
UGS Haidach (astora);21W000000000078N;2022-03-13;1.6861;0;48.9;11.3451;99.18;104.59;-0.43;14.86
UGS Haidach (astora);21W000000000078N;2022-03-12;1.735;0;41.8;11.3451;99.18;104.59;-0.37;15.29
UGS Haidach (astora);21W000000000078N;2022-03-11;1.7768;0;80.5;11.3451;99.18;104.59;-0.71;15.66
UGS Haidach (astora);21W000000000078N;2022-03-10;1.8573;0;72.5;11.3451;99.18;104.59;-0.64;16.37
UGS Haidach (astora);21W000000000078N;2022-03-09;1.9298;0;92;11.3451;99.18;104.59;-0.81;17.01
UGS Haidach (astora);21W000000000078N;2022-03-08;2.0225;0;105.8;11.3451;99.18;104.59;-0.93;17.83
UGS Haidach (astora);21W000000000078N;2022-03-07;2.1283;0;96.5;11.3451;99.18;104.59;-0.85;18.76
UGS Haidach (astora);21W000000000078N;2022-03-06;2.2248;0;30.4;11.3451;99.18;104.59;-0.27;19.61
UGS Haidach (astora);21W000000000078N;2022-03-05;2.2553;31.57;1.5;11.3451;99.18;104.59;0.27;19.88
UGS Haidach (astora);21W000000000078N;2022-03-04;2.2252;0;41.8;11.3451;99.18;104.59;-0.37;19.61
UGS Haidach (astora);21W000000000078N;2022-03-03;2.267;0;58.5;11.3451;99.18;104.59;-0.52;19.98
UGS Haidach (astora);21W000000000078N;2022-03-02;2.3255;0;62.9;11.3451;99.18;104.59;-0.55;20.5
UGS Haidach (astora);21W000000000078N;2022-03-01;2.3884;0;53;11.3451;99.18;104.59;-0.47;21.05
UGS Haidach (astora);21W000000000078N;2022-02-28;2.4414;0;89;11.3451;99.18;104.59;-0.78;21.52
UGS Haidach (astora);21W000000000078N;2022-02-27;2.5304;0.02;12.8;11.3451;99.18;104.59;-0.11;22.3
UGS Haidach (astora);21W000000000078N;2022-02-26;2.5432;0.23;4.5;11.3451;99.18;104.59;-0.04;22.42
UGS Haidach (astora);21W000000000078N;2022-02-25;2.5475;0;74.4;11.3451;99.18;104.59;-0.66;22.45
UGS Haidach (astora);21W000000000078N;2022-02-24;2.6219;3.51;12.8;11.3451;99.18;104.59;-0.08;23.11
UGS Haidach (astora);21W000000000078N;2022-02-23;2.6312;0;65.1;11.3451;99.18;104.59;-0.57;23.19
UGS Haidach (astora);21W000000000078N;2022-02-22;2.6963;0;73.5;11.3451;99.18;104.59;-0.65;23.77
UGS Haidach (astora);21W000000000078N;2022-02-21;2.7698;0;40.6;11.3451;99.18;104.59;-0.36;24.41
UGS Haidach (astora);21W000000000078N;2022-02-20;2.8104;43.05;0;11.3451;99.18;104.59;0.38;24.77
UGS Haidach (astora);21W000000000078N;2022-02-19;2.7674;22.87;0;11.3451;99.18;104.59;0.2;24.39
UGS Haidach (astora);21W000000000078N;2022-02-18;2.7445;16.62;0;11.3451;99.18;104.59;0.15;24.19
UGS Haidach (astora);21W000000000078N;2022-02-17;2.7279;63.45;0;11.3451;99.18;104.59;0.56;24.04
UGS Haidach (astora);21W000000000078N;2022-02-16;2.6644;17.89;0;11.3451;99.18;104.59;0.16;23.49
UGS Haidach (astora);21W000000000078N;2022-02-15;2.6465;0.65;6.3;11.3451;99.18;104.59;-0.05;23.33
UGS Haidach (astora);21W000000000078N;2022-02-14;2.6522;0;25.1;11.3451;99.18;104.59;-0.22;23.38
UGS Haidach (astora);21W000000000078N;2022-02-13;2.6773;8.15;1;11.3451;99.18;104.59;0.06;23.6
UGS Haidach (astora);21W000000000078N;2022-02-12;2.6701;0;9.7;11.3451;99.18;104.59;-0.09;23.54
UGS Haidach (astora);21W000000000078N;2022-02-11;2.6798;0;68.7;11.3451;99.18;104.59;-0.61;23.62
UGS Haidach (astora);21W000000000078N;2022-02-10;2.7485;0;68;11.3451;99.18;104.59;-0.6;24.23
UGS Haidach (astora);21W000000000078N;2022-02-09;2.8166;0;41.5;11.3451;99.18;104.59;-0.37;24.83
UGS Haidach (astora);21W000000000078N;2022-02-08;2.8581;0;33.8;11.3451;99.18;104.59;-0.3;25.19
UGS Haidach (astora);21W000000000078N;2022-02-07;2.8919;0;43.1;11.3451;99.18;104.59;-0.38;25.49
UGS Haidach (astora);21W000000000078N;2022-02-06;2.9351;8.17;4.4;11.3451;99.18;104.59;0.03;25.87
UGS Haidach (astora);21W000000000078N;2022-02-05;2.9313;7.47;0;11.3451;99.18;104.59;0.07;25.84
UGS Haidach (astora);21W000000000078N;2022-02-04;2.9238;54.26;0;11.3451;99.18;104.59;0.48;25.77
UGS Haidach (astora);21W000000000078N;2022-02-03;2.8696;54.62;0;11.3451;99.18;104.59;0.48;25.29
UGS Haidach (astora);21W000000000078N;2022-02-02;2.8149;3.33;4.6;11.3451;99.18;104.59;-0.01;24.81
UGS Haidach (astora);21W000000000078N;2022-02-01;2.8162;0;52.8;11.3451;99.18;104.59;-0.47;24.82
UGS Haidach (astora);21W000000000078N;2022-01-31;2.869;9.5;1.8;11.3451;99.18;104.59;0.07;25.29
UGS Haidach (astora);21W000000000078N;2022-01-30;2.8623;46.03;0;11.3451;99.18;104.59;0.41;25.23
