name;eic;gasDayStart;gasInStorage;injection;withdrawal;workingGasVolume;injectionCapacity;withdrawalCapacity;trend;full
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2022-01-18;9.3289;0;230.2;25.2889;210.55;304.28;-0.91;36.89
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2022-01-17;9.6075;0;199.8;25.2889;210.55;304.28;-0.79;37.99
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2022-01-16;9.8073;0;134.4;25.2889;210.55;304.28;-0.53;38.78
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2022-01-15;9.9417;0;169.9;25.2889;210.55;304.28;-0.67;39.31
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2022-01-14;10.1116;0;207.7;25.2889;210.55;304.28;-0.82;39.98
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2022-01-13;10.3193;0;267.3;25.2889;210.55;304.28;-1.06;40.81
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2022-01-12;10.5866;0;274.8;25.2889;210.55;304.28;-1.09;41.86
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2022-01-11;10.8614;0;270.4;25.2889;210.55;304.28;-1.07;42.95
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2022-01-10;11.1318;0;264;25.2889;210.55;304.28;-1.04;44.02
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2022-01-09;11.3959;0;57.4;25.2889;210.55;304.28;-0.23;45.06
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2022-01-08;11.4533;0;68.8;25.2889;210.55;304.28;-0.27;45.29
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2022-01-07;11.5221;0;88.3;25.2889;210.55;304.28;-0.35;45.56
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2022-01-06;11.6103;0;57.9;25.2889;210.55;304.28;-0.23;45.91
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2022-01-05;11.6683;0;31.5;25.2889;210.55;304.28;-0.12;46.14
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2022-01-04;11.6998;2.73;0;25.2889;210.55;304.28;0.01;46.26
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2022-01-03;11.697;0;0.1;25.2889;210.55;304.28;-0;46.25
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2022-01-02;11.6972;47.79;0;25.2889;210.55;304.28;0.19;46.25
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2022-01-01;11.6484;78.32;0;25.2665;210.37;304.01;0.31;46.1
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-31;11.57;87.71;0;25.2665;210.37;304.01;0.35;45.79
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-30;11.4823;103.25;0;25.2665;210.37;304.01;0.41;45.44
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-29;11.3791;49.73;0;25.2665;210.37;304.01;0.2;45.04
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-28;11.3294;28.26;0;25.2665;210.37;304.01;0.11;44.84
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-27;11.3011;0;46;25.2665;210.37;304.01;-0.18;44.73
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-26;11.3471;8.03;0;25.2665;210.37;304.01;0.03;44.91
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-25;11.3531;0;8.5;25.2665;210.37;304.01;-0.03;44.93
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-24;11.3616;0;70.7;25.2665;210.37;304.01;-0.28;44.97
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-23;11.4323;0;255.7;25.2665;210.37;304.01;-1.01;45.25
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-22;11.688;0;272.5;25.2665;210.37;304.01;-1.08;46.26
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-21;11.9605;0;261.9;25.2665;210.37;304.01;-1.04;47.34
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-20;12.2224;0;200.8;25.2665;210.37;304.01;-0.79;48.37
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-19;12.4232;0;75.4;25.2665;210.37;304.01;-0.3;49.17
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-18;12.5119;0;37.3;25.2665;210.37;304.01;-0.15;49.52
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-17;12.5492;0;126.6;25.2665;210.37;304.01;-0.5;49.67
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-16;12.6758;0;96.4;25.2665;210.37;304.01;-0.38;50.17
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-15;12.7722;0;107.4;25.2665;210.37;304.01;-0.43;50.55
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-14;12.8796;0;182.9;25.2665;210.37;304.01;-0.72;50.97
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-13;13.0625;0;187.1;25.2665;210.37;304.01;-0.74;51.7
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-12;13.2496;0;123.8;25.2665;210.37;304.01;-0.49;52.44
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-11;13.4025;0;146.4;25.2665;210.37;304.01;-0.58;53.04
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-10;13.5489;0;194.8;25.2665;210.37;304.01;-0.77;53.62
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-09;13.7436;0;214.2;25.2665;210.37;304.01;-0.85;54.39
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-08;13.9578;0;163;25.2665;210.37;304.01;-0.65;55.24
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-07;14.1208;0;255.3;25.2665;210.37;304.01;-1.01;55.89
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-06;14.3762;0;271;25.2665;210.37;304.01;-1.07;56.9
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-05;14.6472;0;132.9;25.2665;210.37;304.01;-0.53;57.97
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-04;14.7801;0;144.7;25.2665;210.37;304.01;-0.57;58.5
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-03;14.9248;0;257.8;25.2665;210.37;304.01;-1.02;59.07
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-02;15.1826;0;276;25.2665;210.37;304.01;-1.09;60.09
VGS OMV Gas Storage Pool (Tallesbrunn & Schönkirchen / Reyersdorf);21W000000000081Y;2021-12-01;15.4582;0;252.4;25.2665;210.37;304.01;-1;61.18
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-09-25;23.5445;173.14;0;34.181;323.81;362.21;0.51;68.88
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-09-24;23.3713;137.21;0;34.181;323.81;362.21;0.4;68.38
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-09-23;23.2341;129.99;0;34.181;323.81;362.21;0.38;67.97
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-09-22;23.1041;134.21;0;34.181;323.81;362.21;0.39;67.59
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-09-21;22.9699;134.41;0;34.181;323.81;362.21;0.39;67.2
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-09-20;22.8355;133.36;0;34.181;323.81;362.21;0.39;66.81
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-09-19;22.7021;146.07;0;34.181;323.81;362.21;0.43;66.42
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-09-18;22.556;173.83;0;34.181;323.81;362.21;0.51;65.99
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-09-17;22.3821;181.45;0;34.181;323.81;362.21;0.53;65.48
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-09-16;22.2007;156.65;0;34.181;323.81;362.21;0.46;64.95
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-09-15;22.044;169.24;0;34.181;323.81;362.21;0.5;64.49
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-09-14;21.8748;150.57;0;34.181;323.81;362.21;0.44;64
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-09-13;21.7242;137.47;0;34.181;323.81;362.21;0.4;63.56
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-09-12;21.5868;128.4;0;34.181;323.81;362.21;0.38;63.15
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-09-11;21.4583;162.38;0;34.181;323.81;362.21;0.48;62.78
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-09-10;21.296;170.79;0;34.181;323.81;362.21;0.5;62.3
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-09-09;21.1252;148.32;0;34.181;323.81;362.21;0.43;61.8
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-09-08;20.9769;142.51;0;34.181;323.81;362.21;0.42;61.37
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-09-07;20.8343;129.81;0;34.181;323.81;362.21;0.38;60.95
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-09-06;20.7045;129.67;0;34.181;323.81;362.21;0.38;60.57
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-09-05;20.5749;131.58;0;34.181;323.81;362.21;0.38;60.19
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-09-04;20.4433;180.97;0;34.181;323.81;362.21;0.53;59.81
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-09-03;20.2623;173.52;0;34.181;323.81;362.21;0.51;59.28
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-09-02;20.0888;149.89;0;34.181;323.81;362.21;0.44;58.77
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-09-01;19.9389;53.16;0;34.181;323.81;362.21;0.16;58.33
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-31;19.8858;177.19;0;34.181;323.81;362.21;0.52;58.18
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-30;19.7086;152.14;0;34.181;323.81;362.21;0.45;57.66
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-29;19.5564;160.13;0;34.181;323.81;362.21;0.47;57.21
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-28;19.3963;160.12;0;34.181;323.81;362.21;0.47;56.75
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-27;19.2362;153.62;0;34.181;323.81;362.21;0.45;56.28
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-26;19.0826;132.89;0;34.181;323.81;362.21;0.39;55.83
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-25;18.9497;205.66;0;34.181;323.81;362.21;0.6;55.44
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-24;18.744;157.37;0;34.181;323.81;362.21;0.46;54.84
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-23;18.5866;124.99;0;34.181;323.81;362.21;0.37;54.38
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-22;18.4617;121.02;0;34.181;323.81;362.21;0.35;54.01
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-21;18.3365;159.26;0;34.181;323.81;362.21;0.47;53.65
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-20;18.1772;165.62;0;34.181;323.81;362.21;0.48;53.18
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-19;18.0116;102.95;0;34.181;323.81;362.21;0.3;52.69
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-18;17.9086;148.48;0;34.181;323.81;362.21;0.43;52.39
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-17;17.7602;150.78;0;34.181;323.81;362.21;0.44;51.96
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-16;17.6094;148.42;0;34.181;323.81;362.21;0.43;51.52
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-15;17.461;159.69;0;34.181;323.81;362.21;0.47;51.08
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-14;17.3013;160.69;0;34.181;323.81;362.21;0.47;50.62
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-13;17.1406;168.16;0;34.181;323.81;362.21;0.49;50.15
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-12;16.9724;159.93;0;34.181;323.81;362.21;0.47;49.65
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-11;16.8125;160.83;0;34.181;323.81;362.21;0.47;49.19
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-10;16.6517;160.07;0;34.181;323.81;362.21;0.47;48.72
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-09;16.4916;176.93;0;34.181;323.81;362.21;0.52;48.25
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-08;16.3147;150.74;0;34.181;323.81;362.21;0.44;47.73
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-07;16.1639;168.37;0;34.181;323.81;362.21;0.49;47.29
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-06;15.9956;166.2;0;34.181;323.81;362.21;0.49;46.8
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-05;15.8294;131.35;0;34.181;323.81;362.21;0.38;46.31
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-04;15.698;139.6;0;34.181;323.81;362.21;0.41;45.93
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-03;15.5584;127.15;0;34.181;323.81;362.21;0.37;45.52
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-02;15.4313;168.6;0;34.181;323.81;362.21;0.49;45.15
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-08-01;15.2657;152.89;0;34.181;323.81;362.21;0.45;44.66
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-31;15.1128;65.83;0;20.081;201.41;223.01;0.33;75.26
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-30;15.047;69.06;0;20.081;201.41;223.01;0.34;74.93
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-29;14.9779;0;37.6;20.081;201.41;223.01;-0.19;74.59
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-28;15.0155;25.69;0;20.081;201.41;223.01;0.13;74.77
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-27;14.9898;46.32;0;20.081;201.41;223.01;0.23;74.65
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-26;14.9435;55.1;0;20.081;201.41;223.01;0.27;74.42
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-25;14.8884;105.53;0;20.081;201.41;223.01;0.53;74.14
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-24;14.7828;114.36;0;20.081;201.41;223.01;0.57;73.62
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-23;14.6685;91.15;0;20.081;201.41;223.01;0.45;73.05
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-22;14.5773;46.98;0;20.081;201.41;223.01;0.23;72.59
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-21;14.5303;39.51;0;20.081;201.41;223.01;0.2;72.36
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-20;14.4913;66.21;0;20.081;201.41;223.01;0.33;72.16
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-19;14.4241;80.63;0;20.081;201.41;223.01;0.4;71.83
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-18;14.344;91.74;0;20.081;201.41;223.01;0.46;71.43
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-17;14.2523;127.55;0;20.081;201.41;223.01;0.64;70.97
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-16;14.1247;128.05;0;20.081;201.41;223.01;0.64;70.34
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-15;13.9967;92.15;0;20.081;201.41;223.01;0.46;69.7
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-14;13.9045;81.55;0;20.081;201.41;223.01;0.41;69.24
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-13;13.823;76.99;0;20.081;201.41;223.01;0.38;68.84
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-12;13.746;72.84;0;20.081;201.41;223.01;0.36;68.45
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-11;13.6731;77.95;0;20.081;201.41;223.01;0.39;68.09
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-10;13.5952;142.44;0;20.081;201.41;223.01;0.71;67.7
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-09;13.4527;143.06;0;20.081;201.41;223.01;0.71;66.99
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-08;13.3097;87.41;0;20.081;201.41;223.01;0.44;66.28
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-07;13.2223;88.66;0;20.081;201.41;223.01;0.44;65.84
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-06;13.1336;41.64;0;20.081;201.41;223.01;0.21;65.4
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-05;13.092;50.22;0;20.081;201.41;223.01;0.25;65.2
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-04;13.0418;72.16;0;20.081;201.41;223.01;0.36;64.95
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-03;12.9696;103.23;0;20.081;201.41;223.01;0.51;64.59
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-02;12.8664;96.25;0;20.081;201.41;223.01;0.48;64.07
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-07-01;12.7701;15.85;0;20.081;201.41;223.01;0.08;63.59
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-06-30;12.7543;86.85;0;20.081;201.41;223.01;0.43;63.51
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-06-29;12.6674;104.23;0;20.081;201.41;223.01;0.52;63.08
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-06-28;12.5632;35.88;0;20.081;201.41;223.01;0.18;62.56
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-06-27;12.5273;125.14;0;20.081;201.41;223.01;0.62;62.38
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-06-26;12.4022;147.26;0;20.081;201.41;223.01;0.73;61.76
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-06-25;12.2549;148.34;0;20.081;201.41;223.01;0.74;61.03
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-06-24;12.1066;70.41;0;20.081;201.41;223.01;0.35;60.29
RAG Storage Pool (Puchkirchen / Haag, Aigelsbrunn, Haidach 5, 7Fields-RAG, Haidach);21W000000000079L;2022-06-23;12.0362;113.05;0;20.081;201.41;223.01;0.56;59.94
