year,month,averageTemperature,totalPrecipitation,averageSnowCover
1950,1,0.906,37.1,0.0
1950,2,5.607,82.0,18.0
1950,3,6.626,18.9,0.0
1950,4,8.67,81.3,0.0
1950,5,15.442,107.7,0.0
1950,6,19.783,75.2,0.0
1950,7,20.813,108.2,0.0
1950,8,18.694,153.0,0.0
1950,9,14.513,122.3,0.0
1950,10,9.332,39.4,0.0
1950,11,6.533,180.1,0.0
1950,12,-0.755,51.5,117.0
1951,1,4.361,61.3,5.0
1951,2,4.4,56.2,0.0
1951,3,5.113,71.0,0.0
1951,4,9.733,45.1,0.0
1951,5,13.477,77.3,0.0
1951,6,16.673,149.8,0.0
1951,7,18.813,84.1,0.0
1951,8,18.268,94.1,0.0
1951,9,16.037,79.8,0.0
1951,10,8.897,47.8,0.0
1951,11,7.643,143.1,0.0
1951,12,2.152,59.7,0.0
1952,1,1.552,74.9,91.0
1952,2,0.669,54.0,22.0
1952,3,6.823,152.2,4.0
1952,4,11.757,32.9,11.0
1952,5,14.874,47.7,0.0
1952,6,18.277,91.7,0.0
1952,7,21.097,10.9,0.0
1952,8,19.648,82.1,0.0
1952,9,12.39,118.0,0.0
1952,10,9.142,132.2,0.0
1952,11,3.913,163.2,0.0
1952,12,1.635,77.2,5.0
1953,1,-0.835,24.4,114.0
1953,2,1.632,71.1,181.0
1953,3,7.103,19.0,1.0
1953,4,11.507,72.0,0.0
1953,5,15.729,91.1,0.0
1953,6,16.37,154.6,0.0
1953,7,19.097,171.1,0.0
1953,8,18.526,34.6,0.0
1953,9,15.597,60.9,0.0
1953,10,11.374,30.5,0.0
1953,11,4.76,7.8,0.0
1953,12,3.3,37.7,4.0
1954,1,-1.081,62.4,93.0
1954,2,-0.307,19.6,73.0
1954,3,7.61,17.0,0.0
1954,4,8.103,49.4,0.0
1954,5,13.742,72.7,0.0
1954,6,17.563,67.6,0.0
1954,7,16.965,74.6,0.0
1954,8,17.171,148.6,0.0
1954,9,15.477,191.4,0.0
1954,10,11.232,70.3,0.0
1954,11,6.303,61.4,0.0
1954,12,4.748,92.1,0.0
1955,1,0.997,105.9,0.0
1955,2,1.946,44.4,52.0
1955,3,4.142,29.1,0.0
1955,4,9.797,23.7,0.0
1955,5,12.968,72.8,0.0
1955,6,16.893,115.5,0.0
1955,7,18.674,80.7,0.0
1955,8,18.068,58.3,0.0
1955,9,14.877,49.8,0.0
1955,10,9.084,16.1,0.0
1955,11,3.943,7.0,0.0
1955,12,4.897,86.3,0.0
1956,1,3.319,56.8,0.0
1956,2,-8.207,26.1,219.0
1956,3,5.432,27.5,0.0
1956,4,8.18,86.6,0.0
1956,5,14.523,64.4,0.0
1956,6,14.927,79.5,0.0
1956,7,18.416,167.3,0.0
1956,8,16.168,120.8,0.0
1956,9,15.8,55.0,0.0
1956,10,9.355,100.1,0.0
1956,11,3.37,42.4,0.0
1956,12,3.194,30.9,21.0
1957,1,0.755,35.2,72.0
1957,2,6.907,53.5,0.0
1957,3,9.716,44.3,0.0
1957,4,10.133,22.3,0.0
1957,5,11.832,45.5,0.0
1957,6,17.947,104.9,0.0
1957,7,19.019,151.6,0.0
1957,8,16.803,68.9,0.0
1957,9,14.467,73.6,0.0
1957,10,10.139,17.2,0.0
1957,11,5.753,35.7,0.0
1957,12,1.532,35.0,1.0
1958,1,1.794,60.1,2.0
1958,2,5.35,153.1,29.0
1958,3,2.768,27.8,9.0
1958,4,7.35,37.9,0.0
1958,5,15.419,121.3,0.0
1958,6,16.5,94.5,0.0
1958,7,18.971,145.5,0.0
1958,8,18.829,99.6,0.0
1958,9,16.437,69.5,0.0
1958,10,9.994,76.6,0.0
1958,11,5.473,62.2,0.0
1958,12,4.2,72.4,0.0
1959,1,1.713,101.9,199.0
1959,2,0.743,5.4,0.0
1959,3,8.555,61.2,0.0
1959,4,11.093,96.7,0.0
1959,5,14.635,22.9,0.0
1959,6,17.613,100.9,0.0
1959,7,21.287,29.2,0.0
1959,8,18.748,61.5,0.0
1959,9,16.657,12.6,0.0
1959,10,10.077,69.9,0.0
1959,11,4.233,27.5,0.0
1959,12,4.497,53.0,0.0
1960,1,1.981,47.4,5.0
1960,2,3.762,93.1,7.0
1960,3,7.571,39.0,0.0
1960,4,9.987,37.2,0.0
1960,5,14.861,105.8,0.0
1960,6,17.98,118.7,0.0
1960,7,16.69,135.2,0.0
1960,8,17.59,198.8,0.0
1960,9,13.407,51.2,0.0
1960,10,10.384,118.5,0.0
1960,11,8.397,108.2,0.0
1960,12,2.658,41.0,8.0
1961,1,1.997,68.8,44.0
1961,2,6.489,37.7,0.0
1961,3,8.161,21.6,0.0
1961,4,12.783,82.9,0.0
1961,5,12.7,105.3,0.0
1961,6,17.323,113.0,0.0
1961,7,17.603,106.1,0.0
1961,8,17.945,77.2,0.0
1961,9,18.87,44.7,0.0
1961,10,11.881,53.6,0.0
1961,11,4.36,42.2,0.0
1961,12,2.161,70.7,14.0
1962,1,3.881,82.8,56.0
1962,2,2.168,57.7,28.0
1962,3,2.761,72.1,16.0
1962,4,9.993,49.8,0.0
1962,5,12.052,74.9,0.0
1962,6,17.023,34.9,0.0
1962,7,18.006,55.2,0.0
1962,8,18.977,99.1,0.0
1962,9,14.947,82.6,0.0
1962,10,10.174,15.8,0.0
1962,11,2.86,41.7,8.0
1962,12,-1.71,44.9,28.0
1963,1,-5.116,27.2,124.0
1963,2,-3.957,40.8,212.0
1963,3,5.258,63.5,20.0
1963,4,11.09,46.5,0.0
1963,5,13.223,58.9,0.0
1963,6,17.163,84.9,0.0
1963,7,20.09,64.1,0.0
1963,8,17.465,165.2,0.0
1963,9,15.65,46.8,0.0
1963,10,9.348,43.7,0.0
1963,11,9.187,131.6,0.0
1963,12,-2.316,1.8,5.0
1964,1,-2.352,13.7,8.0
1964,2,3.569,54.1,0.0
1964,3,3.887,97.9,9.0
1964,4,10.993,64.8,0.0
1964,5,16.123,62.4,0.0
1964,6,18.853,71.0,0.0
1964,7,21.203,12.6,0.0
1964,8,18.316,53.9,0.0
1964,9,15.83,69.3,0.0
1964,10,8.7,56.4,0.0
1964,11,6.337,65.5,0.0
1964,12,1.961,28.2,47.0
1965,1,3.1,91.0,24.0
1965,2,-0.789,41.2,13.0
1965,3,5.623,107.3,86.0
1965,4,8.55,109.0,0.0
1965,5,13.171,148.0,0.0
1965,6,17.4,110.3,0.0
1965,7,17.558,88.6,0.0
1965,8,17.39,66.2,0.0
1965,9,13.67,135.0,0.0
1965,10,8.839,14.0,0.0
1965,11,4.433,93.8,51.0
1965,12,5.226,110.3,0.0
1966,1,-1.194,52.7,120.0
1966,2,7.821,62.8,0.0
1966,3,5.019,57.5,5.0
1966,4,11.767,55.4,0.0
1966,5,14.987,58.5,0.0
1966,6,18.27,173.0,0.0
1966,7,17.403,74.6,0.0
1966,8,17.071,142.8,0.0
1966,9,15.47,89.8,0.0
1966,10,13.145,50.2,0.0
1966,11,2.997,54.0,6.0
1966,12,3.974,127.4,0.0
1967,1,1.935,71.7,40.0
1967,2,4.564,25.8,0.0
1967,3,7.597,59.8,0.0
1967,4,8.76,36.7,0.0
1967,5,14.155,117.5,0.0
1967,6,16.67,109.4,0.0
1967,7,21.065,38.7,0.0
1967,8,18.442,120.5,0.0
1967,9,15.25,100.1,0.0
1967,10,13.529,47.1,0.0
1967,11,4.58,90.7,0.0
1967,12,0.871,66.2,7.0
1968,1,1.181,95.3,104.0
1968,2,3.772,92.0,3.0
1968,3,6.571,40.2,0.0
1968,4,10.917,184.8,0.0
1968,5,12.842,129.1,0.0
1968,6,17.29,73.1,0.0
1968,7,18.387,128.9,0.0
1968,8,17.326,204.3,0.0
1968,9,14.603,152.3,0.0
1968,10,11.816,75.4,0.0
1968,11,4.337,64.4,42.0
1968,12,0.5,46.4,44.0
1969,1,2.452,50.0,183.0
1969,2,0.343,85.9,196.0
1969,3,5.006,55.6,1.0
1969,4,9.25,114.8,0.0
1969,5,15.039,103.4,0.0
1969,6,15.677,208.5,0.0
1969,7,20.59,62.4,0.0
1969,8,18.139,115.0,0.0
1969,9,15.78,21.4,0.0
1969,10,9.829,7.8,0.0
1969,11,7.0,94.9,21.0
1969,12,-2.084,64.1,107.0
1970,1,0.4,73.1,64.0
1970,2,2.554,119.7,10.0
1970,3,3.813,43.0,8.0
1970,4,8.067,117.7,6.0
1970,5,13.197,164.4,0.0
1970,6,18.783,90.4,0.0
1970,7,18.387,97.4,0.0
1970,8,18.948,61.7,0.0
1970,9,15.473,84.1,0.0
1970,10,10.294,54.6,0.0
1970,11,7.737,62.7,0.0
1970,12,0.613,38.5,39.0
1971,1,-0.51,13.8,104.0
1971,2,2.457,34.5,1.0
1971,3,2.974,58.7,6.0
1971,4,11.84,22.3,0.0
1971,5,15.835,55.3,0.0
1971,6,15.843,152.9,0.0
1971,7,20.481,30.8,0.0
1971,8,19.471,109.3,0.0
1971,9,14.25,14.7,0.0
1971,10,11.31,14.2,0.0
1971,11,4.603,82.7,12.0
1971,12,3.274,23.2,6.0
1972,1,0.3,27.5,19.0
1972,2,3.731,18.6,5.0
1972,3,7.448,35.0,0.0
1972,4,9.53,85.6,0.0
1972,5,12.91,106.7,0.0
1972,6,16.227,126.3,0.0
1972,7,18.848,95.9,0.0
1972,8,17.255,57.1,0.0
1972,9,11.443,27.0,0.0
1972,10,8.035,41.8,0.0
1972,11,5.48,124.0,0.0
1972,12,-0.265,38.5,0.0
1973,1,-0.468,21.9,1.0
1973,2,1.8,49.7,42.0
1973,3,5.116,20.5,4.0
1973,4,7.32,72.7,3.0
1973,5,15.345,115.3,0.0
