month;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1990-1;-2.48;0;0;0;5
1990-2;0.02;0;0;0;4
1990-3;0.66;0;0;0;7
1990-4;0.86;0;0;0;5
1990-5;7.98;0;0;0;0
1990-6;9.57;0;0;0;0
1990-7;11.98;0;1;0;0
1990-8;12.44;0;0;0;0
1990-9;7.9;0;0;0;0
1990-10;7.07;0;0;0;0
1990-11;-1.47;0;0;0;10
1990-12;-6.75;0;0;0;22
1991-1;-3.72;0;0;0;10
1991-2;-6.35;0;0;0;17
1991-3;2.27;0;0;0;2
1991-4;0.64;0;0;0;6
1991-5;2.6;0;0;0;5
1991-6;9.19;0;0;0;0
1991-7;13.58;0;0;0;0
1991-8;12.88;0;1;0;0
1991-9;10.79;0;0;0;0
1991-10;4.24;0;0;0;3
1991-11;-0.92;0;0;0;9
1991-12;-4.4;0;0;0;14
1992-1;-3.64;0;0;0;9
1992-2;-3.41;0;0;0;10
1992-3;-0.85;0;0;0;6
1992-4;1.25;0;0;0;3
1992-5;8;0;0;0;0
1992-6;9.8;0;0;0;0
1992-7;12.88;0;1;0;0
1992-8;14.81;0;4;0;0
1992-9;9.43;0;0;0;0
1992-10;2.65;0;0;0;3
1992-11;1.75;0;0;0;5
1992-12;-3.35;0;0;0;9
1993-1;-1.6;0;0;0;8
1993-2;-4.07;0;0;0;12
1993-3;-2.59;0;0;0;11
1993-4;3.29;0;0;0;0
1993-5;8.94;0;0;0;0
1993-6;10.71;0;0;0;0
1993-7;10.99;0;1;0;0
1993-8;12.31;0;1;0;0
1993-9;8;0;0;0;0
1993-10;4.49;0;0;0;1
1993-11;-2.39;0;0;0;11
1993-12;-2.43;0;0;0;9
1994-1;-2.65;0;0;0;8
1994-2;-4.05;0;0;0;12
1994-3;2.57;0;0;0;0
1994-4;1.22;0;0;0;7
1994-5;7.76;0;0;0;0
1994-6;10.59;0;0;0;0
1994-7;14.6;0;2;0;0
1994-8;13.52;0;1;0;0
1994-9;9.34;0;0;0;0
1994-10;4.95;0;0;0;1
1994-11;4.02;0;0;0;0
1994-12;-1.5;0;0;0;9
1995-1;-6.23;0;0;0;18
1995-2;-1.1;0;0;0;3
1995-3;-3.59;0;0;0;12
1995-4;2.44;0;0;0;3
1995-5;6.74;0;0;0;0
1995-6;7.85;0;0;0;0
1995-7;14.39;0;4;0;0
1995-8;10.95;0;0;0;0
1995-9;6.5;0;0;0;0
1995-10;8.22;0;0;0;0
1995-11;-1.25;0;0;0;8
1995-12;-4.21;0;0;0;13
1996-1;-2.38;0;0;0;6
1996-2;-6.28;0;0;0;16
1996-3;-3.11;0;0;0;11
1996-4;2.59;0;0;0;3
1996-5;7.33;0;0;0;0
1996-6;11.09;0;0;0;0
1996-7;11.14;0;0;0;0
1996-8;10.72;0;0;0;0
1996-9;5.74;0;0;0;0
1996-10;5.11;0;0;0;0
1996-11;-0.3;0;0;0;10
1996-12;-5.22;0;0;0;16
1997-1;-4.63;0;0;0;16
1997-2;-2.04;0;0;0;5
1997-3;1.1;0;0;0;3
1997-4;0.38;0;0;0;2
1997-5;7.6;0;0;0;0
1997-6;10.76;0;0;0;0
1997-7;11.2;0;0;0;0
1997-8;13.41;0;0;0;0
1997-9;10.99;0;0;0;0
1997-10;5.53;0;0;0;2
1997-11;-0.24;0;0;0;5
1997-12;-3.07;0;0;0;14
1998-1;-4.3;0;0;0;13
1998-2;-0.96;0;0;0;6
1998-3;-1.51;0;0;0;12
1998-4;3.04;0;0;0;1
1998-5;8.03;0;0;0;0
1998-6;11.43;0;1;0;0
1998-7;13.26;0;2;0;0
1998-8;13.46;0;5;0;0
1998-9;8.63;0;0;0;0
1998-10;4.8;0;0;0;0
1998-11;-4.38;0;0;0;18
1998-12;-5.16;0;0;0;18
1999-1;-3.86;0;0;0;11
1999-2;-6.55;0;0;0;16
1999-3;-0.36;0;0;0;7
1999-4;2.25;0;0;0;2
1999-5;8.77;0;0;0;0
1999-6;9.63;0;0;0;0
1999-7;13;0;0;0;0
1999-8;12.75;0;0;0;0
1999-9;11.11;0;0;0;0
1999-10;6.37;0;0;0;0
1999-11;-3.59;0;0;0;17
1999-12;-3.81;0;0;0;12
2000-1;-6.42;0;0;0;23
2000-2;-2.61;0;0;0;7
2000-3;-0.49;0;0;0;6
2000-4;3.6;0;0;0;0
2000-5;8.97;0;0;0;0
2000-6;12.06;0;0;0;0
2000-7;10.73;0;0;0;0
2000-8;13.36;0;4;0;0
2000-9;9.9;0;0;0;0
2000-10;6.39;0;0;0;0
2000-11;-1.22;0;0;0;8
2000-12;-2.15;0;0;0;13
2001-1;-5.31;0;0;0;19
2001-2;-3.29;0;0;0;11
2001-3;2.05;0;0;0;2
2001-4;0.66;0;0;0;6
2001-5;10.1;0;0;0;0
2001-6;9.32;0;0;0;0
2001-7;12.76;0;1;0;0
2001-8;13.73;0;2;0;0
2001-9;6.05;0;0;0;0
2001-10;8.5;0;0;0;0
2001-11;-1.4;0;0;0;7
2001-12;-6.75;0;0;0;21
2002-1;-4.52;0;0;0;15
2002-2;-0.19;0;0;0;3
2002-3;0.44;0;0;0;4
2002-4;2.99;0;0;0;1
2002-5;8.32;0;0;0;0
2002-6;12.99;0;5;0;0
2002-7;12.78;0;0;0;0
2002-8;12.08;0;0;0;0
2002-9;7.7;0;0;0;1
2002-10;5.5;0;0;0;0
2002-11;0.93;0;0;0;4
2002-12;-3.11;0;0;0;15
2003-1;-6.24;0;0;0;19
2003-2;-7.96;0;0;0;18
2003-3;0.69;0;0;0;1
2003-4;2.62;0;0;0;3
2003-5;9.62;0;0;0;0
2003-6;15.38;0;3;0;0
2003-7;13.65;0;2;0;0
2003-8;15.85;0;10;0;0
2003-9;9.17;0;0;0;0
2003-10;1.69;0;0;0;2
2003-11;2.18;0;0;0;0
2003-12;-3.47;0;0;0;12
2004-1;-5.59;0;0;0;20
2004-2;-3.8;0;0;0;15
2004-3;-1.9;0;0;0;12
2004-4;2.86;0;0;0;1
2004-5;5.81;0;0;0;0
2004-6;10.29;0;0;0;0
2004-7;12.2;0;0;0;0
2004-8;13.19;0;0;0;0
