year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1947,10.2,653.4,40,95,2,100,33,56
1948,10.102,776.6,16,41,0,78,15,10
1949,10.496,544.4,16,66,1,81,4,5
1950,9.912,882.1,13,61,1,84,14,23
1951,10.318,626.3,8,46,0,69,4,7
1952,9.672,844.5,18,57,5,91,9,35
1953,10.29,547.3,16,53,0,95,11,36
1954,9.402,642.4,8,29,0,81,21,11
1955,8.987,708.5,4,43,0,119,10,30
1956,8.44,742.8,1,26,0,99,32,43
1957,10.06,745.0,14,38,2,73,8,7
1958,9.838,778.4,4,46,0,75,4,26
1959,10.656,488.7,23,77,1,79,5,14
1960,10.187,774.6,4,32,0,57,9,26
1961,10.395,817.3,13,41,0,63,14,16
1962,8.704,543.7,10,47,0,93,16,31
1963,8.588,539.4,7,48,0,112,44,79
1964,9.849,444.5,23,67,1,87,19,16
1965,9.203,1005.2,4,27,0,80,6,24
1966,10.262,901.3,6,43,0,55,13,10
1967,10.51,734.8,16,58,0,71,11,13
1968,9.36,876.8,5,36,0,88,17,27
1969,9.159,600.8,15,51,3,93,28,54
1970,9.264,709.3,6,51,0,90,24,48
1971,9.692,508.0,13,57,0,81,16,24
1972,9.087,578.1,9,29,0,93,12,9
1973,9.86,496.4,20,62,0,89,7,18
1974,10.42,751.2,4,33,0,34,0,0
1975,10.453,629.8,15,62,0,56,3,3
1976,10.49,375.4,31,78,1,81,12,27
1977,10.285,763.6,3,37,0,56,5,9
1978,9.401,747.4,6,30,0,75,9,15
1979,9.4,798.8,5,46,0,66,19,42
1980,9.33,691.8,3,33,0,63,11,17
1981,9.642,979.7,7,41,0,86,14,58
1982,10.166,667.1,19,65,0,75,14,22
1983,10.263,698.6,25,64,0,79,9,24
1984,9.227,759.5,7,34,0,63,2,10
1985,8.58,588.6,4,39,0,105,35,57
1986,9.318,712.0,8,48,1,73,21,38
1987,8.807,768.8,4,35,0,86,24,43
1988,9.175,635.5,2,23,0,59,4,7
1989,10.419,855.1,4,40,0,59,4,0
1990,10.668,698.3,9,40,0,42,2,14
1991,10.189,469.2,10,52,5,81,13,18
1992,11.383,725.7,7,52,2,42,6,0
1993,10.604,576.2,6,50,0,69,17,5
1994,11.22,650.6,24,51,9,53,4,7
1995,11.309,802.7,17,58,3,52,7,5
1996,9.285,652.7,3,26,0,82,19,18
1997,10.723,580.0,6,52,0,62,18,23
1998,10.756,798.1,11,39,0,62,10,14
1999,10.918,669.2,5,50,1,56,6,22
2000,11.664,867.3,7,50,0,37,5,2
2001,10.756,922.7,16,53,0,61,2,15
2002,11.349,913.9,8,46,1,43,15,19
2003,11.752,488.8,28,97,3,77,8,19
2004,10.516,764.7,15,53,1,78,8,14
2005,10.517,620.5,20,61,0,76,9,21
2006,11.01,613.4,24,75,1,76,11,21
2007,11.079,714.4,10,53,0,52,6,1
2008,10.676,636.7,12,62,0,76,0,1
2009,10.619,723.5,13,62,0,80,27,25
2010,9.62,737.3,19,51,1,99,36,57
2011,11.19,582.8,9,74,0,77,4,8
2012,10.739,648.8,17,62,0,70,14,7
2013,10.406,718.3,19,60,0,83,14,23
2014,11.813,623.6,11,58,0,45,1,4
2015,11.533,453.1,31,60,5,65,0,4
2016,10.886,704.6,14,64,0,62,6,3
2017,11.098,769.5,17,67,0,56,6,6
2018,12.281,475.4,40,110,2,60,3,3
2019,11.702,674.5,26,76,0,63,3,1
2020,12.045,650.0,18,75,4,38,1,2
2021,10.561,645.8,8,58,1,73,5,8
2022,12.382,577.9,37,93,1,50,4,8
2023,12.453,757.1,23,89,0,50,1,1
2024,6.33,166.7,0,0,0,24,3,3
