gruppe;untergruppe;jahr;gesamt_import_t;AL;DZ;AD;AO;AR;AM;AW;AU;AT;AZ;BS;BH;BD;BB;BY;BE;BZ;BJ;BO;BA;BR;VG;BN;BG;KH;CM;CA;CV;CL;CN;CO;CG;CR;CI;HR;CU;CW;CY;CZ;KP;CD;DK;DJ;DO;EC;EG;CQ;ER;EE;ET;FI;MK;FR;GA;GE;DE;GH;GI;GR;GT;GW;HN;HK;HU;IS;IN;ID;IR;IQ;IE;IL;IT;JM;JP;JO;KZ;KE;KR;XK;KW;KG;LA;LV;LB;LR;LY;LI;LT;LU;MG;MY;MT;MH;MR;MU;MX;MD;MN;ME;MA;MZ;MM;NA;NP;NL;NC;NZ;NG;NO;OM;OtherAfrica;OtherAsiaOceania;OtherEurope;OtherFormerSovietUnion;OtherNearandMiddleEast;OtherNon-OECD_Americas;PK;PA;PG;PE;PH;PL;PT;QA;RO;RU;ST;SA;SN;RS;SL;SG;SK;SI;ZA;SS;ES;LK;SD;SE;CH;SY;TW;TJ;TZ;TH;TL;TG;TT;TN;TR;TM;UG;UA;AE;UK;US;UY;ZU;VE;VN;YE;Else
oil;erdoel;2012;7516255;0;321226;0;0;0;0;0;0;918902.667;232072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21332;0;0;0;0;0;0;41137;0;0;0;0;0;0;0;0;0;7837;0;0;0;0;0;0;0;0;0;0;0;148511;70239;0;0;0;0;0;0;2012833;0;0;0;417549;0;0;0;0;0;995742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1316225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1046782;0;843716;0;0;0;0;11480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29574;0;0;0;0;0;0;0;0;0;0;0;0;0
oil;erdoel;2013;7829324;6943;297714;0;0;0;0;0;0;872374.638;698814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22845;0;0;0;0;0;0;56844;0;0;0;0;0;0;0;0;12890;7687;0;0;0;0;0;0;0;0;0;0;0;0;361806;0;0;0;0;0;0;2020447;0;0;0;398096;0;0;0;0;0;722895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1483857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1100014;0;600798;0;0;0;0;10022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27652;0;0;0;0;0;0;0;0;0;0;0;0;0
oil;erdoel;2014;7662866;0;473098;0;0;0;0;0;0;975890.601;606887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26465;0;0;0;0;0;0;83225;0;0;0;0;0;0;0;0;90731;8818;0;0;0;0;0;0;0;0;0;0;0;0;118761;0;0;0;0;0;0;2637995;0;0;0;498567;0;0;0;0;0;961408;0;0;0;0;0;0;0;0;0;121419;0;0;0;0;0;0;0;0;0;0;0;595967;0;0;0;38965;0;0;0;0;0;0;0;0;0;0;0;0;0;585662;0;775589;0;0;0;0;9310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29999;0;0;0;0;0;0;0;0;0;0;0;0;0
oil;erdoel;2015;8109396;0;774746;0;98848;0;0;0;0;874692.162;774175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27759;0;0;0;0;0;0;22443;0;0;0;0;0;0;0;0;0;9602;0;0;0;0;0;0;0;0;0;0;0;0;667458;0;0;0;0;0;0;2249141;0;0;0;0;0;0;0;0;0;905220;0;0;0;0;0;0;0;0;0;701422;0;0;0;0;0;0;0;0;0;0;0;134673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;773454;0;648066;0;0;0;0;9632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;312757;0;0;0;0;0;0;0;0;0;0;0;0;0
oil;erdoel;2016;7332488;0;526615;0;57943;0;0;0;0;792017.126;479669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20001;0;0;0;0;0;0;0;28407;0;0;0;0;0;0;17139;0;0;0;0;0;0;0;0;0;1716;0;0;0;0;0;0;0;0;0;0;0;284020;827283;0;0;0;0;0;0;2018285;0;0;0;0;0;0;0;0;0;1045931;0;0;0;0;0;0;0;0;0;503718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;914744;0;529669;0;0;0;0;8560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68788;0;0;0;0;0;0;0;0;0;0;0;0;0
oil;erdoel;2017;7218634;0;317524;0;0;0;0;0;0;734707.311;998250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2888;0;0;0;0;0;0;0;0;0;0;0;274855;1098840;0;0;0;0;0;0;2409921;0;0;0;0;0;0;0;0;0;988775;0;0;0;0;0;0;0;0;0;13645;0;0;0;0;0;0;0;0;0;0;0;574364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;382985;0;126947;0;0;0;0;5737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
oil;erdoel;2018;8333365.434;0;168091;0;0;0;0;0;0;688207.41;737789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22312.066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2567.35;0;0;0;0;0;0;0;0;0;0;0;987628;705718;0;0;0;0;0;0;3061038;0;0;0;0;0;0;0;0;0;1888098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;467596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210782;0;76469;0;0;0;0;5277.018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
oil;erdoel;2019;8592103.583;0;173309.9664;0;0;0;0;0;0;650428.839;760696.211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23004.82125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2647.062259;0;0;0;0;0;0;0;0;0;0;0;1018292.327;727629.4559;0;0;0;0;0;0;3156078.511;0;0;0;0;0;0;0;0;0;1946720.532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;482114.1349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;217326.4561;0;78843.24456;0;0;0;0;5440.861273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
oil;erdoel;2020;7440357;0;682484;0;0;0;0;0;0;562200;350910;0;0;0;0;0;0;0;0;0;0;124375;0;0;0;0;0;14856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1430;0;0;0;0;0;0;0;0;0;0;0;0;1119183;0;0;0;0;0;0;2722760;0;0;0;0;0;0;0;0;0;321648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;349971;79072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;761133;0;411839;0;0;0;0;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14622;0;0;0;0;0;0;434135;0;0;0;0;49929;0
oil;benzin;2005;1106792.879;0;0;0;0;0;0;0;0;1797980.913;0;0;0;0;0;0;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11333;0;0;0;0;0;0;0;0;0;0;0;0;0;477;0;0;607712.879;0;0;0;0;0;0;0;107050;0;0;0;0;0;0;0;160431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;173;0;0;0;0;0;0;0;214597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
oil;benzin;2006;978999.589;0;0;0;0;0;0;0;0;1614814.21;0;0;0;0;0;0;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5038;0;0;0;0;0;0;0;0;0;0;0;0;0;665;0;0;657736.589;0;0;0;0;0;0;0;8765;0;0;0;0;0;0;0;162873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262;0;0;0;0;0;0;0;131897;5189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
oil;benzin;2007;900400.784;0;0;0;0;0;0;0;0;1703863.57;0;0;0;0;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;635;0;0;594340.784;0;0;0;0;0;0;0;3035;0;0;0;0;0;0;0;110102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;0;0;0;0;0;0;0;176014;10785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
oil;benzin;2008;730308.667;0;0;0;0;0;0;0;0;1696014.983;0;0;0;0;0;0;89;0;0;0;0;0;0;0;4280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;518;0;0;429549.667;0;0;0;0;0;0;0;4212;0;0;0;0;0;0;0;99078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;206;0;0;0;0;0;0;0;181179;3742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
oil;benzin;2009;736505.944;0;0;0;0;0;0;0;0;1715637.67;0;0;0;0;0;0;2423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;468;0;0;457294.944;0;0;0;0;0;0;0;4072;0;0;0;0;0;0;0;75233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;190993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0
oil;benzin;2010;813623.576;0;0;0;0;0;0;0;0;1506816.181;0;0;0;0;0;0;2728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4179;0;0;0;0;0;0;0;0;0;0;0;84;0;768;0;0;505221.576;0;0;0;0;0;0;0;11467;0;0;0;0;0;0;0;68022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262;0;0;0;0;0;0;0;214771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
oil;benzin;2011;739067.784;0;0;0;0;0;0;0;0;1597101.31;0;0;0;0;0;0;2673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48770;0;0;0;0;0;0;0;0;0;0;0;531;0;1020;0;0;388507.784;0;0;0;0;0;0;0;4515;0;0;0;0;0;0;0;54891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;177;0;0;0;0;0;0;0;232377;1050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;257;0;0;0;0;0;0
oil;benzin;2012;841699.813;0;0;0;0;0;0;0;0;1554143.496;0;0;0;0;0;0;3269;0;0;0;0;0;0;0;910;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83058;0;0;0;0;0;0;0;0;0;0;0;0;0;1113;0;0;481064.813;0;0;0;0;0;0;0;6670;0;0;0;0;0;0;0;7035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;171;0;0;0;0;0;0;0;249653;5889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
oil;benzin;2013;784644.941;0;0;0;0;0;0;0;0;1549247.781;0;0;0;0;0;0;2638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42263;0;0;0;0;0;0;0;0;0;0;0;0;0;913;0;0;493604.941;0;0;0;0;0;0;0;22823;0;0;0;0;0;0;0;2031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;398;0;0;0;0;0;0;0;212458;2951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
oil;benzin;2014;748933.831;0;0;0;0;0;0;0;0;1773543.228;0;0;0;0;0;0;3899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36890;0;0;0;0;0;0;0;0;0;0;0;0;0;1673;0;0;463797.831;0;0;0;0;0;0;0;38361;0;0;0;0;0;0;0;2055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;151;0;0;0;0;0;0;0;176810;9418;0;0;0;0;0;0;13229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;380;0;0;0;0;0;0;0
oil;benzin;2015;797813.905;0;0;0;0;0;0;0;0;1721818.818;0;0;0;0;0;0;3473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66993;0;0;0;0;0;0;0;0;0;0;0;0;0;1724;0;0;532456.905;0;0;0;0;0;0;0;11578;0;0;0;0;0;0;0;2607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;5014;0;0;0;0;0;0;0;154282;14241;0;0;0;0;0;0;697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;217;0;0;0;0;0;0;0
oil;benzin;2016;777733.423;0;0;0;0;0;0;0;0;1671454.436;0;0;0;0;0;0;3909;0;0;0;11275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1861;0;0;0;20509;0;0;0;0;0;0;0;0;0;0;0;0;0;2025;0;0;538034.423;0;0;0;0;0;0;0;36831;0;0;0;0;0;0;0;1402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;314;0;0;4492;0;0;0;0;0;0;0;143261;6782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0
oil;benzin;2017;731301.449;0;0;0;0;0;0;0;0;1692993.407;0;0;0;0;0;0;3084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11590;0;0;0;0;0;0;0;0;0;0;0;0;0;2788;0;0;503654.449;0;0;0;0;0;0;0;20709;0;0;0;0;0;0;0;1071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;0;0;3758;0;0;0;0;0;0;0;174047;6319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0
oil;benzin;2018;692275.0617;0;0;0;0;0;0;0;0;1928650.556;0;0;0;0;0;0;2277.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9315.029654;0;0;0;0;0;0;0;0;0;0;0;0;0;2214.891242;0;0;454781.3203;0;0;0;0;0;0;0;22897.29729;0;0;0;0;0;0;0;1400.562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1004.268;0;0;4718.714187;0;0;0;0;0;0;0;168467.256;9257.71239;0;0;159.5960853;0;0;0;15527.21449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
oil;benzin;2019;636704.1902;0;0;0;0;0;0;0;0;1971347.972;0;0;0;0;0;0;2199.508646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8550.230447;0;0;0;0;0;0;0;0;0;0;0;0;0;2282.393966;0;0;418000.6883;0;0;0;0;0;0;0;21225.04322;0;0;0;0;0;0;0;1352.88589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;245.527535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;977.9818006;0;0;4337.99084;0;0;0;0;0;0;0;154635.4563;8497.619147;0;0;146.4926424;0;0;0;14252.37138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
oil;benzin;2020;527775.854;0;0;0;0;0;0;0;0;1714483;0;0;0;0;0;0;1918.867974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13364;0;0;0;0;0;0;0;0;0;0;0;0;0;863.8587706;0;0;285318.7169;0;0;0;0;0;0;0;20597.75621;0;0;0;0;0;0;0;26490.69464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1339.080967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3001.878535;0;0;2341;0;0;0;0;0;0;0;170965;1575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
oil;petroleum;2005;87519.027;0;0;0;0;0;0;0;0;593066.596;0;0;0;0;0;0;198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86254.027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
oil;petroleum;2006;192743.17;0;0;0;0;0;0;0;0;539184.426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191850.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
oil;petroleum;2007;161289.251;0;0;0;0;0;0;0;0;604860.66;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;159975.251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
oil;petroleum;2008;253758.685;0;0;0;0;0;0;0;0;475088.384;0;0;0;0;0;0;163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;197480.685;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;687;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55182;0;0;0;0;0;0;235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
oil;petroleum;2009;229832.694;0;0;0;0;0;0;0;0;315266.125;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;57553.694;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15253;156163;0;0;0;0;0;0;194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
oil;petroleum;2010;194456.576;0;0;0;0;0;0;0;0;479011.783;0;0;0;0;0;0;123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81118.576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;112854;0;0;0;0;0;0;156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
oil;petroleum;2011;114061.552;0;0;0;0;0;0;0;0;615032.163;0;0;0;0;0;0;229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44719.552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;68959;0;0;0;0;0;0;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
oil;petroleum;2012;93138.237;0;0;0;0;0;0;0;0;632123.594;0;0;0;0;0;0;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55964.237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36956;0;0;0;0;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
oil;petroleum;2013;95704.119;0;0;0;0;0;0;0;0;671960.796;0;0;0;0;0;0;167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;42183.119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53236;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
oil;petroleum;2014;82938.61;0;0;0;0;0;0;0;0;599049.767;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;293;0;0;34702.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0;0;0;0;0
oil;petroleum;2015;109558.11;0;0;0;0;0;0;0;0;675222.438;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232;0;0;52673.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177;53917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219;0;0;0;0;0;0;0
oil;petroleum;2016;137585.84;0;0;0;0;0;0;0;0;672420.225;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;238;0;0;89611.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;199;44088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
