gruppe;untergruppe;jahr;gesamt_import_t;AL;DZ;AD;AO;AR;AM;AW;AU;AT;AZ;BS;BH;BD;BB;BY;BE;BZ;BJ;BO;BA;BR;VG;BN;BG;KH;CM;CA;CV;CL;CN;CO;CG;CR;CI;HR;CU;CW;CY;CZ;KP;CD;DK;DJ;DO;EC;EG;CQ;ER;EE;ET;FI;MK;FR;GA;GE;DE;GH;GI;GR;GT;GW;HN;HK;HU;IS;IN;ID;IR;IQ;IE;IL;IT;JM;JP;JO;KZ;KE;KR;XK;KW;KG;LA;LV;LB;LR;LY;LI;LT;LU;MG;MY;MT;MH;MR;MU;MX;MD;MN;ME;MA;MZ;MM;NA;NP;NL;NC;NZ;NG;NO;OM;OtherAfrica;OtherAsiaOceania;OtherEurope;OtherFormerSovietUnion;OtherNearandMiddleEast;OtherNon-OECD_Americas;PK;PA;PG;PE;PH;PL;PT;QA;RO;RU;ST;SA;SN;RS;SL;SG;SK;SI;ZA;SS;ES;LK;SD;SE;CH;SY;TW;TJ;TZ;TH;TL;TG;TT;TN;TR;TM;UG;UA;AE;UK;US;UY;ZU;VE;VN;YE;Else
coal;koks;2007;1266214;0;0;0;0;0;0;0;0;1429759;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;4098;0;0;0;0;0;0;0;0;245127;0;0;0;0;0;0;0;0;0;0;0;0;0;203;0;0;51325;0;0;0;0;0;0;0;121806;0;0;0;0;0;0;0;19788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;820812;0;0;0;0;0;0;0;0;0;0;117;0;0;0;268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2594;0;0;0;0;0;0;0
coal;koks;2008;1419957;0;0;0;0;0;0;0;0;1401613;0;0;0;0;0;0;95;0;0;0;5047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;274528;0;0;0;0;0;0;0;0;0;0;0;0;0;228;0;0;7412;0;0;0;0;0;0;0;121592;0;0;0;0;0;0;0;14918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;990779;0;0;0;0;0;0;0;0;0;0;1242;0;0;0;571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;326;0;3219;0;0;0;0;0;0;0
coal;koks;2009;813032;0;0;0;0;0;0;0;0;1234603;0;0;0;0;0;0;170;0;0;0;74;0;0;0;0;0;0;0;0;0;1846;0;0;0;0;0;0;0;0;174701;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;9058;0;0;0;0;0;0;0;26041;0;0;0;0;0;0;0;6952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;593315;0;0;0;0;0;0;0;20;0;0;0;0;0;0;622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
coal;koks;2010;1252060;0;0;0;0;0;0;0;0;1380708;0;0;0;0;0;0;145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;258751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5699;0;0;0;0;0;0;0;176885;0;0;0;0;0;0;0;4343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;804665;0;0;0;0;0;0;0;0;0;0;44;0;0;0;1528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
coal;koks;2011;1132114;0;0;0;0;0;0;0;0;1340480;0;0;0;0;0;0;1131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3916;0;0;0;0;0;0;0;220700;0;0;0;0;0;0;0;3229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;827461;0;0;0;0;0;0;0;0;0;0;548;0;0;0;426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
coal;koks;2012;1191212;0;0;0;0;0;0;0;0;1328903;0;0;0;0;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25506;0;0;0;0;0;180;0;0;0;0;0;0;0;0;0;0;4573;0;0;0;0;0;0;0;228049;0;0;0;0;0;0;0;4686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;923538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
coal;koks;2013;1263493;0;0;0;0;0;0;0;0;1374841;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4763;0;0;0;0;0;0;0;305841;0;0;0;0;0;0;0;10689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;898831;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
coal;koks;2014;1221654.476;0;0;0;0;0;0;0;0;1330462;0;0;0;0;0;0;121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3676;0;0;0;0;0;0;0;334816;0;0;0;0;0;0;0;11041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;827963.476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
coal;koks;2015;1003749.654;0;0;0;0;0;0;0;134868;1329413;0;0;0;0;0;0;92;0;0;0;0;0;0;0;0;0;0;370;0;0;0;0;0;0;0;0;0;0;0;41342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3769;0;0;0;0;0;0;0;174188;0;0;0;0;0;0;0;9966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;638444.654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
coal;koks;2016;928817.679;0;0;0;0;0;0;0;83308;1351836;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6735;0;0;0;0;0;0;0;148476;0;0;0;0;0;0;0;13625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;662054.679;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
coal;koks;2017;1166537.255;0;0;0;0;0;0;0;0;1355024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7197;0;0;0;0;0;0;0;223397;0;0;0;0;0;0;0;27304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;875007.255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
coal;koks;2018;822512.585;0;0;0;0;0;0;0;0.161786716;1316465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85.87141075;0;0;0;0;0;0;0;0;16473.08608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7619.393922;0;0;0;0;0;0;0;109691.8153;0;0;0;0;0;0;0;13327.96477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1040.437925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;309.0126274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;673964.8412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
coal;koks;2019;951078.483;0;0;0;0;0;0;0;0;1316425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16272.98665;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3677.269374;0;0;0;0;0;0;0;145208.8449;0;0;0;0;0;0;0;12381.91394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;718.5706768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;772818.8975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
coal;koks;2020;816111.4545;0;0;0;0;0;0;0;0;1326635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28724.27021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6233.87592;0;0;0;0;0;0;0;108108.3107;0;0;0;0;0;0;0;12661.25675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;495.9905093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;459.1378387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;659428.6126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
coal;total;2005;5892726.403;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;189;0;0;0;0;0;0;527;0;0;55419;0;0;0;0;0;0;0;0;2319017;0;0;0;0;0;0;0;0;0;0;0;0;0;1218;0;0;182131.4025;0;0;0;0;0;0;0;22349;0;0;0;0;0;0;0;18986;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2722232;0;0;0;31103;0;0;0;0;0;0;51;483;9505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27932;0;314;501128;0;0;0;121;0;0
coal;total;2006;5570569.256;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;554;47;0;0;0;0;0;0;0;2076978.256;0;0;0;0;0;0;0;0;0;0;0;0;0;232;0;0;214901;0;0;0;0;0;0;0;103224;0;0;0;0;0;0;0;22846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2787583;0;0;0;53379;0;0;0;0;0;0;27;2073;0;0;253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176;0;2357;305919;0;0;0;0;0;0
coal;total;2007;5843677.727;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;4098;0;0;0;0;0;0;0;0;2003130.453;0;0;0;0;0;0;0;0;0;0;0;0;0;203;0;0;220255.2738;0;0;0;0;0;0;0;121806;0;0;0;0;0;0;0;25699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2876456;0;0;0;120931;0;0;0;0;0;0;117;618;0;0;268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7750;0;2594;459677;0;0;0;0;0;0
coal;total;2008;5633172.304;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;95;0;0;0;5047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2263031.4;0;0;0;0;0;0;0;0;0;0;0;0;0;228;0;0;185154.9043;0;0;0;0;0;0;0;122543;0;0;0;0;0;0;0;14918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2417838;0;0;0;24;0;0;0;0;0;0;1242;261;0;0;571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53310;0;3219;510057;0;0;40780;0;0;0
coal;total;2009;4058758.957;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;709;0;0;0;74;0;0;0;0;0;0;0;0;0;1846;0;0;0;0;0;0;0;0;1817553.9;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;184532.0566;0;0;0;0;0;0;0;26041;0;0;0;0;0;0;0;7062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12130;0;0;0;0;0;0;0;0;208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1672118;0;0;0;0;0;0;0;20;0;0;0;0;26283;0;622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23747;0;0;285609;0;0;179;0;0;0
coal;total;2010;5020179.153;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15505;0;0;0;0;0;0;0;2081605.777;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;144240.3759;0;0;0;0;0;0;0;176885;0;0;2;0;0;0;0;4343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1397774;0;0;0;96591;0;0;0;0;0;0;44;0;0;0;1528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;768;25;0;1080042;0;0;19853;0;0;0
coal;total;2011;4629470.901;0;0;0;0;0;0;0;101991;;0;0;0;0;0;0;1232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24604;0;0;0;0;0;0;0;1806152.599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125135.3016;0;0;0;0;0;0;0;251531;0;0;0;0;0;0;0;4244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1314610;0;0;0;99608;0;0;0;0;0;0;548;0;0;0;426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1480;0;0;872120;0;0;25715;0;0;0
coal;total;2012;4941083.314;0;0;0;0;0;0;0;1;;0;0;0;0;0;0;180;0;0;0;0;0;0;0;0;0;0;4;0;0;0;34480;0;0;0;0;0;0;0;1675128.654;0;0;0;0;0;180;0;0;0;0;0;0;0;0;0;0;130437.66;0;0;0;0;0;0;0;239197;0;0;0;0;0;0;0;22872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1820015;0;0;0;203061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;700;0;0;797609;0;0;12615;0;0;0
coal;total;2013;4552482.61;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;9723;0;0;0;0;0;0;0;1707759.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137649.71;0;0;0;0;0;0;0;305841;0;0;0;0;0;0;0;16553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4505;0;0;0;3236;0;0;0;0;0;0;0;0;0;0;0;0;1633830;0;0;0;38210;0;0;0;0;0;0;5;0;0;0;0;0;0;0;461;0;0;0;0;0;0;0;0;0;0;0;0;774;0;38;690844;0;0;3033;0;0;0
coal;total;2014;4502744.291;0;0;0;0;0;0;0;235503;;0;0;0;0;0;0;121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70412;0;0;0;605;0;0;0;1364304.911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209808.904;0;0;0;0;0;0;0;334816;0;0;0;0;0;0;0;16925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24346;0;0;0;942;0;0;0;3576;0;0;0;0;0;0;0;0;0;0;0;0;1685713.476;0;0;0;13821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;0;0;541776;0;0;0;0;0;0
coal;total;2015;4142427.677;0;0;0;0;0;0;0;314807;;0;0;0;0;0;0;92;0;0;0;0;0;0;0;0;0;0;370;0;0;0;0;0;0;0;1199;0;0;0;1032750.239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113588.784;0;0;0;0;0;0;0;174188;0;0;0;0;0;0;0;15184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50700;0;0;0;706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1507191.654;0;0;0;286749;0;0;0;0;0;0;0;480;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;644415;0;0;0;0;0;0
coal;total;2016;4303350.116;0;0;0;0;0;0;0;499528;;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1537;0;0;0;1026326.073;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;150538.364;0;0;0;0;0;0;0;148476;0;0;0;0;0;0;0;38827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1695265.679;0;0;0;272918;0;0;0;0;0;0;26;670;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;467893;0;0;0;0;0;0
coal;total;2017;4646825.21;0;0;0;0;0;0;0;410214;;0;0;0;0;0;0;15280.63875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;197.8559311;0;0;0;0;0;0;0;896577.8073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150244.3727;0;0;0;0;0;0;0;224029.7755;0;0;0;0;0;0;0;35983.88663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;739;0;0;0;0;0;0;0;0;0;0;0;19705.83399;0;0;0;14837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2178494.587;0;0;0;176413.4532;0;0;0;0;0;0;0;285;0;0;610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;523212;0;0;0;0;0;0
coal;total;2018;4030763.63;0;0;0;0;0;0;0;189855.1618;;0;0;0;0;0;0;27926.86603;0;0;0;0;0;0;0;0;0;0;0;0;0;85.87141075;21709.26934;0;0;0;443.895079;0;0;0;572050.7909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130957.1668;0;0;0;0;0;0;0;111176.9164;0;0;0;0;0;0;0;37343.65475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1040.437925;0;0;0;0;0;0;0;0;0;0;0;167261.7934;0;0;0;329.2102286;0;0;0;0;0;0;0;0;0;0;0;266.0287785;0;0;0;0;2048136.55;0;0;0;213978.2814;0;0;0;0;0;0;0;120.0000974;0;0;67.2692383;0;0;0;0.079025828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.213069638;508014.1738;0;0;0;0;0;0
coal;total;2019;4108528.982;0;0;0;0;0;0;0;190924.52;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;653.0569061;0;0;0;0;0;0;0;529935.4352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97635.72874;0;0;0;0;0;0;0;146300.1572;0;0;0;0;0;0;0;24743.97668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;718.5706768;0;0;0;0;0;0;0;0;0;0;0;53806.16;0;0;0;3.421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2095495.984;0;0;0;348013.1096;0;0;0;0;0;0;0;0;0;0;19.13787626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.485977962;620273.2385;0;0;0;0;0;0
coal;total;2020;3601002.533;0;0;0;0;0;0;0;261054.86;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147532.1538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87644.3673;0;0;0;0;0;0;0;108108.3107;0;0;0;0;0;0;0;18648.09975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;495.9905093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;459.1378387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2121219.906;0;0;0;343462.7565;0;0;0;0;0;0;0;335.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;512041.6598;0;0;0;0;0;0
oil;erdoel;2005;7832909;0;20795;0;0;0;0;0;0;932785.808;334723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40547;0;0;0;0;0;0;0;0;0;14171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;524629;0;0;0;0;0;0;0;1533964;0;0;0;0;0;0;0;0;0;321218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1217620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2204890;0;1128763;0;0;0;0;30812;0;0;0;0;0;0;0;0;165321;0;0;0;0;0;0;0;178039;0;0;0;0;0;117417;0;0;0;0;0;0;0
oil;erdoel;2006;7698576;0;303504;0;0;0;0;0;0;951140.4093;181229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;331974;144171;0;0;0;0;0;0;1567063;0;0;0;0;0;0;0;0;0;1136913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1178583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1218598;0;811312;0;0;0;0;27612;0;0;0;0;0;0;0;0;617507;0;0;0;0;0;0;0;161859;0;0;0;0;0;0;0;0;0;0;0;0;0
oil;erdoel;2007;7640963;0;441891;0;0;0;0;0;0;934229.8898;39070;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;529069;920413;0;0;0;0;0;0;1831980;0;0;0;0;0;0;0;0;0;1729808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;265245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240575;0;571104;0;0;0;0;22128;0;0;0;0;0;0;0;0;669646;0;0;0;0;0;0;0;129363;122;65027;0;0;0;0;0;0;0;168985;0;0;0
oil;erdoel;2008;7864227;0;1103813;0;0;0;0;0;0;986386.3487;83882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19292;0;0;0;0;0;0;76555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262093;1480860;0;0;0;0;0;0;1977718;0;0;0;0;0;0;0;0;0;838656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;338678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231663;0;457152;0;0;0;0;18123;0;0;0;0;0;0;0;0;202086;0;0;0;0;0;0;0;90732;0;83974;0;0;0;0;0;0;0;598950;0;0;0
oil;erdoel;2009;7424277;0;157864;0;0;0;0;0;0;1073723.402;103932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21556;0;0;0;0;0;0;75561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157897;1224488;0;0;0;0;0;0;2777835;0;0;0;0;0;0;0;0;0;1107027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;465068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;294586;0;283072;0;0;0;0;14323;0;0;0;0;0;0;0;0;307025;0;0;0;0;0;0;0;92564;0;174731;0;0;0;0;0;0;0;166748;0;0;0
oil;erdoel;2010;6795408;0;76719;0;0;0;0;0;0;1037001.706;175151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20141;0;0;0;0;0;0;110822;0;0;0;0;0;0;0;0;19646;20841;0;0;0;0;0;0;0;0;0;0;0;688247;187520;0;0;0;0;0;0;1835788;0;0;0;0;0;0;0;0;0;1611620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;745328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51784;684127;0;0;0;0;0;0;13036;0;0;0;0;0;0;0;0;554638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
oil;erdoel;2011;7405952;0;222867;0;0;0;0;0;0;822979.07;93658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;806646;0;0;0;0;0;0;2160141;0;0;0;0;0;0;0;0;0;559494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1238243;35336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1163277;0;817707;0;0;0;0;13555;0;0;0;0;0;0;0;0;203029;0;0;0;0;0;0;0;59934;0;0;0;0;0;15102;0;0;0;0;0;0;0
