year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1947,9.49,650.9,23,61,0,96,37,76
1948,9.789,1203.2,2,42,0,62,11,31
1950,9.936,1079.0,10,53,0,89,17,62
1951,9.499,965.2,3,45,0,97,2,76
1952,8.9,1227.7,11,47,0,90,27,86
1953,9.131,1252.2,2,40,0,90,32,77
1954,8.053,1540.8,1,24,0,86,32,74
1955,8.19,1452.3,0,26,0,91,22,72
1956,7.56,1364.1,1,34,0,90,40,74
1957,9.144,1370.2,8,30,0,77,12,40
1958,8.704,1511.8,7,46,0,96,24,90
1959,9.205,1428.9,3,40,0,84,19,60
1960,9.074,1427.0,4,30,0,69,13,61
1961,10.004,1180.9,5,54,0,74,12,52
1962,8.522,1199.7,16,55,0,86,17,76
1963,8.134,1026.4,10,44,0,86,42,80
1964,8.76,1251.6,10,52,0,75,33,72
1965,8.005,1558.2,8,33,0,87,28,88
1966,9.892,1722.2,10,50,0,64,16,53
1967,10.052,1354.8,13,57,0,52,12,74
1968,9.023,1444.7,3,38,0,86,14,93
1969,9.083,985.1,9,42,0,80,16,89
1970,8.653,1795.3,7,52,0,90,22,104
1971,8.801,1001.1,8,41,0,83,23,87
1972,12.338,646.3,3,27,0,12,0,3
1973,8.484,1036.3,0,35,0,109,10,85
1974,9.353,1199.2,4,26,0,79,0,44
1975,9.739,1127.5,1,44,0,86,0,22
1976,9.226,1053.4,4,41,0,83,10,40
1977,9.806,1214.5,2,30,0,54,5,64
1978,8.554,1107.7,0,26,0,75,20,75
1979,9.003,1267.1,2,38,0,74,16,63
1980,8.692,1235.3,3,23,0,77,19,63
1981,9.217,1192.7,3,37,0,72,23,85
1982,9.736,1017.4,3,46,0,75,13,87
1983,10.271,1158.7,11,51,0,63,10,48
1984,8.753,1054.9,3,18,0,85,7,81
1985,8.709,1180.0,7,46,0,79,28,74
1986,9.257,968.5,2,52,0,75,32,81
1987,8.981,1151.1,3,48,0,77,23,92
1988,9.3,1032.2,0,23,0,64,3,63
1989,9.908,1082.9,1,26,0,60,2,9
1990,10.077,1160.9,2,36,0,58,13,36
1991,9.221,1123.3,3,35,0,75,11,32
1992,10.114,1086.9,11,49,1,78,13,80
1993,9.656,1441.6,4,40,0,70,12,52
1994,10.687,1246.0,12,54,0,44,6,40
1995,9.81,1488.3,3,40,0,67,9,66
1996,11.415,1134.4,2,33,0,32,4,20
1997,9.902,1135.0,2,44,0,66,14,28
1998,8.344,878.5,3,21,0,57,11,34
1999,9.87,1367.7,3,41,0,68,13,82
2000,10.208,1442.4,5,53,0,60,13,76
2001,10.32,1261.6,10,51,0,54,9,56
2002,1.342,293.9,0,0,0,59,15,44
2006,6.0,12.2,0,0,0,0,0,0
2007,10.882,1197.4,7,49,0,44,3,27
2008,10.392,1015.4,7,50,0,65,3,24
2009,10.008,1302.8,4,41,0,69,19,75
2010,9.305,1128.2,10,46,0,78,31,71
2011,10.345,1013.2,9,49,0,70,17,41
2012,9.964,1216.5,10,55,0,66,21,70
2013,9.835,1249.3,15,49,0,75,25,64
2014,10.952,1160.2,8,37,0,55,0,12
2015,10.443,1036.8,28,60,0,76,7,63
2016,10.532,1231.5,6,53,0,56,6,33
2017,10.256,1310.3,9,59,0,63,16,49
2018,11.362,855.5,13,73,0,67,14,57
2019,10.65,1314.4,16,58,0,64,12,69
2020,10.756,1287.5,7,52,0,65,0,24
2021,9.888,1183.5,7,50,0,91,17,45
2022,11.265,1088.8,14,64,0,76,1,44
2023,11.467,1137.3,18,62,0,56,8,23
2024,12.171,1460.6,11,67,0,41,10,19
