year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1947,8.251,1030.6,23,61,0,134,45,104
1948,8.203,1255.4,2,42,0,109,22,46
1950,8.332,1209.5,10,53,0,130,31,86
1951,8.27,1105.6,3,45,0,133,7,87
1952,7.246,1458.5,11,47,0,142,44,138
1953,7.722,1343.0,2,40,0,143,35,88
1954,7.03,1769.3,1,24,0,119,35,95
1955,7.055,1611.2,0,26,0,126,28,99
1956,6.2,1552.5,1,34,0,132,50,93
1957,7.842,1444.2,8,30,0,116,18,53
1958,7.538,1618.5,7,46,0,126,29,104
1959,7.832,1553.8,3,40,0,124,24,75
1960,7.756,1544.5,4,30,0,106,22,77
1961,8.33,1364.6,5,54,0,116,25,75
1962,6.615,1406.2,16,55,0,132,41,119
1963,6.75,1122.4,10,44,0,123,61,107
1964,7.377,1470.2,10,52,0,110,44,101
1965,6.913,1791.6,8,33,0,124,35,124
1966,8.242,1995.9,10,50,0,105,25,102
1967,8.511,1488.8,13,57,0,82,24,102
1968,7.432,1545.9,3,38,0,129,31,108
1969,7.146,1184.0,9,42,0,129,45,125
1970,7.296,1976.1,7,52,0,126,36,123
1971,7.479,1156.2,8,41,0,123,27,118
1972,9.16,832.4,3,27,0,56,10,45
1973,7.065,1345.7,0,35,0,151,22,121
1974,8.19,1516.2,4,26,0,116,2,68
1975,8.078,1220.9,1,44,0,132,11,55
1976,7.658,1228.8,4,41,0,120,25,78
1977,8.394,1380.9,2,30,0,86,14,86
1978,7.196,1162.7,0,26,0,118,32,104
1979,7.867,1606.7,2,38,0,105,16,91
1980,7.075,1398.5,3,23,0,123,36,102
1981,7.713,1431.7,3,37,0,116,32,132
1982,8.62,1135.1,3,46,0,107,17,102
1983,8.526,1317.6,11,51,0,104,18,79
1984,7.629,1155.7,3,18,0,116,11,94
1985,7.496,1300.1,7,46,0,122,39,100
1986,8.021,1114.0,2,52,0,117,37,98
1987,7.922,1347.8,3,48,0,104,28,105
1988,7.706,1370.2,0,23,0,107,10,92
1989,8.296,1200.4,1,26,0,101,13,38
1990,8.427,1315.2,2,36,0,99,28,71
1991,7.61,1354.6,3,35,0,117,23,63
1992,8.791,1347.0,11,49,1,108,20,89
1993,8.158,1605.3,4,40,0,110,29,96
1994,9.578,1477.7,12,54,0,64,11,54
1995,9.072,1585.4,3,40,0,83,11,75
1996,9.185,1259.0,2,33,0,70,18,52
1997,8.701,1311.0,2,45,0,92,18,36
1998,6.438,1109.5,3,21,0,103,29,80
1999,8.142,1688.6,3,41,0,110,23,130
2000,9.07,1555.3,5,53,0,84,14,88
2001,8.353,1582.0,10,51,0,100,24,90
2002,1.342,293.9,0,0,0,59,15,44
2006,2.605,144.4,0,0,0,39,1,4
2007,9.017,1425.4,7,49,0,84,16,68
2008,9.007,1194.7,7,50,0,104,6,35
2009,8.791,1435.4,4,41,0,95,26,84
2010,7.896,1244.1,10,46,0,116,46,107
2011,9.026,1191.4,9,49,0,109,19,59
2012,8.62,1401.3,10,55,0,98,28,95
2013,8.486,1385.4,15,49,0,112,28,88
2014,9.761,1256.1,8,37,0,71,3,18
2015,9.287,1113.0,28,60,0,111,7,70
2016,9.095,1303.8,6,53,0,96,6,37
2017,8.751,1527.5,9,59,0,101,21,88
2018,9.987,1042.2,13,73,0,96,18,71
2019,9.438,1514.7,16,58,0,89,12,74
2020,9.393,1372.3,7,52,0,102,1,34
2021,8.537,1321.6,7,50,0,123,20,68
2022,9.901,1252.5,14,64,0,99,6,56
2023,10.061,1566.1,18,62,0,81,9,41
2024,12.196,1460.6,11,67,0,40,9,19
