year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1937,10.139,823.0,7,39,0,49,4,20
1938,9.693,832.3,6,24,0,57,7,27
1939,9.635,748.2,3,37,0,55,1,29
1940,8.003,726.3,0,19,0,75,39,54
1941,8.64,883.5,10,25,0,95,29,37
1942,8.579,720.6,3,29,0,76,38,69
1943,10.338,699.3,9,26,1,45,8,24
1944,9.424,914.6,9,38,0,65,6,10
1947,10.287,533.8,0,0,2,75,304,44
1948,10.56,926.6,11,28,0,152,6,10
1949,10.584,619.3,5,38,0,61,2,12
1950,10.33,894.4,4,30,0,56,6,9
1951,10.146,740.8,1,23,0,48,0,5
1952,10.007,796.6,10,22,2,71,9,49
1953,10.249,600.3,5,28,0,66,18,40
1954,8.999,932.3,2,18,0,68,25,22
1955,8.796,751.2,1,19,0,85,17,54
1956,8.003,985.4,0,6,0,69,29,34
1957,10.228,984.6,10,24,0,46,4,24
1958,9.52,1045.4,0,26,0,71,8,36
1959,11.253,537.6,4,52,1,56,9,22
1960,10.03,881.1,0,10,0,41,8,19
1961,10.797,961.5,4,23,0,36,7,10
1962,8.916,757.3,1,13,0,61,7,22
1963,8.572,609.3,5,21,0,78,40,67
1964,9.7,559.7,12,48,0,69,12,16
1965,9.049,912.9,0,13,0,62,9,35
1966,10.221,987.6,3,25,0,40,13,12
1967,10.381,769.2,0,27,0,34,5,12
1968,9.926,945.3,2,16,0,61,9,20
1969,10.083,751.7,3,33,0,64,16,32
1970,8.956,1122.3,0,24,0,72,20,69
1971,9.772,508.5,6,32,0,50,14,26
1972,9.105,655.2,5,21,0,49,7,14
1973,9.879,618.2,9,44,0,62,4,21
1974,9.725,886.5,3,18,0,33,2,7
1975,10.543,611.7,9,39,0,48,0,10
1976,10.461,549.7,18,49,0,59,11,27
1977,9.839,712.0,1,15,0,40,3,15
1978,8.915,684.0,2,16,0,57,15,36
1979,8.487,753.9,0,18,0,73,28,72
1980,9.066,789.1,0,15,0,48,12,25
1981,9.594,1209.3,1,17,0,61,12,56
1982,9.851,808.9,7,35,0,59,10,29
1983,10.489,747.2,11,50,0,54,10,33
1984,9.152,990.9,5,16,0,57,4,22
1985,8.774,818.9,2,18,0,71,30,56
1986,9.176,862.4,4,33,0,57,24,48
1987,8.585,1030.8,2,17,0,72,27,60
1988,10.356,822.0,1,23,0,49,0,25
1989,11.023,686.3,4,41,1,33,0,0
1990,10.87,792.4,6,33,0,26,4,8
1991,9.737,580.0,8,31,1,59,13,20
1992,10.522,846.1,6,42,1,44,4,8
1993,10.042,856.6,0,34,0,58,7,7
1994,10.631,840.5,22,39,0,42,5,7
1995,11.03,871.1,18,52,0,42,6,17
1996,8.921,627.6,3,21,0,71,23,22
1997,10.366,669.0,6,40,0,49,12,20
1998,10.609,963.5,8,25,0,32,4,5
1999,11.1,831.9,6,46,0,34,3,25
2000,10.931,917.3,4,26,0,33,3,7
2001,10.821,862.1,7,34,0,47,4,14
2002,10.968,854.0,3,23,1,39,12,24
2003,10.979,710.5,12,47,0,64,13,26
2004,10.377,882.9,3,24,0,53,5,19
2005,10.704,885.4,6,42,0,50,18,29
2006,10.674,766.1,14,49,0,69,13,30
2007,11.371,978.0,3,31,0,24,0,4
2008,10.66,756.5,3,28,0,46,1,8
2009,10.371,737.4,2,36,0,61,10,20
2010,9.575,760.5,11,35,0,70,30,51
2011,11.044,763.3,4,39,0,51,10,8
2012,10.209,746.1,3,27,0,50,15,4
2013,9.719,780.9,10,36,1,76,22,31
2014,11.659,678.4,4,26,0,19,0,0
2015,10.459,695.6,14,38,2,59,1,14
2016,10.789,719.2,11,36,0,47,4,11
2017,10.943,873.2,6,37,0,47,9,23
2018,11.852,558.9,15,82,0,51,11,12
2019,10.65,728.0,9,33,1,43,7,13
2020,11.923,752.9,11,49,1,30,1,0
2021,10.476,808.2,4,35,0,53,7,0
2022,12.329,724.9,21,62,0,36,0,0
2023,12.077,1082.1,6,51,0,44,2,0
2024,12.287,1012.8,11,45,0,20,7,0
