year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1931;7.8;5;51;0;32
1932;8.32;14;67;0;39
1933;7.48;9;30;0;49
1934;9.16;2;43;0;25
1935;8.53;10;54;0;41
1936;8.79;4;44;0;12
1937;8.63;1;49;0;26
1938;8.26;4;46;0;30
1939;8.35;5;41;0;23
1940;7.07;0;29;0;59
1941;null;null;null;null;null
1942;null;null;null;null;null
1943;8.87;8;55;0;26
1944;8.21;8;50;0;20
1945;8.68;9;59;0;41
1946;8.97;8;51;0;35
1947;null;null;null;null;null
1948;null;null;null;null;null
1949;9.22;9;57;0;13
1950;9.22;23;84;0;32
1951;9.1;6;64;0;18
1952;7.5;19;58;0;42
1953;8.46;4;56;0;32
1954;7.86;0;48;0;35
1955;null;null;null;null;null
1956;7.33;2;46;0;43
1957;8.73;9;44;0;18
1958;8.46;8;57;0;24
1959;9.05;1;46;0;16
1960;8.4;2;33;0;28
1961;8.9;9;56;0;37
1962;7.35;7;46;0;45
1963;7.71;13;49;0;58
1964;7.95;3;55;0;44
1965;7.12;6;36;0;47
1966;8.61;6;45;0;38
1967;8.48;6;47;0;37
1968;7.91;5;30;1;50
1969;null;null;null;null;null
1970;8.05;7;51;0;36
1971;8.32;9;56;0;41
1972;null;null;null;null;null
1973;8.32;6;56;0;29
1974;9.13;7;46;0;7
1975;9.14;1;55;0;12
1976;8.67;6;47;0;24
1977;9;2;39;0;23
1978;7.72;0;34;0;37
1979;8.26;1;52;0;25
1980;7.54;4;31;0;43
1981;8.26;6;40;0;43
1982;null;null;null;null;null
1983;9.09;17;68;0;24
1984;8.17;9;38;0;27
1985;8.12;10;64;0;37
1986;8.36;12;67;0;45
1987;8.23;8;68;0;30
1988;9.31;18;59;0;9
1989;9.32;3;47;0;10
1990;9.66;4;59;0;21
1991;8.95;13;72;0;37
1992;10.31;30;85;1;19
1993;10;19;69;1;30
1994;10.66;22;75;0;14
1995;9.54;9;52;0;24
1996;8.67;6;46;0;40
1997;9.79;0;71;0;19
1998;9.87;19;62;0;14
1999;9.71;8;53;0;23
2000;10.57;16;69;0;22
2001;10.21;16;74;0;22
2002;10.78;12;62;0;12
2003;10.42;42;101;0;21
2004;9.7;12;61;0;15
2005;9.6;16;64;1;26
2006;9.99;34;67;0;22
2007;11.03;24;78;1;5
2008;10.74;16;79;0;7
2009;10.58;23;82;0;22
2010;9.81;22;68;3;36
2011;10.55;20;80;1;19
2012;10.61;29;82;1;24
2013;10.52;32;73;3;21
2014;11.52;13;55;0;5
2015;11.11;41;78;4;7
2016;11.02;14;75;1;9
2017;10.87;31;82;2;18
2018;11.64;23;99;0;10
2019;11.65;32;86;3;6
2020;11.12;16;73;1;5
2021;10.19;25;79;1;23
2022;null;33;97;1;9
