year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1952;7.86;19;64;0;39
1953;8.94;13;55;0;30
1954;8;4;46;0;28
1955;8.24;2;42;0;16
1956;7.29;6;52;0;39
1957;9.12;13;44;0;11
1958;8.62;11;75;0;17
1959;9.35;10;61;0;13
1960;8.94;9;48;0;26
1961;9.58;20;65;0;19
1962;7.87;16;61;0;29
1963;8.12;13;64;0;40
1964;8.86;19;67;0;23
1965;8.12;8;26;0;18
1966;8.71;3;41;0;26
1967;8.81;8;42;0;19
1968;8.37;4;35;0;24
1969;8.17;7;49;0;41
1970;8.15;4;45;0;23
1971;8.57;12;52;0;25
1972;9.06;7;36;0;5
1973;8.78;5;55;0;14
1974;9.64;5;49;0;2
1975;9.32;3;50;0;12
1976;9.41;12;52;0;14
1977;9.69;2;37;0;10
1978;8.65;4;41;0;19
1979;9.22;4;57;0;15
1980;8.28;7;38;0;25
1981;8.79;10;50;0;24
1982;9.87;12;67;0;9
1983;9.73;16;65;0;14
1984;8.94;10;42;0;18
1985;8.85;12;63;0;33
1986;9.33;8;63;0;25
1987;8.99;8;53;0;22
1988;10.02;9;54;0;6
1989;9.85;4;46;0;5
1990;9.83;7;60;0;15
1991;9.2;6;61;0;10
1992;9.97;17;70;0;12
1993;9.77;9;58;1;16
1994;10.97;22;67;1;6
1995;9.38;10;47;0;18
1996;9.07;8;39;0;14
1997;10.04;0;54;0;6
1998;9.87;11;50;1;15
1999;9.68;6;53;0;17
2000;10.38;13;65;0;8
2001;9.68;14;54;0;14
2002;10.61;13;58;0;5
2003;10.35;38;94;0;22
2004;9.63;7;57;0;12
2005;9.25;21;61;0;26
2006;9.79;22;65;0;19
2007;10.63;13;77;0;6
2008;10.42;14;69;2;3
2009;10.19;13;65;0;16
2010;9.43;18;49;3;34
2011;10.48;16;73;0;11
2012;9.92;19;61;1;22
2013;10;19;65;0;14
2014;11.31;7;46;0;4
2015;10.87;38;72;0;4
2016;10.59;13;65;0;3
2017;10.25;21;71;1;20
2018;11.28;23;89;0;8
2019;10.97;23;71;1;6
2020;10.77;16;66;0;1
2021;10.02;14;61;0;9
2022;11.42;25;84;0;3
2023;null;0;0;0;3
