year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1954;7.83;0;49;0;42
1955;null;null;null;null;null
1956;7.92;10;63;0;45
1957;9.29;19;57;0;21
1958;null;null;null;null;null
1959;null;null;null;null;null
1960;null;null;null;null;null
1961;null;null;null;null;null
1962;7.6;7;48;0;57
1963;8.12;9;48;0;61
1964;7.95;6;56;0;41
1965;7.3;10;38;0;48
1966;8.79;8;51;0;38
1967;8.62;14;65;0;34
1968;8.03;8;38;0;48
1969;8.05;10;62;0;53
1970;8.07;15;63;0;39
1971;8.25;18;66;0;43
1972;8.14;9;51;0;43
1973;8.23;11;66;0;27
1974;8.88;12;50;0;9
1975;9.22;3;65;0;9
1976;8.74;12;54;0;24
1977;9.05;4;45;0;23
1978;7.74;1;41;0;39
1979;8.48;1;73;0;23
1980;7.9;8;39;0;35
1981;8.49;11;59;0;33
1982;9.23;6;70;0;21
1983;9.04;15;64;0;35
1984;8.15;8;36;0;29
1985;8.26;11;65;0;41
1986;8.29;16;65;0;50
1987;null;null;null;null;null
1988;null;null;null;null;null
1989;8.93;3;44;0;17
1990;9.22;10;64;0;24
1991;8.24;11;70;0;42
1992;9.45;28;85;1;27
1993;9.08;20;68;0;35
1994;10.31;31;84;1;16
1995;9.15;12;58;0;24
1996;8.41;9;56;0;42
1997;9.44;1;75;0;22
1998;9.46;23;69;0;22
1999;9.18;9;56;0;43
2000;9.97;16;69;0;25
2001;9.54;16;69;0;23
2002;10.34;13;68;0;18
2003;9.88;44;105;0;28
2004;9.03;10;56;0;21
2005;8.82;17;64;0;25
2006;9.25;34;72;0;34
2007;10.05;21;71;0;12
2008;10.16;15;83;0;19
2009;9.99;20;79;0;30
2010;9.38;31;74;0;43
2011;10.22;25;90;2;29
2012;10.2;34;86;0;28
2013;10.08;37;81;0;28
2014;10.91;15;66;0;8
2015;10.32;42;79;0;26
2016;10.3;24;84;0;17
2017;10.18;34;84;0;23
2018;10.96;26;99;0;14
2019;11.07;33;89;1;14
2020;10.56;17;75;0;8
2021;9.47;30;83;0;31
2022;null;35;82;0;15
