year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1954,8.531,485.6,6,22,0,101,39,36
1955,7.962,560.3,2,29,0,114,31,42
1956,7.403,655.8,0,14,0,109,44,50
1957,9.269,416.9,10,32,0,81,10,15
1958,8.637,542.1,1,21,0,88,11,23
1959,9.312,358.7,5,45,0,87,26,15
1960,8.697,508.5,1,23,0,84,23,41
1961,9.343,548.6,8,33,0,62,24,27
1962,7.478,350.9,1,26,0,95,36,31
1963,7.37,419.5,6,30,0,112,71,80
1964,8.393,332.2,14,46,0,91,38,33
1965,7.895,550.9,0,17,0,94,28,53
1966,8.871,612.7,6,35,0,73,27,44
1967,9.343,484.7,7,40,0,68,15,24
1968,8.28,457.3,3,39,0,99,40,38
1969,7.868,460.5,14,41,0,119,48,61
1970,7.935,566.0,3,38,0,94,42,71
1971,8.647,353.7,15,44,0,85,24,37
1972,7.829,468.4,8,28,0,86,31,37
1973,8.533,328.4,9,49,0,93,17,34
1974,9.324,486.5,5,20,0,44,1,4
1975,9.496,391.3,10,48,0,60,10,2
1976,8.87,279.5,11,44,0,94,31,38
1977,9.033,581.4,0,16,0,58,13,17
1978,8.148,436.8,3,20,0,84,28,42
1979,7.878,458.8,3,28,0,93,35,65
1980,7.972,461.9,3,22,0,91,36,51
1981,8.425,595.7,2,23,0,95,39,73
1982,9.62,309.8,6,56,0,72,19,19
1983,9.463,531.6,9,58,1,76,23,36
1984,8.386,529.3,3,19,1,84,14,26
1985,7.796,384.2,2,37,0,110,46,60
1986,7.958,530.1,7,39,0,87,40,56
1987,7.802,543.8,3,19,0,91,48,68
1988,9.824,418.2,7,40,0,69,6,14
1989,9.863,386.6,6,52,0,66,13,3
1990,9.99,397.2,11,38,0,51,9,16
1991,8.634,312.2,6,38,0,91,24,22
1992,9.683,483.6,12,56,0,71,18,8
1993,8.599,559.5,1,36,0,90,32,40
1994,10.104,566.8,22,46,0,58,10,10
1995,9.396,488.5,17,56,0,89,29,36
1996,7.389,508.6,3,30,0,117,49,55
1997,9.244,541.7,5,47,0,70,19,34
1998,9.721,544.9,8,33,0,69,18,26
1999,10.27,480.2,6,49,0,62,11,26
2000,10.541,462.6,6,38,0,46,7,12
2001,9.594,514.0,10,37,0,73,16,38
2002,9.798,656.2,8,43,0,67,17,27
2003,9.796,361.9,24,63,1,101,23,20
2004,9.506,438.6,4,34,0,77,11,17
2005,9.739,412.5,14,49,0,87,23,36
2006,10.049,412.1,18,61,1,84,25,23
2007,10.4,665.7,6,42,0,50,12,11
2008,9.943,450.0,10,42,0,74,10,10
2009,9.51,603.3,3,45,0,84,25,33
2010,8.041,609.1,12,38,1,108,60,93
2011,9.99,425.3,3,53,0,88,19,15
2012,9.62,462.1,10,47,0,67,21,25
2013,9.093,565.7,12,44,0,99,28,50
2014,10.677,517.3,8,37,0,54,13,20
2015,10.454,421.3,21,51,1,73,4,7
2016,10.153,455.1,20,57,0,69,14,8
2017,10.188,574.8,8,41,0,65,17,1
2018,11.213,272.6,37,91,1,66,13,9
2019,11.045,399.0,26,71,0,61,7,6
2020,11.081,375.4,16,60,0,46,2,0
2021,9.648,529.1,7,51,0,81,15,19
2022,10.967,405.9,24,72,0,61,10,18
2023,11.232,613.8,10,68,1,57,6,11
2024,13.143,477.5,21,63,0,29,8,4
