year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1879,8.867,631.1,1,19,0,82,19,0
1880,9.157,513.2,2,28,0,79,29,0
1881,8.428,564.6,9,37,0,89,24,0
1882,9.361,592.5,0,24,0,63,9,0
1883,8.941,431.3,3,32,0,83,17,0
1884,9.922,433.9,6,41,0,50,1,0
1885,9.35,548.5,2,39,0,74,16,0
1886,9.329,507.2,6,43,0,82,32,0
1887,8.173,408.1,3,39,0,99,36,0
1888,8.237,760.3,3,23,0,82,27,0
1889,8.774,730.5,3,31,1,88,35,0
1890,9.123,634.2,3,20,0,75,18,0
1891,8.77,478.4,2,23,1,85,27,0
1892,9.301,596.9,10,40,0,107,22,0
1893,9.332,482.7,7,42,0,87,26,0
1894,9.416,617.7,4,21,0,68,17,0
1895,8.477,684.5,5,40,0,87,43,0
1896,9.021,750.7,1,14,0,67,14,0
1897,9.724,702.8,1,28,0,56,17,0
1898,8.97,503.7,3,28,0,87,34,0
1899,8.83,477.6,1,19,0,66,7,0
1900,9.566,683.4,6,32,0,90,8,0
1901,9.159,612.1,1,29,0,93,30,44
1902,9.484,611.3,1,27,0,73,5,15
1903,10.14,520.6,0,23,0,80,11,20
1904,10.198,459.6,7,38,0,84,20,31
1915,9.62,621.8,3,26,0,69,14,41
1916,10.142,581.4,0,20,0,42,2,17
1917,9.157,556.3,4,40,0,84,31,64
1918,9.788,493.2,2,18,0,59,14,17
1919,9.075,458.4,2,31,0,61,19,44
1920,10.659,478.5,2,27,0,60,2,12
1921,11.135,394.9,15,50,0,61,3,5
1922,8.744,739.9,2,28,0,70,26,55
1923,10.172,503.0,6,33,0,46,8,26
1924,8.877,712.0,1,22,0,73,32,51
1925,9.895,551.3,2,25,0,47,10,15
1926,10.199,661.0,0,24,0,43,9,14
1927,10.074,736.6,1,20,0,48,4,25
1928,10.149,510.0,8,40,0,60,3,12
1929,8.581,404.4,7,44,0,85,52,74
1930,10.187,592.9,5,33,0,59,8,15
1931,8.785,621.9,0,34,0,84,21,55
1932,9.719,480.7,7,39,0,75,16,20
1933,9.416,515.6,6,22,1,74,24,30
1934,10.742,433.1,2,40,0,59,11,31
1935,9.811,688.5,4,46,0,67,22,46
1936,9.883,770.7,1,23,0,62,8,20
1937,9.785,627.2,4,40,0,68,7,29
