year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1937;8.47;8;58;0;24
1938;null;null;null;null;null
1939;null;null;null;null;null
1940;null;null;null;null;null
1941;null;null;null;null;null
1942;null;null;null;null;null
1943;null;null;null;null;null
1944;7.54;13;45;0;37
1945;null;null;null;null;null
1946;null;null;null;null;null
1947;null;null;null;null;null
1948;null;null;null;null;null
1949;null;null;null;null;null
1950;null;null;null;null;null
1951;null;null;null;null;null
1952;null;null;null;null;null
1953;null;null;null;null;null
1954;null;null;null;null;null
1955;null;null;null;null;null
1956;null;null;null;null;null
1957;null;null;null;null;null
1958;null;null;null;null;null
1959;8.06;4;45;0;17
1960;7.62;5;32;0;26
1961;8.62;14;56;0;25
1962;6.62;9;46;0;47
1963;6.87;8;39;0;44
1964;7.69;5;45;0;47
1965;7.16;7;28;0;28
1966;7.75;5;38;0;37
1967;8.07;5;42;0;28
1968;7.47;6;30;0;26
1969;7.29;7;46;0;48
1970;7.25;7;42;0;32
1971;7.49;9;49;0;33
1972;7.37;8;35;0;33
1973;7.72;13;52;0;31
1974;7.91;12;45;0;7
1975;7.82;3;43;0;23
1976;7.7;8;46;0;30
1977;8.33;4;35;0;28
1978;null;null;null;null;null
1979;null;null;null;null;null
1980;null;null;null;null;null
1981;null;null;null;null;null
1982;8.04;6;63;0;17
1983;null;null;null;null;null
1984;7.92;5;30;1;26
1985;8.02;5;41;0;41
1986;8.26;2;47;0;34
1987;2.19;0;0;0;25
1988;8.19;3;34;0;18
1989;8.42;1;28;0;8
1990;8.23;2;41;0;27
1991;7.94;7;56;0;20
1992;8.34;14;48;0;18
1993;8.11;5;43;0;24
1994;9.19;9;57;0;16
1995;7.8;7;41;0;27
1996;7.55;4;33;0;21
1997;8.55;0;43;0;14
1998;8.34;8;43;0;26
1999;8.3;4;40;0;32
2000;8.73;3;42;0;16
2001;8.33;5;40;0;26
2002;9.23;8;47;0;10
2003;9.04;33;83;0;27
2004;8.21;4;38;0;21
2005;7.83;11;41;0;46
2006;8.49;10;48;0;34
2007;9.04;8;47;0;16
2008;9.43;16;63;0;12
2009;9.36;18;73;0;21
2010;8.68;23;53;0;35
2011;10.11;22;83;0;13
2012;9.48;23;74;0;27
2013;9.38;25;69;0;13
2014;10.55;11;47;0;4
2015;10.39;38;74;0;5
2016;9.95;15;67;0;6
2017;9.7;27;78;0;23
2018;10.44;22;92;0;12
2019;10.02;26;70;1;11
2020;10.02;18;69;0;5
2021;9.11;17;62;0;22
2022;null;25;59;0;0
