year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1937;8.23;2;23;0;39
1938;7.61;1;23;0;26
1939;7.08;0;15;0;38
1940;5.11;0;9;0;79
1941;5.91;1;21;0;51
1942;6.2;0;32;0;63
1943;7.46;5;26;0;33
1944;6.67;0;29;0;49
1945;null;null;null;null;null
1946;6.87;2;33;0;51
1947;7.1;13;56;0;59
1948;7.48;3;22;0;36
1949;7.77;3;27;0;23
1950;7.64;8;37;0;44
1951;null;null;null;null;null
1952;null;null;null;null;null
1953;null;null;null;null;null
1954;null;null;null;null;null
1955;6.3;0;9;0;59
1956;5.51;1;20;0;64
1957;7.01;7;21;0;28
1958;7.07;4;33;0;34
1959;6.96;1;24;0;30
1960;6.82;0;18;0;39
1961;7.42;6;33;0;38
1962;5.9;5;32;0;55
1963;6.03;2;23;0;78
1964;6.39;3;34;0;64
1965;6.23;3;15;0;49
1966;7.48;2;15;0;33
1967;7.62;3;34;0;33
1968;6.81;1;24;0;50
1969;6.31;3;29;0;66
1970;6.58;0;30;0;50
1971;7;6;34;0;37
1972;6.44;2;23;0;51
1973;6.98;2;30;0;39
1974;8.01;4;20;0;13
1975;7.9;0;24;0;20
1976;7.04;5;28;0;46
1977;7.74;0;23;0;40
1978;6.7;0;11;0;49
1979;7.27;0;32;0;29
1980;6.5;1;15;0;44
1981;7.6;2;36;0;49
1982;7.2;0;30;0;39
1983;7.64;4;46;0;36
1984;6.59;2;14;0;41
1985;6.27;2;29;0;57
1986;6.92;2;38;0;54
1987;6.49;0;29;0;55
1988;7.72;4;31;0;21
1989;7.84;1;23;0;26
1990;7.99;4;40;0;26
1991;6.8;3;28;0;35
1992;8.12;15;44;0;23
1993;7.32;4;35;0;39
1994;8.8;17;52;0;21
1995;7.69;2;41;0;40
1996;5.87;1;29;0;69
1997;7.31;0;38;0;29
1998;8.2;12;47;0;36
1999;8.34;4;29;0;27
2000;null;null;null;null;null
2001;7.96;7;43;0;38
2002;8.63;5;43;0;30
2003;7.83;21;65;0;46
2004;7.64;1;33;0;40
2005;7.87;4;29;0;54
2006;8.4;7;44;0;43
2007;9.32;10;51;0;24
2008;9.17;1;46;0;12
2009;8.82;5;39;0;37
2010;7.55;15;35;0;68
2011;9.06;9;50;0;31
2012;8.95;14;58;0;33
2013;8.44;15;41;1;37
2014;9.83;6;30;0;19
2015;10.14;33;60;2;8
2016;9.34;4;58;0;22
2017;9.38;16;63;2;33
2018;10.04;14;72;0;33
2019;10.06;15;62;1;15
2020;9.75;3;47;0;9
2021;8.83;6;48;0;25
2022;null;13;52;0;3
