year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1931,5.525,1155.9,0,7,3,132,66,0
1932,6.31,1128.6,1,15,0,140,35,7
1933,5.392,921.4,0,6,0,143,58,0
1934,7.507,887.6,0,6,0,103,17,10
1935,5.841,1354.4,0,6,0,139,58,105
1936,6.107,1162.1,0,2,0,139,33,67
1937,6.221,1204.4,0,8,0,123,50,123
1938,6.321,1226.7,0,7,0,106,36,81
1939,5.891,1406.4,0,5,0,130,53,117
1940,5.785,1080.6,0,0,0,82,52,66
1941,5.074,1424.1,0,11,0,163,46,130
1942,5.018,1128.9,0,10,0,138,67,52
1943,6.748,1115.0,4,16,0,135,51,45
1944,6.134,1501.0,2,14,0,124,58,0
1946,7.047,525.2,0,8,0,49,24,35
1947,6.024,1393.1,2,33,0,135,73,123
1948,6.96,1262.4,0,13,0,96,33,69
1949,7.002,1144.5,0,14,0,109,25,111
1950,6.146,1401.7,0,12,0,116,42,104
1951,6.435,1205.1,0,4,0,116,26,104
1952,5.259,1348.9,1,11,0,147,72,158
1953,7.162,870.1,0,16,0,93,38,75
1954,5.381,1506.0,0,6,0,131,50,106
1955,5.303,1370.7,0,7,0,137,59,112
1956,4.495,1574.5,0,2,0,134,72,114
1957,6.359,1373.1,2,11,0,109,29,81
1958,5.75,1424.4,0,3,0,128,53,134
1959,7.314,661.8,2,12,0,106,30,64
1960,6.021,1302.6,0,2,0,110,48,84
1961,6.632,1574.9,0,10,0,97,34,89
1962,4.57,1308.0,0,1,0,142,59,130
1963,5.09,983.8,0,6,0,127,76,100
1964,5.899,936.1,0,14,0,130,57,90
1965,5.138,1525.8,0,0,0,144,65,135
1966,6.17,1491.1,0,4,0,116,56,119
1967,6.614,1507.1,0,7,0,122,34,105
1968,5.911,995.3,0,5,0,134,62,102
1969,5.593,1139.1,0,14,0,143,80,144
1970,5.397,1674.5,0,4,0,137,65,133
1971,6.47,816.4,1,12,0,121,38,93
1972,5.761,922.9,0,8,0,121,39,71
1973,6.069,1114.3,0,8,0,149,38,140
1974,6.338,1489.9,0,4,0,96,15,86
1975,6.937,901.2,0,12,0,117,19,88
1976,6.195,939.6,2,13,0,131,56,120
1977,6.299,1298.8,0,3,0,106,35,107
1978,5.4,1327.5,0,4,0,118,55,113
1979,5.224,1072.2,0,7,0,149,59,147
1980,5.153,1500.3,0,3,0,142,52,151
1981,5.793,1844.5,0,6,0,137,69,128
1982,7.024,1034.3,0,15,0,121,23,122
1983,6.93,1300.0,0,21,0,114,37,115
1984,5.542,1302.7,0,4,0,141,51,121
1985,5.128,1137.1,0,3,0,137,67,129
1986,5.501,1547.8,0,11,0,122,60,125
1987,4.899,1336.6,0,3,0,123,69,125
1988,6.502,1490.6,0,1,0,116,34,119
1989,7.544,1042.6,1,11,0,102,10,45
1990,7.072,1361.9,1,12,0,100,29,80
1991,6.04,1062.0,0,7,0,128,35,98
1992,6.923,1357.3,3,13,0,127,20,124
1993,5.991,1585.2,0,3,0,132,44,116
1994,6.966,1715.8,4,25,0,109,30,100
1995,6.314,1375.1,0,21,0,139,48,128
1996,4.567,929.6,0,7,0,148,77,140
1997,6.425,1290.8,0,11,0,143,32,95
1998,6.392,1770.8,1,8,0,98,40,85
1999,6.93,1328.7,0,9,0,110,47,65
2000,6.524,1279.4,0,6,0,109,43,0
2001,6.168,1717.0,0,13,0,148,63,0
2002,6.999,1700.5,0,10,0,108,42,0
2003,7.113,1121.2,4,26,0,127,34,0
2004,6.435,1524.8,0,11,0,118,40,0
2005,6.614,1321.1,0,18,0,130,63,0
2006,7.453,1307.2,4,23,0,115,47,0
2007,7.466,2018.2,2,7,0,92,16,1
2008,7.003,1356.6,0,13,0,101,28,40
2009,6.824,1170.2,0,6,0,113,37,109
2010,5.38,1053.8,3,14,0,140,84,124
2011,7.536,1054.2,0,6,0,107,27,59
2012,6.667,1141.6,2,12,0,98,38,98
2013,6.168,1127.0,2,17,0,124,61,112
2014,8.064,1142.4,0,9,0,83,24,33
2015,7.487,1312.8,2,20,0,110,19,90
2016,7.293,1044.6,2,16,0,114,25,64
2017,7.198,1591.5,0,8,0,112,33,101
2018,8.235,913.2,6,36,0,107,43,80
2019,8.076,1227.8,4,26,0,95,19,61
2020,8.177,1209.4,2,16,0,90,7,30
2021,6.937,932.3,0,5,0,119,35,88
2022,8.447,1099.3,4,27,1,98,24,84
2023,8.329,1749.8,1,20,0,89,25,72
2024,3.099,532.6,0,0,0,35,12,18
