year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1946,8.33,652.2,2,14,0,85,28,49
1947,7.59,404.9,17,47,0,103,52,71
1948,9.078,477.2,4,20,0,74,13,31
1949,8.902,445.3,1,27,0,81,12,47
1950,8.405,490.1,1,22,0,72,15,36
1951,8.028,530.1,0,18,0,106,14,39
1952,7.909,656.9,2,22,0,93,16,57
1953,8.869,450.6,2,26,0,93,26,52
1954,7.197,553.7,1,10,0,104,39,50
1955,6.839,743.2,0,8,0,107,44,75
1956,6.329,637.5,0,5,0,108,41,64
1957,8.531,547.5,5,16,0,82,7,27
1958,7.845,735.7,0,12,0,96,22,81
1959,9.076,329.9,3,30,0,87,14,32
1960,7.967,642.1,0,7,0,73,23,38
1961,9.101,631.4,2,20,0,51,9,40
1962,7.179,449.9,0,10,0,79,22,46
1963,6.932,375.5,4,16,0,92,51,73
1964,7.725,405.3,9,35,0,96,27,54
1965,7.322,590.3,0,8,0,100,26,71
1966,8.596,626.8,1,21,0,66,29,55
1967,9.013,611.0,0,19,0,71,10,26
1968,8.359,521.5,1,16,0,81,19,60
1969,7.873,571.1,2,24,0,98,33,76
1970,7.186,713.6,0,11,0,103,35,104
1971,8.159,383.5,2,21,0,91,17,47
1972,7.426,580.2,0,12,0,87,24,51
1973,8.234,426.4,1,20,0,101,6,42
1974,8.181,566.5,2,7,0,68,6,6
1975,9.12,506.5,3,25,0,70,2,20
1976,8.245,356.1,4,29,0,89,31,54
1977,8.443,648.4,0,4,0,76,15,37
1978,7.613,398.5,0,9,0,88,24,55
1979,7.056,363.3,0,10,0,104,40,77
1980,7.156,439.2,0,5,0,104,23,47
1981,8.195,585.6,0,8,0,86,32,64
1982,8.854,298.4,0,30,0,81,16,31
1983,9.124,475.0,0,26,0,63,16,41
1984,7.399,579.1,1,8,0,89,25,74
1985,7.09,390.0,0,6,0,90,40,60
1986,7.097,560.5,1,16,0,75,43,71
1987,6.45,525.1,0,7,0,88,46,80
1988,8.833,441.9,0,15,0,68,10,48
1989,9.706,374.2,1,23,0,49,0,4
1990,9.48,435.7,2,17,0,44,5,11
1991,7.959,309.8,2,18,0,95,36,23
1992,8.587,459.0,3,25,0,102,39,0
1993,7.178,455.7,0,5,0,109,52,0
1994,8.476,642.6,9,28,0,74,24,0
1995,8.744,484.5,1,29,0,67,12,0
1996,6.476,435.6,0,10,0,108,49,1
1997,8.623,496.5,0,17,0,94,20,29
1998,9.124,606.9,4,18,0,52,13,22
1999,9.449,423.9,2,27,0,61,18,25
2000,9.551,475.3,4,14,0,58,7,16
2001,8.928,517.4,3,22,0,74,18,0
2002,9.348,612.8,2,19,0,70,10,17
2003,8.828,334.2,9,43,0,102,28,35
2004,8.622,410.9,0,15,0,78,21,0
2005,8.867,423.7,1,26,0,88,32,0
2006,8.889,378.0,8,35,0,89,39,0
2007,9.723,751.0,2,19,0,63,5,0
2008,9.266,538.4,3,19,0,64,8,0
2009,8.707,501.1,1,22,0,86,22,56
2010,7.605,536.9,5,21,0,97,45,74
2011,9.31,373.4,0,19,0,88,20,35
2012,8.772,525.7,4,21,0,73,18,22
2013,8.007,559.3,6,24,0,91,52,83
2014,10.091,628.9,3,23,0,56,10,16
2015,9.06,490.5,14,32,0,96,7,27
2016,9.588,462.2,8,36,0,74,14,26
2017,9.411,490.5,2,22,0,78,20,41
2018,10.31,318.2,13,55,0,76,22,23
2019,10.319,445.6,13,39,0,67,8,19
2020,10.309,516.6,8,25,0,58,1,3
2021,9.002,501.5,3,21,0,89,24,48
2022,10.447,443.3,9,44,0,66,1,11
2023,10.447,604.9,5,39,0,63,11,19
2024,10.962,638.3,4,37,0,52,11,16
