year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1901,8.531,784.0,9,41,0,91,24,23
1902,8.536,578.4,14,36,0,85,16,20
1903,9.227,669.5,5,34,0,77,11,9
1904,9.348,750.5,12,46,0,79,16,13
1905,9.16,594.2,10,54,1,84,9,20
1906,9.197,826.0,10,32,0,84,14,25
1907,8.864,674.4,1,20,0,75,18,34
1908,8.316,667.8,6,40,0,97,19,28
1909,8.335,625.9,2,23,0,109,16,25
1910,9.138,853.0,0,21,0,72,3,15
1911,9.892,563.5,24,63,0,73,9,22
1912,8.893,667.4,7,26,0,67,9,8
1913,9.505,686.9,0,22,0,59,6,13
1914,9.235,764.7,4,36,0,67,17,23
1915,9.309,656.0,5,36,0,70,7,22
1916,9.727,725.2,0,22,0,58,0,7
1917,8.316,675.7,5,41,0,105,36,30
1918,9.418,657.0,5,23,1,68,9,17
1919,8.337,792.3,3,37,0,95,20,21
1920,9.631,850.3,1,17,0,89,10,2
1921,10.113,454.6,9,47,1,79,16,0
1922,8.692,921.8,3,27,0,74,21,44
1923,9.475,789.5,8,28,0,54,8,24
1924,8.755,698.6,2,18,0,95,25,18
1925,9.293,724.6,4,22,0,69,14,30
1926,9.99,603.6,0,27,0,52,11,8
1927,9.434,798.9,0,21,0,64,12,7
1928,9.945,670.5,7,30,0,63,9,7
1929,9.113,567.9,9,43,0,101,43,58
1930,10.274,857.9,4,28,0,59,2,3
1931,8.978,770.8,0,31,0,94,20,34
1932,9.402,761.0,7,38,0,99,10,17
1933,9.155,578.9,7,25,0,97,27,8
1934,10.786,482.1,5,35,0,56,6,28
1935,9.918,733.9,6,40,2,62,18,21
1936,9.76,834.9,1,20,0,59,6,4
1937,9.952,747.4,11,54,0,60,7,3
1938,9.593,682.3,9,41,0,73,20,27
1939,9.71,963.3,3,36,0,67,10,14
1940,7.471,756.9,0,27,0,111,54,60
1941,7.955,895.8,5,24,0,113,30,41
1942,8.341,638.3,5,39,0,110,36,65
1943,9.552,637.7,12,34,0,107,17,16
1944,8.783,586.9,9,37,1,104,13,22
1950,8.365,356.6,1,9,0,40,19,20
1951,9.408,637.4,3,29,0,69,5,10
1952,1.903,196.6,0,0,0,54,9,35
1954,8.359,690.9,6,26,0,105,24,12
1955,7.974,687.7,2,25,0,124,20,43
1956,7.411,629.9,1,18,0,109,36,40
1957,8.973,679.4,8,29,1,99,8,15
1958,8.748,884.7,2,34,0,87,9,32
1959,9.538,562.9,12,62,0,97,5,13
1960,9.127,744.8,2,21,0,79,14,15
1961,9.47,725.0,10,36,0,76,13,9
1962,7.786,569.0,6,36,0,105,15,22
1963,7.56,600.6,6,32,0,114,60,66
1964,8.845,520.9,18,53,0,98,24,30
1965,8.228,1058.1,3,21,0,104,12,37
1966,9.215,901.4,5,29,0,67,14,1
1967,9.197,883.7,11,37,0,81,15,15
1968,8.776,1010.7,2,16,0,97,24,35
1969,8.399,767.4,7,44,0,100,37,62
1970,8.52,790.6,1,34,0,99,25,68
1971,9.33,434.0,13,45,0,91,17,31
1972,8.677,533.8,5,24,0,81,16,8
1973,9.241,540.9,13,51,0,103,5,19
1974,9.884,677.0,4,34,0,34,1,1
1975,9.692,633.0,10,44,0,72,2,6
1976,9.604,463.0,19,62,0,79,18,21
1977,9.632,620.6,2,28,0,53,7,12
1978,8.663,754.8,2,19,0,77,21,27
1979,8.964,681.5,4,30,0,78,17,43
1980,8.863,703.3,2,26,0,83,18,15
1981,9.199,802.5,4,34,0,90,15,43
1982,9.925,699.8,17,60,0,72,18,26
1983,9.716,613.3,19,59,0,82,17,8
1984,8.892,659.2,10,35,0,71,0,13
1985,8.604,536.9,4,39,0,103,40,58
1986,9.228,842.4,7,42,0,79,27,41
1987,8.889,770.9,7,37,2,85,26,34
1988,10.308,739.3,6,42,0,61,2,11
1989,10.546,641.5,10,61,1,66,3,1
1990,10.744,718.4,16,51,1,54,4,10
1991,9.567,483.9,14,57,2,84,14,16
1992,10.563,706.2,17,59,2,56,8,1
1993,10.066,744.5,6,49,0,71,19,0
1994,9.647,424.3,3,18,0,30,1,8
1998,6.263,396.7,0,0,0,35,9,23
1999,9.571,897.2,6,45,0,77,12,26
2000,1.616,36.6,0,0,0,15,2,0
2005,11.769,500.5,18,52,0,45,6,20
2006,10.534,725.7,20,66,0,88,13,20
2007,10.604,753.3,7,51,0,56,7,4
2008,10.142,698.0,8,45,0,83,4,10
2009,10.197,755.9,7,49,0,81,16,27
2010,9.009,886.5,16,47,0,99,39,71
2011,10.793,613.8,9,57,0,71,8,13
2012,10.119,735.1,10,51,0,68,17,17
2013,9.729,782.4,13,53,0,89,17,31
2014,11.327,710.4,7,48,0,48,2,8
2015,10.913,487.6,26,60,5,74,2,7
2016,10.228,765.2,14,58,0,69,5,2
2017,10.522,766.3,18,58,0,73,13,15
2018,11.326,666.9,25,99,0,65,10,8
2019,10.956,678.9,32,75,0,75,3,7
2020,11.448,640.2,20,75,0,55,0,3
2021,9.951,702.1,9,55,0,83,5,12
2022,11.674,784.0,38,90,0,58,8,3
2023,11.726,890.0,20,84,0,59,3,4
2024,2.651,108.3,0,0,0,22,7,4
