endDate;heatDays;summerDays;tropicalNights;iceDays
1901-08-31;null;null;null;null
1902-08-31;null;null;null;null
1903-08-31;null;null;null;null
1904-08-31;null;null;null;null
1905-08-31;null;null;null;null
1906-08-31;null;null;null;null
1907-08-31;null;null;null;null
1908-08-31;null;null;null;null
1909-08-31;null;null;null;null
1910-08-31;null;null;null;null
1911-08-31;null;null;null;null
1912-08-31;null;null;null;null
1913-08-31;null;null;null;null
1914-08-31;null;null;null;null
1915-08-31;null;null;null;null
1916-08-31;null;null;null;null
1917-08-31;null;null;null;null
1918-08-31;null;null;null;null
1919-08-31;null;null;null;null
1920-08-31;null;null;null;null
1921-08-31;null;null;null;null
1922-08-31;null;null;null;null
1923-08-31;null;null;null;null
1924-08-31;null;null;null;null
1925-08-31;null;null;null;null
1926-08-31;null;null;null;null
1927-08-31;null;null;null;null
1928-08-31;null;null;null;null
1929-08-31;null;null;null;null
1930-08-31;null;null;null;null
1931-08-31;2;46;0;18
1932-08-31;2;39;1;24
1933-08-31;1;19;0;31
1934-08-31;5;43;0;13
1935-08-31;9;51;0;24
1936-08-31;3;32;0;6
1937-08-31;2;49;2;19
1938-08-31;null;null;null;null
1939-08-31;null;null;null;null
1940-08-31;null;null;null;null
1941-08-31;null;null;null;null
1942-08-31;null;null;null;null
1943-08-31;10;36;1;23
1944-08-31;8;38;0;27
1945-08-31;null;null;null;null
1946-08-31;0;0;0;0
1947-08-31;0;0;0;0
1948-08-31;0;0;0;0
1949-08-31;9;37;0;14
1950-08-31;16;61;0;18
1951-08-31;7;46;0;9
1952-08-31;14;57;0;14
1953-08-31;8;55;0;16
1954-08-31;8;30;0;33
1955-08-31;3;42;0;21
1956-08-31;1;38;0;35
1957-08-31;14;43;2;12
1958-08-31;6;45;0;12
1959-08-31;4;44;0;19
1960-08-31;1;34;0;20
1961-08-31;8;34;1;13
1962-08-31;4;37;0;17
1963-08-31;8;44;1;43
1964-08-31;3;48;0;26
1965-08-31;1;19;2;22
1966-08-31;1;32;0;19
1967-08-31;8;45;0;13
1968-08-31;5;43;0;15
1969-08-31;7;47;2;19
1970-08-31;3;39;1;22
1971-08-31;20;59;0;25
1972-08-31;15;41;2;19
1973-08-31;6;56;0;11
1974-08-31;0;0;0;0
1975-08-31;0;40;0;1
1976-08-31;7;46;0;6
1977-08-31;2;34;0;10
1978-08-31;0;30;0;13
1979-08-31;6;40;0;20
1980-08-31;2;26;0;19
1981-08-31;5;39;1;20
1982-08-31;5;47;1;25
1983-08-31;11;58;3;9
1984-08-31;4;28;1;11
1985-08-31;6;45;1;30
1986-08-31;7;59;1;26
1987-08-31;4;42;0;35
1988-08-31;10;47;1;2
1989-08-31;4;41;2;6
1990-08-31;6;49;0;14
1991-08-31;4;48;1;12
1992-08-31;19;66;4;3
1993-08-31;7;51;0;18
1994-08-31;27;60;6;5
1995-08-31;13;54;1;13
1996-08-31;4;42;0;32
1997-08-31;4;52;0;18
1998-08-31;12;57;1;9
1999-08-31;8;44;1;15
2000-08-31;17;62;2;11
2001-08-31;14;54;0;10
2002-08-31;13;64;2;15
2003-08-31;29;88;3;17
2004-08-31;7;45;1;10
2005-08-31;10;44;1;13
2006-08-31;18;52;6;28
2007-08-31;14;72;3;2
2008-08-31;12;58;1;1
2009-08-31;8;55;1;18
2010-08-31;19;48;3;26
2011-08-31;13;63;2;12
2012-08-31;19;66;6;15
2013-08-31;22;60;10;16
2014-08-31;11;51;1;2
2015-08-31;38;68;14;0
2016-08-31;7;63;3;8
2017-08-31;22;74;4;20
2018-08-31;34;92;9;7
2019-08-31;25;74;8;7
2020-08-31;14;58;2;1
2021-08-31;13;60;4;9
2022-08-31;20;75;4;0
2023-08-31;30;59;7;0
