year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1960;6.26;0;1;0;37
1961;7.1;0;7;0;39
1962;5.2;0;9;0;63
1963;5.64;0;3;0;64
1964;6.09;0;5;0;56
1965;5.4;0;8;0;62
1966;6.59;0;5;0;53
1967;6.67;0;7;0;52
1968;6.28;0;7;0;50
1969;5.84;0;4;0;71
1970;5.98;0;4;0;57
1971;6.68;0;12;0;34
1972;5.95;0;6;0;48
1973;6.07;0;1;0;49
1974;6.59;0;5;0;20
1975;6.86;0;1;0;23
1976;6.38;0;5;0;51
1977;7.06;0;0;0;30
1978;5.86;0;0;0;52
1979;6.37;0;0;0;46
1980;5.64;0;4;0;58
1981;6.73;0;3;0;60
1982;7.11;0;2;0;35
1983;7.56;2;14;0;41
1984;5.95;0;4;0;48
1985;6.35;0;5;0;56
1986;6.18;0;5;0;56
1987;5.79;0;2;0;54
1988;6.32;0;6;0;31
1989;6.97;0;0;0;20
1990;6.78;0;0;0;33
1991;5.67;0;2;0;49
1992;7.23;0;15;0;21
1993;6.5;0;7;0;47
1994;7.68;0;12;0;26
1995;6.45;0;2;0;36
1996;5.54;0;2;0;58
1997;6.82;0;0;0;27
1998;6.64;0;13;0;51
1999;6.76;0;3;0;35
2000;7.62;0;9;0;23
2001;6.86;0;9;0;38
2002;7.44;0;9;0;25
2003;7.09;0;32;0;42
2004;6.22;0;4;0;43
2005;5.88;0;9;0;66
2006;6.78;0;18;0;48
2007;7.5;0;10;0;20
2008;7.22;0;4;0;28
2009;7.11;0;5;0;46
2010;6.27;0;11;0;66
2011;7.97;0;12;0;33
2012;7.52;0;17;0;44
2013;7.18;2;17;1;45
2014;8.25;0;3;0;15
2015;8.31;0;23;0;23
2016;7.69;0;3;0;20
2017;7.63;0;18;0;38
2018;8.16;0;12;0;43
2019;8.24;1;15;0;22
2020;8.08;0;4;0;17
2021;7.09;0;10;0;40
2022;8.36;0;17;0;21
2023;null;0;0;0;17
