year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1949;9.5;6;42;0;19
1950;9.35;10;58;2;38
1951;9.44;2;48;0;18
1952;7.92;14;50;1;44
1953;9.18;5;46;1;54
1954;7.69;0;38;0;59
1955;7.92;0;29;0;50
1956;7.24;1;30;0;67
1957;8.62;9;36;3;35
1958;8.68;7;41;0;35
1959;8.74;1;21;0;35
1960;8.41;0;20;0;35
1961;9.29;4;41;0;46
1962;7.61;2;38;0;60
1963;7.53;7;26;1;86
1964;7.91;3;46;1;71
1965;7.52;2;20;1;59
1966;9.01;1;21;0;35
1967;9.19;8;42;3;38
1968;8.62;6;33;0;55
1969;8.3;4;39;1;74
1970;8.16;2;36;0;49
1971;8.89;9;42;0;40
1972;8.29;3;28;1;46
1973;8.34;3;40;0;40
1974;9.11;5;25;3;10
1975;9.17;0;36;0;16
1976;8.4;7;31;1;41
1977;8.9;0;34;0;44
1978;7.82;0;23;0;61
1979;8.57;3;38;0;38
1980;7.4;0;21;0;47
1981;8.84;2;37;0;43
1982;8.99;1;37;0;42
1983;9.71;8;62;4;45
1984;8.31;4;17;0;43
1985;7.83;4;35;0;61
1986;8.51;4;45;1;61
1987;8.03;2;34;0;54
1988;9.28;12;37;3;21
1989;9.65;2;32;0;29
1990;9.74;6;42;0;29
1991;8.67;4;42;4;34
1992;10.04;23;54;10;22
1993;9.15;9;45;1;43
1994;10.42;22;56;12;20
1995;9.06;6;48;1;38
1996;7.51;0;26;0;62
1997;null;null;null;null;null
1998;null;null;null;null;null
1999;9.3;2;25;0;35
2000;10.34;13;47;5;27
2001;9.07;4;39;0;45
2002;9.8;3;46;2;38
2003;9.58;21;71;4;48
2004;8.88;2;37;1;44
2005;8.76;3;24;2;58
2006;9.28;9;36;7;49
2007;10.37;11;55;3;27
2008;10.02;1;42;2;16
2009;9.63;3;46;3;45
2010;8.42;5;37;6;62
2011;9.88;6;44;3;38
2012;9.97;14;65;5;34
2013;9.17;15;43;10;44
2014;10.65;3;36;3;19
2015;10.81;28;58;19;8
2016;10.08;1;47;2;26
2017;10.16;15;64;5;35
2018;11.12;20;81;8;40
2019;11.06;14;62;5;20
2020;10.64;9;54;1;19
2021;9.74;10;59;3;31
2022;null;15;41;5;5
