endDate;heatDays;summerDays;tropicalNights;iceDays
1949-08-30;6;37;0;16
1950-08-30;10;54;2;25
1951-08-30;2;37;0;13
1952-08-30;14;48;1;29
1953-08-30;5;40;1;39
1954-08-30;0;27;0;47
1955-08-30;0;25;0;43
1956-08-30;0;26;0;45
1957-08-30;9;35;3;18
1958-08-30;7;37;0;27
1959-08-30;1;21;0;29
1960-08-30;0;20;0;26
1961-08-30;4;29;0;22
1962-08-30;2;34;0;32
1963-08-30;7;26;1;60
1964-08-30;3;42;1;49
1965-08-30;2;20;1;44
1966-08-30;1;21;0;24
1967-08-30;8;37;3;21
1968-08-30;6;33;0;27
1969-08-30;4;39;1;46
1970-08-30;2;33;0;36
1971-08-30;9;41;0;30
1972-08-30;3;28;1;32
1973-08-30;1;33;0;29
1974-08-30;5;23;3;7
1975-08-30;0;33;0;2
1976-08-30;7;30;1;27
1977-08-30;0;28;0;25
1978-08-30;0;20;0;34
1979-08-30;3;33;0;32
1980-08-30;0;21;0;30
1981-08-30;2;37;0;28
1982-08-30;1;29;0;38
1983-08-30;8;56;4;23
1984-08-30;4;15;0;26
1985-08-30;4;32;0;45
1986-08-30;4;42;1;45
1987-08-30;1;25;0;46
1988-08-30;12;36;3;8
1989-08-30;2;30;0;11
1990-08-30;5;40;0;14
1991-08-30;4;37;4;23
1992-08-30;21;52;9;10
1993-08-30;9;44;1;25
1994-08-30;22;51;12;9
1995-08-30;6;48;1;18
1996-08-30;0;26;0;47
1997-08-30;1;40;0;26
1998-08-30;0;0;0;0
1999-08-30;2;22;0;20
2000-08-30;13;46;5;18
2001-08-30;4;39;0;21
2002-08-30;3;44;2;16
2003-08-30;21;66;4;39
2004-08-30;2;35;1;34
2005-08-30;3;23;2;37
2006-08-30;9;35;7;47
2007-08-30;11;55;3;4
2008-08-30;1;36;2;11
2009-08-30;3;42;3;36
2010-08-30;5;37;6;41
2011-08-30;6;37;3;29
2012-08-30;14;58;5;23
2013-08-30;15;43;10;35
2014-08-30;3;36;3;14
2015-08-30;24;51;18;8
2016-08-30;1;37;1;14
2017-08-30;15;61;5;30
2018-08-30;20;73;8;28
2019-08-30;12;57;5;15
2020-08-30;9;48;0;11
2021-08-30;10;55;3;20
2022-08-30;21;57;9;5
2023-08-30;16;53;7;11
