year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1973;9.5;4;62;2;14
1974;10.38;13;50;0;1
1975;10.61;0;69;0;3
1976;9.7;7;46;0;18
1977;10.24;4;55;0;17
1978;8.86;0;38;0;22
1979;9.81;4;62;0;19
1980;8.72;3;43;1;28
1981;9.75;9;60;0;18
1982;10.06;3;79;0;28
1983;10.2;12;79;0;16
1984;9.5;3;42;0;8
1985;9.01;7;60;0;39
1986;9.23;5;68;0;44
1987;9.4;7;59;1;37
1988;10.34;21;60;0;7
1989;10.74;5;63;0;15
1990;10.56;7;61;0;21
1991;9.66;6;68;0;23
1992;null;null;null;null;null
1993;10.33;16;65;0;21
1994;11.64;12;75;1;11
1995;10.42;1;55;0;17
1996;9.31;5;43;0;49
1997;10.18;0;70;0;20
1998;10.94;13;63;3;22
1999;11.6;7;72;0;22
2000;12.24;29;81;1;14
2001;null;null;null;null;null
2002;11.74;10;71;1;23
2003;11.2;54;107;3;19
2004;10.49;10;60;2;16
2005;10.12;8;58;2;22
2006;10.69;21;61;0;28
2007;11.66;19;73;2;14
2008;11.63;8;72;1;9
2009;11.46;9;76;0;22
2010;10.79;18;68;4;26
2011;11.53;17;93;3;15
2012;11.86;36;92;1;18
2013;11.28;28;70;5;12
2014;12.46;10;64;1;13
2015;12.08;33;77;8;3
2016;11.87;19;93;2;17
2017;11.78;42;95;4;25
2018;12.44;31;111;3;13
2019;12.7;41;97;5;4
2020;12.01;21;88;0;11
2021;11.42;30;84;4;6
2022;null;31;103;6;2
