endDate;heatDays;summerDays;tropicalNights;iceDays
1993-08-31;14;56;1;16
1994-08-31;24;61;1;7
1995-08-31;5;56;0;10
1996-08-31;4;39;0;38
1997-08-31;2;50;0;17
1998-08-31;17;57;1;9
1999-08-31;5;41;0;15
2000-08-31;21;66;1;9
2001-08-31;16;59;1;8
2002-08-31;9;54;1;10
2003-08-31;31;84;2;24
2004-08-31;6;46;0;16
2005-08-31;9;54;0;21
2006-08-31;19;53;2;24
2007-08-31;20;73;1;2
2008-08-31;5;58;0;5
2009-08-31;12;69;0;21
2010-08-31;18;54;0;24
2011-08-31;12;60;0;15
2012-08-31;24;67;0;16
2013-08-31;26;63;2;20
2014-08-31;6;54;0;10
2015-08-31;37;69;4;4
2016-08-31;13;62;0;7
2017-08-31;33;77;2;20
2018-08-31;24;87;0;13
2019-08-31;30;75;0;4
2020-08-31;17;60;0;4
2021-08-31;20;71;1;7
2022-08-31;29;87;0;0
2023-08-31;27;65;0;2
