year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1937;7.06;1;19;0;31
1938;6.45;0;24;0;38
1939;6;0;11;0;59
1940;5.15;0;4;0;72
1941;5.53;0;11;0;54
1942;6.09;0;11;0;69
1943;7.04;3;15;0;38
1944;5.46;0;19;0;70
1945;null;null;null;null;null
1946;6.34;0;17;0;54
1947;null;null;null;null;null
1948;null;null;null;null;null
1949;null;null;null;null;null
1950;null;null;null;null;null
1951;null;null;null;null;null
1952;null;null;null;null;null
1953;null;null;null;null;null
1954;null;null;null;null;null
1955;null;null;null;null;null
1956;null;null;null;null;null
1957;6.97;6;18;0;30
1958;6.75;1;35;0;40
1959;7.36;0;14;0;23
1960;6.86;0;13;0;33
1961;7.68;0;34;0;28
1962;5.75;0;27;0;52
1963;5.87;1;18;0;59
1964;6.73;0;32;0;50
1965;6.04;2;17;0;40
1966;6.98;2;20;0;37
1967;7.07;1;24;0;30
1968;6.46;0;14;0;37
1969;6.37;0;24;0;47
1970;6.09;1;26;0;45
1971;6.51;2;29;0;35
1972;6.6;3;20;0;29
1973;6.72;1;41;0;31
1974;7.22;7;30;0;2
1975;7;2;39;0;20
1976;6.85;6;36;0;27
1977;7.59;2;26;0;17
1978;6.62;0;24;0;28
1979;7.32;0;31;0;30
1980;6.19;3;20;0;45
1981;6.77;0;33;0;50
1982;7.17;0;29;0;20
1983;7.51;5;34;0;35
1984;6.39;1;10;0;34
1985;6.07;1;20;0;53
1986;6.45;1;27;0;48
1987;6.54;1;25;0;51
1988;7.43;0;23;0;24
1989;7.56;1;11;0;24
1990;7.29;0;21;0;37
1991;6.49;2;27;0;44
1992;7.64;3;34;0;22
1993;7.29;1;28;0;32
1994;8.9;3;47;0;19
1995;7.26;1;21;0;25
1996;6.37;0;15;0;41
1997;7.95;0;17;0;14
1998;7.51;3;22;0;32
1999;7.47;0;15;0;35
2000;8.3;1;22;0;12
2001;7.5;0;22;0;30
2002;8.4;1;21;0;9
2003;8.06;7;48;0;31
2004;7.36;0;23;0;35
2005;6.92;0;26;0;54
2006;7.82;2;31;0;39
2007;8.25;1;18;0;14
2008;8.27;1;26;0;16
2009;8.02;2;26;0;25
2010;6.83;0;28;0;50
2011;8.64;3;26;0;19
2012;7.92;2;25;0;36
2013;7.36;6;24;0;32
2014;9.04;1;13;0;3
2015;8.84;10;49;0;15
2016;8.62;0;21;0;6
2017;8.29;1;37;0;31
2018;9.2;2;39;0;27
2019;8.86;6;33;0;10
2020;8.93;1;26;0;5
2021;7.69;0;21;0;26
2022;9.39;4;36;0;12
2023;null;0;0;0;14
