year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1905,10.196,704.9,1,33,1,40,6,4
1906,7.827,279.8,6,28,0,128,123,1
1907,9.735,574.6,2,22,0,44,7,29
1908,9.897,530.4,1,28,0,54,10,20
1909,9.436,635.2,1,12,0,63,4,20
1910,10.914,638.4,0,18,0,32,0,10
1911,11.313,395.9,22,57,0,44,2,10
1912,10.082,725.2,5,20,0,34,7,7
1913,10.449,603.4,1,19,0,40,3,6
1914,10.759,741.2,4,44,0,30,13,4
1915,10.039,652.3,2,19,0,47,1,5
1916,7.782,548.4,0,9,0,96,64,10
1917,7.514,475.9,4,31,0,152,151,0
1918,9.988,493.8,3,13,0,75,46,1
1919,9.324,525.7,6,29,0,57,9,13
1920,0.961,156.1,0,0,0,258,249,0
1921,0.0,0.0,0,0,0,305,305,0
1922,0.0,0.0,0,0,0,305,305,0
1923,0.0,0.0,0,0,0,305,305,0
1924,9.656,773.9,1,17,0,76,35,12
1925,5.783,296.9,5,19,0,182,181,0
1926,10.89,765.5,3,24,0,27,8,8
1927,10.621,778.0,0,16,0,24,0,4
1928,10.157,633.3,5,20,0,44,15,3
1929,9.507,437.8,5,38,0,78,26,24
1930,10.743,811.9,4,22,0,41,0,1
1931,9.602,653.2,2,20,0,72,8,10
1932,10.397,751.1,8,38,0,63,6,1
1933,10.66,484.8,3,28,0,49,12,3
1934,11.22,561.1,4,38,0,29,3,0
1935,10.681,682.5,6,31,0,45,6,4
1936,10.475,668.1,4,24,0,36,0,3
1937,10.896,723.5,8,27,1,24,2,7
1938,10.853,600.0,8,28,0,30,2,4
1939,10.74,549.6,3,32,0,26,0,0
1940,10.831,575.2,0,22,0,41,13,17
1948,11.445,801.8,8,31,0,28,5,1
1949,11.726,409.3,9,48,0,40,0,1
1950,11.409,721.2,9,31,0,28,5,2
1951,10.82,678.8,1,31,0,28,0,4
1952,10.96,692.0,7,26,0,34,0,3
1953,10.859,406.1,3,27,0,44,9,5
1954,10.009,701.4,1,14,0,46,13,6
1955,9.951,611.9,1,30,0,71,13,32
1956,9.097,844.3,0,10,0,59,24,31
1957,11.393,852.3,8,20,1,29,2,3
1958,10.737,759.7,0,23,0,56,0,16
1959,12.016,379.0,6,51,0,39,7,14
1960,11.027,740.8,0,15,0,35,7,16
1961,11.821,812.2,4,25,0,16,3,2
1962,9.898,583.4,0,6,0,43,3,9
1963,9.441,534.3,2,16,0,67,35,65
1964,10.614,540.2,6,36,0,52,6,4
1965,10.265,642.0,0,10,0,45,2,5
1966,11.053,847.8,6,23,0,42,13,13
1967,11.584,626.4,3,23,0,18,3,5
1968,10.986,688.3,3,22,0,43,4,5
1969,11.226,478.1,7,37,2,45,6,17
1970,10.483,725.6,2,33,0,54,8,23
1971,10.895,553.0,2,27,0,33,11,14
1972,10.076,682.3,4,12,0,25,6,1
1973,10.501,496.2,7,33,0,48,1,1
1974,10.3,636.5,0,8,0,24,0,0
1975,11.084,547.4,8,28,0,34,0,1
1976,11.334,358.6,14,49,0,48,6,16
1977,10.721,562.5,0,9,0,35,1,3
1978,10.136,514.6,2,13,0,36,6,7
1979,9.318,534.0,0,19,0,64,26,54
1980,10.348,585.1,1,13,0,44,7,6
1981,10.827,687.8,2,17,0,47,2,17
1982,11.242,500.1,8,39,0,39,9,8
1983,11.479,654.8,9,46,0,40,2,6
1984,10.316,747.0,5,18,0,44,2,6
1985,9.566,557.9,2,19,0,59,26,37
1986,9.88,611.7,4,30,0,56,18,19
1987,9.713,642.5,1,16,0,62,22,23
1988,11.259,787.9,0,17,0,19,0,0
1989,12.047,529.8,3,44,0,20,0,0
1990,12.095,589.7,6,35,0,13,0,0
1991,7.425,253.7,0,0,0,43,9,13
1992,15.025,434.1,4,25,1,3,0,0
1993,10.805,683.5,0,20,0,39,9,0
1994,11.346,767.0,15,39,0,31,4,3
1995,11.883,663.6,12,44,0,24,4,4
1996,9.667,498.8,2,19,0,61,16,16
1997,11.097,534.9,5,29,0,41,12,13
1998,11.386,926.5,6,20,0,27,1,2
1999,11.907,667.9,3,36,0,26,0,7
2000,11.638,804.0,2,22,0,29,0,0
2001,11.497,781.6,8,30,0,37,0,4
2002,11.756,797.6,4,24,0,26,1,4
2003,11.498,574.4,11,49,1,56,9,5
2004,11.398,691.4,5,35,0,42,2,8
2005,11.576,671.0,8,42,0,38,3,10
2006,11.626,572.3,22,65,0,58,4,3
2007,12.143,850.3,4,28,0,16,2,0
2008,11.498,685.4,5,38,1,37,0,3
2009,11.234,658.7,5,41,0,47,8,9
2010,10.386,658.9,12,39,0,57,21,29
2011,11.649,638.0,3,37,0,39,2,7
2012,10.97,706.5,6,35,0,35,14,8
2013,10.61,631.0,10,42,0,62,14,29
2014,12.623,616.7,4,36,0,16,0,0
2015,11.115,682.9,10,39,1,46,1,5
2016,11.771,736.5,10,41,0,36,0,1
2017,11.965,627.0,8,46,0,45,3,21
2018,12.493,497.3,15,84,2,54,14,3
2019,12.325,635.5,18,57,2,29,3,5
2020,12.653,608.4,17,49,3,23,0,1
2021,11.234,739.3,3,36,0,41,7,14
2022,12.843,557.1,20,59,0,27,0,1
2023,12.673,899.8,12,49,0,36,0,1
2024,12.833,837.4,10,48,0,17,4,6
