year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1949;7.24;1;27;0;29
1950;7.44;9;51;0;31
1951;7.48;1;35;0;24
1952;6.21;9;37;0;50
1953;6.89;1;34;0;41
1954;5.93;0;27;0;46
1955;6.12;1;17;0;40
1956;5.65;2;25;0;59
1957;7.09;5;31;0;25
1958;6.89;2;29;0;32
1959;6.93;0;14;0;23
1960;6.62;2;16;0;36
1961;7.03;1;38;0;44
1962;5.2;1;30;0;62
1963;5.36;0;27;0;63
1964;6.2;0;32;0;48
1965;5.67;3;15;0;54
1966;6.99;1;17;0;36
1967;7.04;1;28;0;36
1968;6.56;3;19;0;47
1969;6.37;3;23;0;52
1970;6.19;0;32;0;42
1971;6.82;2;29;0;36
1972;6.43;3;19;0;47
1973;6.26;1;30;0;45
1974;6.92;3;26;0;10
1975;7.15;0;18;0;28
1976;6.39;1;16;0;43
1977;7.25;0;17;0;37
1978;6.19;0;8;0;40
1979;6.87;0;20;0;28
1980;6.24;0;17;0;43
1981;6.98;2;30;0;55
1982;7.21;0;18;0;36
1983;7.47;4;37;0;35
1984;6.33;2;12;0;36
1985;6.52;0;26;0;53
1986;6.53;0;29;0;57
1987;6.58;0;23;0;45
1988;7.39;4;28;0;21
1989;7.63;0;13;0;16
1990;7.42;2;32;0;34
1991;6.57;1;21;0;42
1992;7.77;11;39;0;28
1993;7.17;0;30;0;47
1994;8.6;6;46;0;17
1995;7.1;1;32;0;45
1996;6.4;1;19;0;52
1997;7.37;0;30;0;17
1998;7.47;3;36;0;34
1999;7.65;1;18;0;32
2000;8.32;5;35;0;28
2001;7.76;1;38;0;43
2002;8.38;2;32;0;28
2003;7.87;15;67;0;40
2004;7.18;1;26;0;39
2005;6.97;3;29;0;58
2006;7.51;2;38;0;33
2007;8.36;9;44;0;26
2008;8.43;1;43;0;19
2009;8.64;4;42;0;32
2010;7.64;8;39;0;64
2011;8.76;6;38;0;21
2012;8.67;11;57;0;32
2013;8.58;15;47;0;30
2014;9.75;2;25;0;7
2015;9.29;20;51;0;12
2016;9.17;2;54;0;15
2017;8.94;13;57;0;23
2018;9.67;2;53;0;24
2019;9.67;14;64;0;14
2020;9.07;5;42;0;6
2021;8.47;6;50;0;21
2022;null;16;50;0;2
