year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1950,10.287,452.7,7,42,0,61,19,5
1951,9.844,376.2,5,33,0,86,9,21
1952,9.999,411.8,9,42,0,61,9,30
1953,10.383,336.2,8,44,0,242,12,44
1954,8.957,369.5,5,21,0,71,36,13
1955,8.402,541.1,1,20,0,92,30,66
1956,8.386,561.1,0,23,0,81,31,29
1957,10.395,357.9,8,30,0,55,6,3
1958,9.71,487.8,3,29,0,70,7,22
1959,10.385,235.2,7,59,0,82,10,17
1960,9.701,441.1,1,22,0,59,12,13
1961,10.174,172.3,8,29,0,37,9,16
1962,9.149,301.5,3,28,0,62,18,12
1963,8.254,429.4,5,27,0,82,52,65
1964,9.457,277.1,16,57,0,71,28,38
1965,9.043,377.3,0,20,0,67,15,45
1966,10.233,578.3,4,36,0,47,25,32
1967,10.945,371.0,9,42,0,45,8,14
1968,10.089,434.4,3,39,0,69,12,35
1969,9.532,528.2,11,43,0,85,21,48
1970,9.362,546.6,4,47,0,76,26,53
1971,10.007,283.6,13,48,0,70,22,27
1972,9.001,492.8,8,28,0,75,12,42
1973,10.088,444.1,10,53,0,74,5,10
1974,10.263,507.5,4,24,0,54,1,1
1975,10.995,374.1,16,55,0,52,5,3
1976,10.452,303.6,22,59,0,71,16,26
1977,10.548,486.6,3,25,0,58,7,20
1978,9.802,364.3,5,19,0,60,14,23
1979,9.188,414.4,7,34,0,84,25,61
1980,9.493,421.5,3,29,0,69,19,34
1981,10.452,527.7,4,36,0,63,17,42
1982,10.517,335.5,8,56,0,62,22,16
1983,11.214,512.6,14,60,0,47,13,19
1984,9.649,531.1,6,25,0,58,11,16
1985,9.072,333.0,2,30,0,74,32,43
1986,9.301,492.2,5,41,0,58,35,50
1987,8.413,578.3,1,18,1,73,41,64
1988,10.88,322.4,4,26,1,49,2,11
1989,11.628,282.5,5,40,2,31,2,0
1990,11.649,324.5,9,32,0,35,5,6
1991,9.888,297.3,6,36,0,68,24,18
1992,10.929,473.4,10,52,0,52,9,5
1993,10.159,448.4,1,46,0,61,22,20
1994,11.207,625.9,20,47,1,41,7,12
1995,11.18,491.6,12,53,0,47,10,25
1996,8.546,393.4,4,31,0,85,39,36
1997,10.476,457.0,7,54,0,53,16,24
1998,11.446,448.7,9,33,0,39,6,4
1999,11.33,410.6,7,47,0,41,10,11
2000,11.635,447.2,5,40,0,29,3,4
2001,10.926,438.4,11,41,0,53,13,22
2002,11.301,565.6,9,41,0,46,7,9
2003,10.786,344.3,22,64,1,79,25,16
2004,10.793,469.8,10,38,0,62,4,8
2005,10.761,456.9,12,50,0,64,16,32
2006,10.534,405.2,18,66,0,77,23,50
2007,11.867,613.7,7,45,0,50,3,5
2008,11.451,393.6,11,49,0,48,3,3
2009,10.639,471.9,4,46,0,67,19,13
2010,9.668,513.7,13,45,0,80,33,57
2011,11.193,326.2,9,65,0,73,13,10
2012,10.86,420.3,13,49,0,52,17,18
2013,10.047,507.9,17,54,0,83,26,41
2014,11.837,503.6,9,43,0,52,7,12
2015,11.089,365.2,23,55,0,72,2,5
2016,11.413,394.5,16,62,0,57,10,15
2017,11.269,550.9,10,53,0,67,15,4
2018,11.953,359.0,31,92,1,65,12,11
2019,11.89,321.6,24,70,0,55,7,4
2020,11.982,448.8,15,59,1,53,0,0
2021,10.567,567.0,5,51,0,75,10,25
2022,12.135,345.6,25,74,0,54,0,2
2023,12.411,471.9,21,76,0,46,2,5
2024,12.894,599.5,25,77,0,38,4,5
