year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1890,8.053,631.8,1,8,0,89,37,40
1891,8.076,799.0,0,13,0,85,24,30
1892,7.774,566.6,7,25,0,101,31,42
1893,8.449,622.5,2,27,0,74,26,37
1894,8.716,802.5,1,13,0,55,11,3
1895,7.945,698.7,0,18,0,102,40,69
1896,8.716,606.6,1,18,0,80,10,10
1897,8.816,552.5,1,23,0,80,29,30
1898,9.42,709.4,2,20,0,34,0,4
1899,9.132,589.8,0,21,0,69,18,14
1900,9.345,624.9,5,25,0,68,8,9
1901,8.708,665.7,1,22,0,89,28,48
1902,8.021,643.5,2,13,0,80,25,33
1903,9.564,854.0,1,13,0,48,11,11
1904,9.314,497.2,4,22,0,47,10,5
1905,9.028,763.9,2,19,2,67,12,7
1906,9.594,709.7,0,25,1,62,16,37
1907,8.849,457.1,2,7,0,67,18,29
1908,8.709,618.5,0,18,0,70,20,7
1909,8.348,795.3,0,7,0,86,16,11
1910,9.707,750.5,0,9,0,40,1,12
1911,10.148,521.9,13,41,1,48,1,6
1912,9.117,752.5,2,13,0,41,16,24
1913,9.668,637.1,0,14,0,51,7,11
1914,9.921,677.8,3,23,0,44,14,5
1915,8.505,689.8,3,12,0,74,9,20
1916,8.973,743.5,0,4,0,51,8,11
1917,8.587,545.2,6,29,0,93,39,30
1918,9.437,732.5,1,12,0,57,5,13
1919,7.995,573.3,4,15,0,82,22,23
1920,9.527,559.6,1,13,0,64,13,6
1921,10.096,507.3,4,32,0,53,11,4
1922,8.076,649.9,3,10,0,79,26,37
1923,8.642,613.4,8,15,1,60,19,3
1924,8.678,635.2,1,8,0,91,30,26
1925,9.566,651.1,4,28,1,59,12,24
1926,9.714,724.7,0,16,0,48,16,0
1927,8.945,737.1,0,10,0,60,22,25
1928,9.16,661.1,2,14,0,65,11,14
1929,8.303,446.4,2,30,1,86,45,36
1930,9.861,639.4,3,24,0,61,5,8
1931,8.982,638.4,4,19,0,84,20,18
1932,9.815,679.2,5,37,1,71,9,7
1933,9.126,535.5,0,21,0,78,32,24
1934,10.748,554.0,1,33,0,30,4,6
1935,9.831,724.0,3,23,1,62,9,17
1936,9.003,702.9,5,21,0,90,5,6
1937,9.026,687.4,5,22,0,79,22,34
1938,9.556,715.1,10,32,1,59,14,19
1939,9.121,810.2,3,21,0,69,12,13
1940,7.205,809.0,0,16,0,105,54,68
1941,7.988,749.1,10,23,2,95,33,50
1942,7.895,624.2,4,17,0,103,51,47
1943,9.478,594.3,7,25,0,72,12,13
1944,9.178,739.0,8,35,1,67,5,8
1945,1.422,124.0,0,0,0,32,13,16
1946,9.029,500.9,3,15,0,74,25,34
1947,9.203,661.5,17,64,2,93,49,57
1948,10.105,655.0,7,29,0,59,5,8
1949,9.852,738.8,1,21,0,52,4,4
1950,9.259,778.6,3,25,0,70,13,3
1951,9.377,820.5,1,23,0,66,4,10
1952,8.454,755.3,3,23,0,91,10,22
1953,9.752,666.3,6,30,0,58,9,18
1954,8.492,796.0,2,15,0,74,27,18
1955,8.423,748.6,0,22,0,102,22,45
1956,7.714,853.1,0,8,0,88,32,40
1957,9.398,779.9,6,18,0,67,5,8
1958,8.912,813.0,0,20,0,84,8,30
1959,9.835,404.4,7,49,0,72,16,14
1960,9.187,777.4,0,13,0,62,12,18
1961,9.518,884.5,4,22,0,59,17,6
1962,7.77,700.8,0,4,0,80,21,26
1963,7.731,605.8,3,22,0,101,54,80
1964,8.73,580.2,4,35,0,87,24,23
1965,8.232,874.8,0,7,0,80,13,19
1966,9.016,828.0,2,23,0,70,26,34
1967,9.867,787.5,0,17,0,46,7,15
1968,9.163,784.1,3,26,0,78,14,22
1969,8.751,649.2,5,36,1,103,36,68
1970,8.581,761.7,4,32,0,88,30,61
1971,9.566,565.3,4,33,0,56,14,19
1972,8.846,650.5,6,20,0,62,18,12
1973,9.526,627.7,8,38,0,52,5,23
1974,9.976,784.6,2,11,0,24,1,1
1975,10.216,617.2,12,43,0,52,0,6
1976,9.586,577.6,15,51,0,79,15,35
