year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1955,8.1,619.6,1,17,0,97,31,73
1956,7.582,616.2,0,21,0,87,33,42
1957,9.125,643.3,7,29,0,78,11,25
1958,8.798,805.7,4,34,0,84,17,47
1959,9.596,450.0,4,48,0,98,12,17
1960,9.151,640.8,3,24,0,74,18,41
1961,9.933,609.6,3,35,0,60,12,36
1962,8.533,551.9,7,38,0,90,17,42
1963,7.964,593.2,5,30,0,89,42,72
1964,9.125,429.7,14,50,0,79,21,38
1965,8.342,805.0,4,21,0,90,16,52
1966,9.668,724.9,1,23,0,52,16,27
1967,9.87,519.0,3,33,0,64,10,16
1968,9.383,733.4,0,22,0,71,15,24
1969,9.391,453.1,6,35,0,77,20,47
1970,8.93,797.6,1,32,0,81,27,60
1971,9.156,502.0,10,36,0,83,26,45
1972,8.825,480.2,6,24,0,98,16,25
1973,9.301,491.3,4,42,0,89,12,24
1974,9.654,811.6,4,20,0,59,2,4
1975,10.143,564.5,1,41,0,60,1,8
1976,9.649,648.3,11,39,0,72,14,25
1977,9.742,611.6,1,22,0,59,8,27
1978,8.605,769.7,0,18,0,78,21,43
1979,8.859,584.1,1,31,0,85,22,50
1980,8.708,730.6,3,22,0,67,16,38
1981,9.595,866.1,1,32,0,78,25,63
1982,9.658,635.4,7,50,0,87,25,36
1983,10.499,634.5,12,57,0,62,10,32
1984,8.878,644.9,3,21,0,92,13,64
1985,8.454,684.4,6,33,0,90,32,62
1986,8.954,838.8,1,46,0,76,25,51
1987,8.705,822.7,2,31,0,81,28,63
1988,10.339,778.9,3,27,0,61,4,28
1989,10.455,588.7,4,31,0,54,12,3
1990,10.413,620.5,6,38,0,72,15,16
1991,9.595,556.9,4,41,0,75,17,30
1992,10.724,578.8,15,51,0,71,9,16
1993,10.091,624.7,2,39,0,70,18,21
1994,11.026,688.0,22,52,0,56,5,14
1995,10.567,699.8,12,48,0,64,11,31
1996,8.899,489.3,3,29,0,94,24,18
1997,10.01,560.9,1,49,0,79,19,32
1998,10.821,652.4,13,44,0,57,8,17
1999,10.724,648.1,3,45,0,57,16,28
2000,8.534,436.6,5,24,0,51,7,10
2005,10.511,540.0,10,45,0,60,18,42
2006,9.634,554.6,13,51,0,86,23,62
2007,10.868,667.2,8,47,0,69,3,7
2008,10.257,555.6,7,46,0,80,4,0
2009,9.847,567.5,5,50,0,72,19,0
2010,9.114,580.7,13,42,0,95,33,0
2011,10.325,547.4,7,50,0,88,13,0
2012,10.111,429.7,13,59,0,76,18,0
2013,9.706,597.9,16,48,0,75,26,0
2014,11.012,522.0,9,46,0,70,1,0
2015,10.657,444.9,30,63,0,87,9,35
2016,10.731,534.2,11,61,0,64,6,20
2017,10.383,600.3,18,59,0,75,14,32
2018,11.571,514.9,26,85,0,68,9,31
2019,10.953,546.2,19,68,0,71,7,19
2020,10.786,597.6,12,57,0,77,3,3
2021,9.606,659.6,6,47,0,103,10,39
2022,11.395,506.0,19,74,0,74,2,8
2023,11.447,552.4,23,77,0,69,5,7
2024,12.016,794.8,17,66,0,50,5,4
