endDate;heatDays;summerDays;tropicalNights;iceDays
1951-08-04;null;null;null;null
1952-08-04;null;null;null;null
1953-08-04;null;null;null;null
1954-08-04;null;null;null;null
1955-08-04;null;null;null;null
1956-08-04;null;null;null;null
1957-08-04;null;null;null;null
1958-08-04;null;null;null;null
1959-08-04;0;17;0;12
1960-08-04;0;13;0;20
1961-08-04;1;18;0;22
1962-08-04;1;16;0;14
1963-08-04;0;28;0;41
1964-08-04;0;29;0;26
1965-08-04;1;17;0;15
1966-08-04;0;15;0;20
1967-08-04;3;34;0;15
1968-08-04;3;26;0;15
1969-08-04;2;28;0;30
1970-08-04;0;31;0;18
1971-08-04;2;26;0;25
1972-08-04;0;13;0;24
1973-08-04;0;16;0;17
1974-08-04;0;13;0;12
1975-08-04;1;30;0;1
1976-08-04;5;36;0;14
1977-08-04;0;15;0;10
1978-08-04;0;13;0;31
1979-08-04;0;33;0;22
1980-08-04;2;14;0;25
1981-08-04;2;22;0;22
1982-08-04;0;30;0;21
1983-08-04;8;35;0;21
1984-08-04;4;15;0;22
1985-08-04;0;15;0;35
1986-08-04;0;28;0;37
1987-08-04;0;23;0;35
1988-08-04;4;24;0;5
1989-08-04;0;10;0;1
1990-08-04;1;23;0;8
1991-08-04;1;27;0;20
1992-08-04;3;23;0;6
1993-08-04;1;30;0;10
1994-08-04;8;39;0;7
1995-08-04;1;36;0;9
1996-08-04;2;24;0;27
1997-08-04;0;20;0;12
1998-08-04;6;30;0;4
1999-08-04;2;25;0;11
2000-08-04;2;31;0;13
2001-08-04;3;33;0;8
2002-08-04;7;30;0;9
2003-08-04;7;59;0;13
2004-08-04;1;28;0;8
2005-08-04;5;39;0;13
2006-08-04;9;41;0;22
2007-08-04;9;41;0;2
2008-08-04;2;40;0;2
2009-08-04;4;32;0;16
2010-08-04;13;40;0;30
2011-08-04;4;34;0;13
2012-08-04;11;44;0;20
2013-08-04;11;44;0;21
2014-08-04;4;27;0;5
2015-08-04;13;40;0;4
2016-08-04;4;38;0;7
2017-08-04;11;47;0;15
2018-08-04;4;42;0;14
2019-08-04;13;47;0;7
2020-08-04;3;26;0;0
2021-08-04;10;41;0;15
2022-08-04;12;54;0;6
2023-08-04;5;29;0;5
2024-08-04;12;45;1;1
