year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1949;8.62;4;33;0;9
1950;8.49;15;57;0;28
1951;8.73;1;44;0;8
1952;7.57;12;45;0;22
1953;8.1;0;37;0;27
1954;7.02;0;34;0;39
1955;7.04;0;23;0;31
1956;6.52;0;33;0;54
1957;8.14;7;34;0;19
1958;8.25;6;41;0;14
1959;8.25;3;31;0;14
1960;7.85;2;26;0;23
1961;8.23;3;46;0;25
1962;6.81;5;43;0;41
1963;6.9;2;38;0;60
1964;7.17;2;48;0;41
1965;6.84;2;23;0;25
1966;8.15;1;22;0;24
1967;8.25;4;39;0;23
1968;7.82;4;33;0;35
1969;7.55;3;38;0;50
1970;7.61;0;32;0;29
1971;8.35;2;38;0;26
1972;7.98;1;25;0;40
1973;8.28;0;35;0;18
1974;8.85;5;25;0;6
1975;8.73;0;24;0;9
1976;7.96;2;24;0;29
1977;8.62;0;27;0;29
1978;7.4;0;10;0;33
1979;8.04;0;23;0;27
1980;7.31;1;19;0;39
1981;8.38;1;34;0;27
1982;8.29;0;23;0;30
1983;9.06;7;55;0;20
1984;7.81;2;19;0;22
1985;7.56;1;36;0;44
1986;7.88;0;39;0;43
1987;7.79;2;30;0;43
1988;8.56;7;36;0;9
1989;8.93;0;16;0;11
1990;8.87;1;39;0;22
1991;7.75;0;25;0;36
1992;9.3;16;53;0;18
1993;8.72;5;45;0;31
1994;10.11;15;60;0;14
1995;8.73;1;52;0;29
1996;7.51;3;29;0;49
1997;8.46;0;43;0;24
1998;9.11;8;44;0;22
1999;9.19;4;34;0;22
2000;10.14;13;60;0;19
2001;9.33;13;54;0;26
2002;9.93;8;52;0;23
2003;9.33;24;85;0;28
2004;8.71;1;36;0;25
2005;8.54;9;49;0;34
2006;9.05;12;47;0;24
2007;9.93;13;63;0;20
2008;9.76;2;49;0;9
2009;9.13;2;42;0;26
2010;8.38;10;40;0;49
2011;9.25;4;44;0;16
2012;9.41;11;55;0;19
2013;9.17;15;47;0;28
2014;10.34;2;34;0;16
2015;10.3;26;60;0;3
2016;9.74;1;53;0;11
2017;9.55;14;59;0;18
2018;10.32;8;73;0;21
2019;10.59;14;72;0;5
2020;9.84;2;43;0;1
2021;9.19;10;60;0;10
2022;null;14;53;0;0
