year,month,averageTemperature,totalPrecipitation,averageSnowCover
1954,1,-7.758,95.5,1012.0
1954,2,-6.8,53.4,0.0
1954,3,1.719,50.6,730.0
1954,4,2.207,65.7,82.0
1954,5,9.019,48.6,0.0
1954,6,13.18,74.3,0.0
1954,7,10.813,214.6,0.0
1954,8,12.884,109.6,0.0
1954,9,10.467,132.0,0.0
1954,10,7.158,70.8,0.0
1954,11,0.84,40.7,24.0
1954,12,-0.329,123.9,203.0
1955,1,-4.371,106.5,313.0
1955,2,-5.461,93.2,1092.0
1955,3,-2.832,41.8,1450.0
1955,4,3.843,54.7,23.0
1955,5,6.987,90.9,0.0
1955,6,11.627,81.0,0.0
1955,7,14.026,150.3,0.0
1955,8,14.084,72.3,0.0
1955,9,10.937,82.4,0.0
1955,10,5.494,60.3,2.0
1955,11,0.903,16.3,130.0
1955,12,-1.216,153.1,154.0
1956,1,-3.732,99.7,1007.0
1956,2,-12.848,23.1,1636.0
1956,3,-0.471,88.2,1359.0
1956,4,2.403,130.4,65.0
1956,5,9.916,57.3,0.0
1956,6,9.65,139.3,0.0
1956,7,13.958,152.7,0.0
1956,8,7.523,120.6,0.0
1956,9,11.507,48.1,0.0
1956,10,5.329,73.3,14.0
1956,11,-1.233,87.6,37.0
1956,12,-0.971,81.9,175.0
1957,1,-2.926,65.5,320.0
1957,2,0.546,152.3,338.0
1957,3,3.997,59.4,129.0
1957,4,4.567,28.9,15.0
1957,5,6.59,62.5,10.0
1957,6,14.37,78.3,0.0
1957,7,14.932,101.3,0.0
1957,8,5.632,35.9,0.0
1957,9,8.577,189.9,0.0
1957,10,6.477,22.6,0.0
1957,11,0.92,36.3,0.0
1957,12,-2.094,69.9,193.0
1958,1,-3.51,100.2,1865.0
1958,2,-1.368,131.4,1152.0
1958,3,-3.842,50.5,1250.0
1958,4,1.46,79.3,47.0
1958,5,10.6,140.8,0.0
1958,6,11.267,105.3,0.0
1958,7,13.968,118.4,0.0
1958,8,14.01,84.7,0.0
1958,9,11.887,86.6,0.0
1958,10,6.242,87.0,0.0
1958,11,1.203,23.7,0.0
1958,12,-0.713,110.5,160.0
1959,1,-3.135,115.1,983.0
1959,2,-0.346,12.7,541.0
1959,3,3.903,27.8,8.0
1959,4,6.62,91.5,0.0
1959,5,9.335,53.4,0.0
1959,6,13.04,49.9,0.0
1959,7,16.255,77.3,0.0
1959,8,14.381,62.4,0.0
1959,9,11.483,0.0,0.0
1959,10,6.623,82.4,36.0
1959,11,1.057,32.9,63.0
1959,12,-0.974,123.4,29.0
1960,1,-3.716,115.8,690.0
1960,2,-2.91,33.0,884.0
1960,3,0.881,37.8,8.0
1960,4,4.347,51.9,17.0
1960,5,9.774,57.6,0.0
1960,6,13.193,24.7,0.0
1960,7,12.197,108.5,0.0
1960,8,12.948,72.1,0.0
1960,9,9.943,59.6,0.0
1960,10,6.432,231.7,0.0
1960,11,2.587,136.5,0.0
1960,12,-2.268,134.5,472.0
1961,1,-4.352,141.3,1416.0
1961,2,1.421,90.9,884.0
1961,3,3.423,64.8,26.0
1961,4,8.277,109.5,0.0
1961,5,6.639,154.8,0.0
1961,6,13.003,106.7,0.0
1961,7,11.523,106.1,0.0
1961,8,13.016,79.3,0.0
1961,9,14.6,55.2,0.0
1961,10,7.787,81.3,0.0
1961,11,1.033,74.7,5.0
1961,12,-3.426,141.6,94.0
1962,1,-2.226,115.7,192.0
1962,2,-4.014,100.8,1052.0
1962,3,-3.765,127.9,1433.0
1962,4,5.063,85.1,21.0
1962,5,6.026,95.5,6.0
1962,6,11.207,20.7,0.0
1962,7,11.903,73.4,0.0
1962,8,13.155,78.3,0.0
1962,9,9.897,80.8,0.0
1962,10,6.716,12.7,0.0
1962,11,-0.017,26.4,123.0
1962,12,-5.939,104.5,1298.0
1963,1,-10.732,39.7,2298.0
1963,2,-8.1,10.9,2221.0
1963,3,0.016,52.5,1089.0
1963,4,5.267,72.6,2.0
1963,5,9.048,55.4,0.0
1963,6,12.543,123.0,0.0
1963,7,14.861,79.6,0.0
1963,8,12.894,203.5,0.0
1963,9,11.283,77.4,0.0
1963,10,5.684,43.9,0.0
1963,11,4.28,194.5,0.0
1963,12,-6.032,15.5,301.0
1964,1,-4.029,34.7,351.0
1964,2,-2.766,38.9,845.0
1964,3,-3.142,20.9,307.0
1964,4,5.307,56.7,8.0
1964,5,10.826,97.6,0.0
1964,6,14.533,32.4,0.0
1964,7,15.861,9.1,0.0
1964,8,13.071,84.8,0.0
1964,9,11.07,37.9,0.0
1964,10,4.187,107.6,0.0
1964,11,1.207,122.0,11.0
1964,12,-3.023,84.8,262.0
1965,1,-2.49,159.8,1126.0
1965,2,-5.85,87.4,2324.0
1965,3,-1.242,86.2,2509.0
1965,4,3.55,130.4,41.0
1965,5,8.21,109.0,0.0
1965,6,12.517,121.9,0.0
1965,7,11.684,103.0,0.0
1965,8,12.323,63.9,0.0
1965,9,9.93,62.0,0.0
1965,10,6.387,32.2,0.0
1965,11,-1.6,230.2,432.0
1965,12,-1.113,312.5,1923.0
1966,1,-5.997,96.3,2114.0
1966,2,1.486,99.8,437.0
1966,3,-0.277,130.6,222.0
1966,4,6.343,96.6,22.0
1966,5,10.061,109.8,0.0
1966,6,14.077,124.7,0.0
1966,7,12.158,106.5,0.0
1966,8,12.155,87.8,0.0
1966,9,10.613,44.9,0.0
1966,10,8.41,128.7,1.0
1966,11,-1.0,153.1,458.0
1966,12,-2.139,279.4,1781.0
1967,1,0.0,0.0,0.0
1967,2,0.0,0.0,0.0
1967,3,0.0,0.0,0.0
1967,4,0.0,0.0,0.0
1967,5,0.0,0.0,0.0
1967,6,0.0,0.0,0.0
1967,7,0.0,0.0,0.0
1967,8,0.0,0.0,0.0
1967,9,0.0,0.0,0.0
1967,10,0.0,0.0,0.0
1967,11,0.0,0.0,0.0
1967,12,0.0,0.0,0.0
1968,1,0.0,0.0,0.0
1968,2,0.0,0.0,0.0
1968,3,0.0,0.0,0.0
1968,4,0.0,0.0,0.0
1968,5,0.0,0.0,0.0
1968,6,0.0,0.0,0.0
1968,7,0.0,0.0,0.0
1968,8,0.0,0.0,0.0
1968,9,0.0,0.0,0.0
1968,10,0.0,0.0,0.0
1968,11,0.0,0.0,0.0
1968,12,0.0,0.0,0.0
1969,1,0.0,78.1,916.0
