year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1949;null;null;null;null;null
1950;5.69;2;20;0;50
1951;5.6;0;13;0;26
1952;4.59;4;17;0;62
1953;5.91;0;12;0;52
1954;4.55;0;4;0;52
1955;4.78;0;1;0;41
1956;null;null;null;null;null
1957;5.79;4;11;0;27
1958;5.56;0;7;0;49
1959;6.24;0;6;0;30
1960;5.54;0;6;0;32
1961;6.72;0;19;0;28
1962;4.49;0;14;0;64
1963;4.97;0;13;0;54
1964;5.81;0;12;0;41
1965;4.75;0;11;0;56
1966;5.73;0;12;0;45
1967;5.94;0;15;0;35
1968;5.73;0;10;0;40
1969;5.75;0;11;0;44
1970;5.24;0;12;0;49
1971;6.1;1;17;0;34
1972;5.94;1;10;0;20
1973;5.54;0;16;0;43
1974;5.96;1;11;0;20
1975;6.23;0;9;0;15
1976;5.96;0;13;0;37
1977;6.2;0;4;0;40
1978;null;null;null;null;null
1979;null;null;null;null;null
1980;null;null;null;null;null
1981;null;null;null;null;null
1982;6.43;0;14;0;30
1983;6.46;4;16;0;36
1984;5.18;1;8;0;44
1985;5.44;0;13;0;54
1986;5.86;0;6;0;49
1987;5.47;0;12;0;54
1988;6.12;0;7;0;38
1989;6.7;0;3;0;8
1990;6.46;0;14;0;35
1991;5.66;0;13;0;39
1992;6.53;1;26;0;29
1993;6.28;0;13;0;44
1994;7.38;0;28;0;20
1995;5.59;0;16;0;31
1996;5.35;0;6;0;40
1997;6.17;0;4;0;16
1998;5.25;0;15;0;40
1999;5.07;0;7;0;52
2000;5.76;0;16;0;30
2001;5.36;0;16;0;44
2002;6.17;2;12;0;23
2003;5.75;1;40;0;41
2004;5.11;0;10;0;49
2005;4.55;1;20;0;74
2006;5.52;0;27;0;48
2007;6.03;0;12;0;29
2008;5.78;0;23;0;30
2009;5.78;1;22;0;45
2010;5.17;2;29;0;56
2011;6.91;3;24;0;21
2012;5.91;3;33;0;46
2013;5.77;8;34;0;35
2014;7.09;1;12;0;11
2015;6.75;2;41;0;27
2016;6.53;0;20;0;19
2017;6.33;1;33;0;34
2018;7.11;0;27;0;33
2019;6.85;5;30;0;28
2020;6.79;2;21;0;21
2021;5.81;0;19;0;41
2022;null;2;30;0;13
