endDate;heatDays;summerDays;tropicalNights;iceDays
1936-08-30;null;null;null;null
1937-08-30;null;null;null;null
1938-08-30;1;26;0;26
1939-08-30;0;28;0;34
1940-08-30;0;8;0;47
1941-08-30;null;null;null;null
1942-08-30;0;28;0;46
1943-08-30;null;null;null;null
1944-08-30;3;29;0;39
1945-08-30;3;42;0;34
1946-08-30;5;31;0;19
1947-08-30;5;39;0;37
1948-08-30;1;25;0;16
1949-08-30;1;22;0;32
1950-08-30;9;48;0;25
1951-08-30;2;33;0;20
1952-08-30;10;32;0;38
1953-08-30;1;22;0;41
1954-08-30;0;19;0;34
1955-08-30;0;11;0;34
1956-08-30;1;24;0;42
1957-08-30;8;24;0;15
1958-08-30;3;35;0;30
1959-08-30;2;23;0;25
1960-08-30;1;21;0;19
1961-08-30;2;23;0;27
1962-08-30;2;24;0;34
1963-08-30;7;32;0;38
1964-08-30;4;34;0;32
1965-08-30;6;22;0;45
1966-08-30;0;21;0;24
1967-08-30;0;17;0;22
1968-08-30;1;13;0;27
1969-08-30;0;12;0;29
1970-08-30;0;11;0;45
1971-08-30;0;21;0;29
1972-08-30;4;12;0;14
1973-08-30;0;18;0;26
1974-08-30;1;14;0;4
1975-08-30;0;9;0;9
1976-08-30;0;0;0;0
1977-08-30;0;7;0;19
1978-08-30;0;2;0;33
1979-08-30;0;9;0;29
1980-08-30;1;15;0;19
1981-08-30;0;14;1;40
1982-08-30;0;19;0;22
1983-08-30;5;28;0;25
1984-08-30;3;12;0;32
1985-08-30;0;24;0;33
1986-08-30;0;13;0;36
1987-08-30;0;14;0;39
1988-08-30;2;20;0;23
1989-08-30;0;8;0;2
1990-08-30;0;20;0;9
1991-08-30;0;16;0;26
1992-08-30;2;28;0;17
1993-08-30;null;null;null;null
1994-08-30;1;37;0;17
1995-08-30;null;null;null;null
1996-08-30;0;16;0;25
1997-08-30;0;6;0;8
1998-08-30;2;21;0;24
1999-08-30;0;17;0;24
2000-08-30;1;26;0;32
2001-08-30;1;19;0;19
2002-08-30;3;24;0;17
2003-08-30;1;47;0;30
2004-08-30;0;19;1;33
2005-08-30;2;20;0;46
2006-08-30;1;28;0;39
2007-08-30;5;23;0;5
2008-08-30;1;26;0;8
2009-08-30;2;32;0;29
2010-08-30;6;35;0;43
2011-08-30;4;24;0;16
2012-08-30;6;39;0;32
2013-08-30;12;37;0;28
2014-08-30;4;21;0;5
2015-08-30;10;49;0;23
2016-08-30;4;27;0;12
2017-08-30;2;48;0;24
2018-08-30;2;36;0;24
2019-08-30;9;42;1;26
2020-08-30;1;25;0;8
2021-08-30;2;34;0;27
2022-08-30;4;41;0;13
2023-08-30;9;39;0;19
