year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1936;null;null;null;null;null
1937;null;null;null;null;null
1938;6.51;1;26;0;41
1939;6.26;0;29;0;64
1940;5.15;0;8;0;79
1941;null;null;null;null;null
1942;6.42;0;35;0;74
1943;null;null;null;null;null
1944;5.78;3;31;0;65
1945;6.83;3;47;0;53
1946;7.57;5;33;0;46
1947;7.85;5;50;0;55
1948;7.51;1;27;0;31
1949;7.27;1;27;0;41
1950;7.78;9;52;0;46
1951;7.73;2;44;0;32
1952;6.61;10;33;0;70
1953;7.43;1;27;0;49
1954;6.53;0;26;0;47
1955;6.6;0;12;0;46
1956;5.9;1;28;0;71
1957;7.54;8;26;0;32
1958;6.86;3;44;0;49
1959;7.35;2;23;0;37
1960;6.89;1;21;0;38
1961;7.31;2;32;0;45
1962;5.52;2;27;0;68
1963;6.43;7;33;0;58
1964;6.82;4;36;0;55
1965;5.92;6;22;0;68
1966;6.7;0;24;0;52
1967;5.96;0;17;0;42
1968;5.85;1;13;0;42
1969;5.8;0;12;0;62
1970;5.2;0;14;0;56
1971;6.37;0;22;0;40
1972;6.47;4;12;0;27
1973;5.72;0;25;0;40
1974;6.68;1;15;0;11
1975;6.7;0;14;0;25
1976;null;null;null;null;null
1977;6.87;0;7;0;38
1978;5.51;0;2;0;49
1979;5.87;0;9;0;45
1980;5.24;1;16;0;47
1981;5.79;0;15;1;66
1982;6.88;0;22;0;34
1983;6.95;5;28;0;39
1984;5.88;3;13;0;44
1985;5.87;0;25;0;55
1986;6.15;0;14;0;52
1987;6.06;0;17;0;49
1988;6.82;2;20;0;39
1989;6.9;0;9;0;14
1990;6.89;0;20;0;33
1991;6.04;0;16;0;45
1992;6.97;2;28;0;29
1993;null;null;null;null;null
1994;7.91;1;38;0;25
1995;null;null;null;null;null
1996;5.88;0;16;0;47
1997;6.8;0;7;0;22
1998;6.42;2;22;0;51
1999;6.41;0;18;0;51
2000;7.24;1;26;0;38
2001;6.38;1;20;0;49
2002;7.49;3;24;0;28
2003;7.09;1;49;0;40
2004;6.37;0;19;1;54
2005;5.68;2;22;0;77
2006;6.57;1;30;0;55
2007;7.18;5;23;0;33
2008;7.39;1;28;0;21
2009;6.87;2;33;0;42
2010;6.59;6;35;0;59
2011;7.91;4;28;0;24
2012;7.41;6;42;0;50
2013;7.29;12;41;0;40
2014;8.56;4;21;0;10
2015;8.14;12;53;0;27
2016;7.65;4;32;0;25
2017;7.49;2;50;0;42
2018;8.52;2;39;0;35
2019;8.1;9;43;1;34
2020;7.66;1;28;0;20
2021;7.03;2;34;0;45
2022;8.08;4;42;0;24
2023;null;0;0;0;0
