year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1954;5.3;0;11;0;55
1955;5.41;0;3;0;49
1956;4.54;0;12;0;73
1957;6.66;4;18;0;31
1958;6.36;0;16;0;49
1959;7.12;0;8;0;31
1960;6.45;0;12;0;36
1961;7.16;0;19;0;48
1962;5.19;1;17;0;64
1963;5.72;0;16;0;65
1964;6.27;0;18;0;50
1965;5.41;0;16;0;69
1966;6.39;0;12;0;57
1967;6.55;0;22;0;44
1968;6.31;0;12;0;46
1969;6.11;0;12;0;64
1970;5.52;0;17;0;61
1971;6.55;2;21;0;43
1972;6.26;1;13;0;42
1973;5.97;0;19;0;53
1974;6.5;0;11;0;16
1975;6.55;0;7;0;36
1976;6.34;0;10;0;46
1977;6.83;0;5;0;45
1978;5.9;0;3;0;57
1979;null;null;null;null;null
1980;null;null;null;null;null
1981;null;null;null;null;null
1982;null;null;null;null;null
1983;null;null;null;null;null
1984;null;null;null;null;null
1985;6.52;0;24;0;46
1986;6.72;0;22;0;47
1987;6.46;0;22;0;44
1988;7.23;1;21;0;27
1989;7.56;0;11;0;12
1990;7.56;1;29;0;29
1991;6.56;1;18;0;44
1992;7.36;5;31;0;30
1993;7.14;1;22;0;44
1994;8.12;2;41;0;25
1995;6.69;2;24;0;39
1996;6.44;0;19;0;37
1997;7.52;0;19;0;16
1998;7.2;2;31;0;42
1999;7.01;1;20;0;44
2000;7.84;2;35;0;32
2001;6.96;1;26;0;47
2002;7.99;4;29;0;26
2003;7.79;7;54;0;36
2004;6.93;0;25;0;46
2005;6.49;2;27;0;67
2006;7.41;1;42;0;49
2007;8.03;5;32;0;25
2008;7.79;1;30;1;29
2009;7.55;1;36;0;46
2010;6.7;6;34;0;66
2011;8.39;6;32;0;28
2012;7.64;6;41;0;47
2013;7.52;13;39;0;40
2014;8.72;4;18;0;12
2015;8.46;10;49;0;26
2016;7.91;4;31;0;18
2017;7.81;2;44;0;37
2018;8.56;0;39;0;38
2019;8.28;9;43;0;32
2020;8.27;1;33;0;15
2021;7.57;3;34;0;43
2022;8.65;7;39;0;21
2023;null;0;0;0;2
