year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1951,9.575,641.7,2,21,0,61,3,8
1952,9.269,724.9,5,23,0,58,11,44
1953,10.078,543.3,4,29,0,68,21,41
1954,8.622,768.6,1,17,0,75,29,13
1955,8.613,735.5,2,23,0,88,29,56
1956,8.446,797.2,0,13,0,69,28,36
1957,10.374,765.3,8,28,0,37,6,12
1958,9.863,879.9,0,26,0,66,8,37
1959,10.695,342.1,7,58,0,63,5,15
1960,10.038,814.9,0,14,0,43,11,29
1961,11.032,736.6,4,29,0,25,8,20
1962,13.125,256.8,0,13,0,0,0,0
1963,13.124,392.3,4,25,0,6,0,0
1964,9.594,453.0,11,50,0,61,18,5
1965,9.212,825.3,0,12,0,56,10,30
1966,10.268,829.5,2,31,0,46,19,28
1967,10.904,698.8,3,31,0,23,5,3
1968,10.275,780.2,1,32,0,47,9,20
1969,10.092,676.6,10,40,1,51,13,26
1970,9.462,957.9,3,35,0,69,24,57
1971,10.271,468.9,5,42,0,57,20,21
1975,14.013,128.1,8,25,0,2,0,0
1976,9.945,473.3,9,39,0,64,13,23
1977,10.012,549.4,0,13,0,48,5,11
1978,9.353,600.7,0,17,0,52,10,25
1979,8.579,517.6,2,19,0,77,25,64
1980,9.06,662.6,0,16,0,59,15,14
1981,9.67,1039.2,0,18,0,61,16,55
1982,9.88,501.0,8,40,0,61,17,18
1983,10.683,568.5,11,48,0,55,12,27
1984,9.169,764.2,4,16,0,71,5,20
1985,8.511,587.1,1,19,0,72,32,45
1986,8.937,741.6,4,29,0,58,32,45
1987,8.133,777.4,1,13,0,75,37,71
1988,10.386,709.3,1,21,0,46,0,12
1989,10.924,630.6,6,34,0,33,0,0
1990,11.068,568.3,7,35,0,23,3,4
1991,9.674,433.7,3,30,0,65,18,16
1992,10.558,634.9,9,44,0,45,9,4
1993,9.685,730.5,0,29,0,57,16,21
1994,10.681,839.1,16,39,0,37,7,10
1995,10.67,756.6,11,48,1,45,6,23
1996,8.539,536.7,3,24,0,75,35,28
1997,10.074,544.6,4,36,0,52,15,22
1998,10.763,894.7,7,23,0,41,5,6
1999,11.073,688.5,3,39,0,36,7,18
2000,11.161,642.4,5,28,0,32,3,12
2001,10.84,701.4,9,39,0,57,9,19
2002,11.051,873.5,7,41,0,34,7,22
2003,10.604,550.1,21,66,1,72,16,21
2004,10.518,826.5,3,31,0,53,4,17
2005,10.34,579.3,4,39,0,51,15,33
2006,10.263,608.0,11,47,0,77,16,32
2007,11.297,930.6,3,32,0,30,4,4
2008,10.862,594.4,7,30,0,41,2,4
2009,10.179,616.4,3,33,0,64,15,24
2010,9.529,531.1,10,36,0,71,30,58
2011,10.842,557.6,4,39,0,61,8,9
2012,10.364,582.5,5,33,0,46,16,12
2013,9.806,580.0,11,41,0,73,24,42
2014,11.606,635.8,5,37,0,41,4,10
2015,10.448,547.7,16,40,1,48,1,12
2016,10.919,612.0,11,42,0,52,7,10
2017,10.666,654.1,4,34,0,59,13,1
2018,8.752,272.4,4,31,0,57,15,5
2019,11.34,641.3,17,50,0,46,4,0
2020,11.472,619.5,8,42,0,37,2,0
2021,10.197,530.1,3,44,0,61,10,22
2022,11.798,475.1,20,60,0,44,0,3
2023,10.991,748.9,5,53,0,51,11,7
2024,12.192,910.3,10,52,0,30,6,12
