year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1951,8.772,856.7,2,21,0,74,5,8
1952,7.838,916.1,5,23,0,99,23,59
1953,9.124,604.7,4,29,0,90,22,44
1954,7.876,929.8,1,17,0,95,30,13
1955,7.896,852.8,2,23,0,109,30,58
1956,7.693,894.1,0,13,0,91,34,46
1957,9.159,874.7,8,28,0,60,9,23
1958,8.934,984.1,0,26,0,77,9,42
1959,9.487,427.4,7,58,0,87,8,16
1960,9.115,991.5,0,14,0,60,12,45
1961,10.446,811.1,4,29,0,32,8,20
1962,9.4,358.7,0,13,0,31,17,11
1963,10.788,485.3,4,25,0,37,14,13
1964,8.62,581.5,11,50,0,83,24,14
1965,8.106,1065.8,0,12,0,78,17,44
1966,9.066,1073.4,2,31,0,60,20,29
1967,9.56,914.3,3,31,0,48,10,14
1968,8.815,851.5,1,32,0,76,19,25
1969,8.547,791.4,10,40,1,89,32,47
1970,8.542,1085.1,3,35,0,84,33,67
1971,9.754,535.7,5,42,0,64,20,21
1975,9.719,209.9,8,25,0,19,4,0
1976,8.746,554.9,9,39,0,86,19,34
1977,9.087,743.9,0,13,0,63,6,12
1978,8.248,734.6,0,17,0,78,17,34
1979,7.851,681.6,2,19,0,94,25,64
1980,8.011,777.4,0,16,0,88,25,36
1981,8.297,1268.1,0,18,0,92,27,81
1982,9.021,592.3,8,40,0,83,17,20
1983,9.298,688.2,11,48,0,83,22,40
1984,8.308,874.9,4,16,0,90,9,20
1985,7.478,740.2,1,19,0,100,47,63
1986,8.192,951.2,4,29,0,72,37,53
1987,7.426,922.8,1,13,0,93,43,71
1988,9.28,911.9,1,21,0,66,4,15
1989,9.612,792.4,6,34,0,69,9,0
1990,9.759,756.8,7,35,0,43,7,13
1991,8.5,642.3,3,30,0,89,24,16
1992,9.443,854.8,9,44,0,59,15,5
1993,8.461,932.3,0,29,0,76,24,28
1994,9.89,1043.7,16,39,0,49,9,10
1995,9.038,820.7,11,48,1,84,21,25
1996,7.344,682.0,3,24,0,99,49,42
1997,9.041,673.5,4,36,0,71,17,29
1998,9.272,1040.0,7,23,0,73,15,19
1999,9.833,863.8,3,39,0,58,8,25
2000,10.134,744.4,5,28,0,50,6,19
2001,9.518,900.9,9,39,0,80,13,30
2002,9.746,1090.5,7,41,0,54,14,23
2003,9.578,657.7,21,66,1,90,18,22
2004,9.196,968.4,3,31,0,83,9,20
2005,9.179,703.5,4,39,0,80,19,46
2006,9.624,705.8,11,47,0,90,17,32
2007,9.78,1076.7,3,32,0,59,20,5
2008,9.65,662.5,7,30,0,68,7,12
2009,9.213,768.4,3,33,0,83,22,31
2010,8.032,732.5,10,36,0,108,54,92
2011,9.791,671.2,4,39,0,81,8,9
2012,9.286,734.0,5,33,0,70,21,23
2013,8.938,683.9,11,41,0,90,24,42
2014,10.508,723.4,5,37,0,57,6,12
2015,9.962,689.8,16,40,1,59,1,12
2016,9.577,683.7,11,42,0,79,14,10
2017,9.692,815.7,4,34,0,69,13,1
2018,8.263,337.7,4,31,0,64,16,5
2019,10.231,754.8,17,50,0,65,4,0
2020,10.388,670.2,8,42,0,51,2,1
2021,9.178,612.0,3,44,0,82,13,24
2022,10.502,601.5,20,60,0,65,10,13
2023,10.985,739.9,5,53,0,51,11,7
