year,month,averageTemperature,totalPrecipitation,averageSnowCover
1937,1,-3.494,44.3,0.0
1937,2,1.689,76.5,1.0
1937,3,3.329,61.6,5.0
1937,4,8.313,67.7,0.0
1937,5,16.484,96.1,0.0
1937,6,18.28,43.8,0.0
1937,7,18.145,63.5,0.0
1937,8,17.655,94.2,0.0
1937,9,13.977,51.4,0.0
1937,10,9.99,25.2,0.0
1937,11,3.15,38.3,0.0
1937,12,-0.7,57.5,70.0
1938,1,1.016,106.2,228.0
1938,2,0.836,34.8,32.0
1938,3,6.997,32.7,0.0
1938,4,5.48,33.6,0.0
1938,5,11.913,56.1,0.0
1938,6,16.903,48.3,0.0
1938,7,18.094,51.4,0.0
1938,8,19.116,137.8,0.0
1938,9,13.747,43.3,0.0
1938,10,9.242,71.9,0.0
1938,11,7.177,48.5,0.0
1938,12,-1.848,23.0,53.0
1939,1,2.51,38.8,30.0
1939,2,2.5,35.4,1.0
1939,3,1.394,82.3,24.0
1939,4,9.34,38.8,0.0
1939,5,10.852,70.1,0.0
1939,6,17.337,85.8,0.0
1939,7,18.571,121.5,0.0
1939,8,18.613,68.7,0.0
1939,9,13.667,100.4,0.0
1939,10,6.697,84.0,0.0
1939,11,5.133,84.5,0.0
1939,12,-1.994,96.0,9.0
1940,1,-10.168,19.3,95.0
1940,2,-7.159,31.5,167.0
1940,3,2.055,73.7,41.0
1940,4,8.227,17.1,0.0
1940,5,12.703,61.0,0.0
1940,6,18.48,31.7,0.0
1940,7,17.623,58.0,0.0
1940,8,14.984,82.9,0.0
1940,9,12.607,89.8,0.0
1940,10,7.839,18.1,0.0
1940,11,5.84,74.4,0.0
1940,12,-2.8,79.2,80.0
1941,1,-6.242,51.8,596.0
1941,2,0.068,77.5,259.0
1941,3,3.103,45.3,27.0
1941,4,5.937,65.8,0.0
1941,5,10.281,126.3,15.0
1941,6,17.273,59.6,0.0
1941,7,19.671,99.1,0.0
1941,8,16.219,89.2,0.0
1941,9,11.867,71.4,0.0
1941,10,8.161,122.7,0.0
1941,11,1.353,20.0,4.0
1941,12,1.616,96.4,63.0
1942,1,-8.423,31.3,67.0
1942,2,-5.275,38.5,576.0
1942,3,0.11,19.7,133.0
1942,4,7.493,29.9,0.0
1942,5,13.629,97.5,0.0
1942,6,15.387,38.1,0.0
1942,7,17.248,141.7,0.0
1942,8,18.584,25.4,0.0
1942,9,15.733,87.4,0.0
1942,10,10.665,62.7,0.0
1942,11,3.357,64.2,6.0
1942,12,2.219,26.9,0.0
1943,1,-1.435,47.7,334.0
1943,2,3.268,37.3,0.0
1943,3,6.081,12.4,0.0
1943,4,9.803,62.1,0.0
1943,5,13.329,30.8,0.0
1943,6,15.78,92.3,0.0
1943,7,18.826,34.7,0.0
1943,8,19.313,56.9,0.0
1943,9,14.36,60.1,0.0
1943,10,9.345,1.7,0.0
1943,11,3.17,44.0,0.0
1943,12,-0.352,31.4,24.0
1944,1,3.677,101.7,18.0
1944,2,-0.386,78.5,355.0
1944,3,1.077,96.9,108.0
1944,4,8.697,32.2,0.0
1944,5,12.516,87.1,0.0
1944,6,15.977,51.5,0.0
1944,7,18.826,142.0,0.0
1944,8,20.426,25.6,0.0
1944,9,13.447,35.8,0.0
1944,10,9.065,65.7,0.0
1944,11,4.413,113.4,0.0
1944,12,-1.01,31.5,4.0
1945,1,-4.029,30.3,280.0
1948,4,11.1,41.5,0.0
1948,5,14.626,47.7,0.0
1948,6,17.183,28.3,0.0
1948,7,17.355,84.6,0.0
1948,8,17.623,187.7,0.0
1948,9,15.227,10.9,0.0
1948,10,8.981,34.3,0.0
1948,11,4.353,33.7,0.0
1948,12,0.777,12.0,0.0
1949,1,1.045,34.5,0.0
1949,2,1.739,36.3,0.0
1949,3,1.548,54.6,0.0
1949,4,10.503,70.5,0.0
1949,5,14.11,68.0,0.0
1949,6,14.473,90.0,0.0
1949,7,17.806,45.7,0.0
1949,8,17.994,53.4,0.0
1949,9,16.163,8.2,0.0
1949,10,10.845,11.0,0.0
1949,11,3.703,55.8,0.0
1949,12,3.671,65.6,0.0
1950,1,-2.565,56.5,0.0
1950,2,2.521,68.5,34.0
1950,3,4.413,18.5,32.0
1950,4,7.77,90.1,0.0
1950,5,14.89,69.3,0.0
1950,6,18.113,74.3,0.0
1950,7,18.477,41.9,0.0
1950,8,19.09,26.5,0.0
1950,9,13.91,45.0,0.0
1950,10,8.174,44.9,2.0
1950,11,4.537,50.4,1.0
1950,12,-1.639,31.1,123.0
1951,1,0.7,55.7,77.0
1951,2,1.857,29.2,0.0
1951,3,2.084,42.6,42.0
1951,4,8.653,29.5,0.0
1951,5,12.165,37.7,0.0
1951,6,16.93,67.0,0.0
1951,7,18.555,38.7,0.0
1951,8,19.361,72.6,0.0
1951,9,14.977,15.9,0.0
1951,10,7.9,4.4,0.0
1951,11,7.117,64.1,0.0
1951,12,2.826,18.2,0.0
1952,1,0.448,53.0,174.0
1952,2,0.217,33.3,195.0
1952,3,0.429,28.9,23.0
1952,4,11.37,24.9,1.0
1952,5,12.484,40.7,0.0
1952,6,15.917,45.4,0.0
1952,7,18.99,31.9,0.0
1952,8,19.545,74.3,0.0
1952,9,11.46,114.5,0.0
1952,10,7.284,58.6,0.0
1952,11,2.013,63.4,2.0
1952,12,-0.635,14.0,30.0
1953,1,-0.606,65.8,314.0
1953,2,0.007,46.3,235.0
1953,3,4.735,23.0,2.0
1953,4,10.14,13.6,0.0
1953,5,13.645,59.0,0.0
1953,6,18.157,74.9,0.0
1953,7,19.323,139.0,0.0
1953,8,17.255,27.8,0.0
1953,9,13.967,39.3,0.0
1953,10,11.19,8.0,0.0
