endDate;heatDays;summerDays;tropicalNights;iceDays
1901-08-09;null;null;null;null
1902-08-09;null;null;null;null
1903-08-09;null;null;null;null
1904-08-09;null;null;null;null
1905-08-09;null;null;null;null
1906-08-09;null;null;null;null
1907-08-09;null;null;null;null
1908-08-09;null;null;null;null
1909-08-09;null;null;null;null
1910-08-09;null;null;null;null
1911-08-09;null;null;null;null
1912-08-09;null;null;null;null
1913-08-09;null;null;null;null
1914-08-09;null;null;null;null
1915-08-09;null;null;null;null
1916-08-09;null;null;null;null
1917-08-09;null;null;null;null
1918-08-09;null;null;null;null
1919-08-09;null;null;null;null
1920-08-09;null;null;null;null
1921-08-09;null;null;null;null
1922-08-09;null;null;null;null
1923-08-09;null;null;null;null
1924-08-09;null;null;null;null
1925-08-09;null;null;null;null
1926-08-09;null;null;null;null
1927-08-09;null;null;null;null
1928-08-09;null;null;null;null
1929-08-09;null;null;null;null
1930-08-09;null;null;null;null
1931-08-09;2;37;0;31
1932-08-09;1;14;0;20
1933-08-09;0;11;0;23
1934-08-09;0;15;0;16
1935-08-09;null;null;null;null
1936-08-09;null;null;null;null
1937-08-09;2;31;0;11
1938-08-09;4;35;0;18
1939-08-09;3;27;0;16
1940-08-09;1;14;0;36
1941-08-09;3;25;0;26
1942-08-09;2;30;0;44
1943-08-09;2;25;0;18
1944-08-09;2;18;0;28
1945-08-09;null;null;null;null
1946-08-09;null;null;null;null
1947-08-09;null;null;null;null
1948-08-09;3;28;0;13
1949-08-09;null;null;null;null
1950-08-09;5;31;0;24
1951-08-09;1;24;0;16
1952-08-09;5;19;0;36
1953-08-09;1;16;0;40
1954-08-09;0;14;0;34
1955-08-09;0;10;0;27
1956-08-09;2;19;0;43
1957-08-09;6;28;0;12
1958-08-09;4;32;0;29
1959-08-09;4;25;0;15
1960-08-09;0;16;0;21
1961-08-09;0;18;0;25
1962-08-09;1;14;0;26
1963-08-09;0;19;0;45
1964-08-09;0;17;0;21
1965-08-09;1;16;0;34
1966-08-09;0;12;0;21
1967-08-09;3;22;0;16
1968-08-09;1;14;0;22
1969-08-09;1;17;0;27
1970-08-09;0;21;0;29
1971-08-09;1;20;0;28
1972-08-09;1;11;0;10
1973-08-09;0;11;0;21
1974-08-09;0;12;0;1
1975-08-09;0;15;0;5
1976-08-09;1;20;0;13
1977-08-09;0;10;0;15
1978-08-09;0;9;0;25
1979-08-09;0;17;0;21
1980-08-09;2;12;0;18
1981-08-09;2;23;0;33
1982-08-09;0;21;0;17
1983-08-09;6;25;0;21
1984-08-09;3;12;0;32
1985-08-09;0;19;0;30
1986-08-09;0;24;0;32
1987-08-09;1;19;0;31
1988-08-09;1;17;0;13
1989-08-09;0;5;0;0
1990-08-09;0;16;0;14
1991-08-09;2;17;0;27
1992-08-09;2;21;0;18
1993-08-09;1;15;0;22
1994-08-09;10;36;0;13
1995-08-09;3;24;0;19
1996-08-09;2;19;0;20
1997-08-09;0;11;0;4
1998-08-09;2;24;0;16
1999-08-09;1;22;0;18
2000-08-09;0;21;0;20
2001-08-09;3;23;0;17
2002-08-09;5;25;0;16
2003-08-09;9;44;0;29
2004-08-09;0;22;0;24
2005-08-09;4;25;0;31
2006-08-09;2;38;0;29
2007-08-09;5;30;0;3
2008-08-09;2;28;0;7
2009-08-09;2;23;0;28
2010-08-09;9;30;0;37
2011-08-09;1;20;0;16
2012-08-09;7;35;0;24
2013-08-09;13;36;0;27
2014-08-09;5;23;0;2
2015-08-09;13;40;0;13
2016-08-09;5;23;0;9
2017-08-09;6;42;0;18
2018-08-09;3;35;0;15
2019-08-09;13;40;0;15
2020-08-09;3;24;0;1
2021-08-09;7;32;0;25
2022-08-09;7;43;0;5
2023-08-09;6;26;0;10
