year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1901;null;null;null;null;null
1902;null;null;null;null;null
1903;null;null;null;null;null
1904;null;null;null;null;null
1905;null;null;null;null;null
1906;null;null;null;null;null
1907;null;null;null;null;null
1908;null;null;null;null;null
1909;null;null;null;null;null
1910;null;null;null;null;null
1911;null;null;null;null;null
1912;null;null;null;null;null
1913;null;null;null;null;null
1914;null;null;null;null;null
1915;null;null;null;null;null
1916;null;null;null;null;null
1917;null;null;null;null;null
1918;null;null;null;null;null
1919;null;null;null;null;null
1920;null;null;null;null;null
1921;null;null;null;null;null
1922;null;null;null;null;null
1923;null;null;null;null;null
1924;null;null;null;null;null
1925;null;null;null;null;null
1926;null;null;null;null;null
1927;null;null;null;null;null
1928;null;null;null;null;null
1929;null;null;null;null;null
1930;null;null;null;null;null
1931;5.54;2;39;0;46
1932;6.38;2;36;0;24
1933;5.52;0;19;0;44
1934;null;null;null;null;null
1935;null;null;null;null;null
1936;null;null;null;null;null
1937;6.29;2;38;0;30
1938;6.34;5;39;0;31
1939;6.12;3;41;0;35
1940;5.24;2;20;0;63
1941;6.1;4;34;0;42
1942;6.74;3;56;0;67
1943;7.45;6;44;0;31
1944;6;10;42;0;49
1945;null;null;null;null;null
1946;null;null;null;null;null
1947;null;null;null;null;null
1948;7.06;3;36;0;27
1949;null;null;null;null;null
1950;6.71;6;39;0;46
1951;6.88;1;38;0;21
1952;5.85;7;28;0;63
1953;6.9;1;30;0;46
1954;5.72;0;25;0;45
1955;5.86;0;11;0;35
1956;5.28;3;32;0;64
1957;7.25;6;34;0;21
1958;6.91;6;49;0;38
1959;7.67;4;38;0;24
1960;6.9;4;25;0;33
1961;6.75;0;32;0;38
1962;4.72;1;21;0;56
1963;5.52;0;23;0;60
1964;6.19;0;26;0;36
1965;5.24;1;16;0;53
1966;6.12;0;21;0;45
1967;6.39;3;25;0;33
1968;6.11;1;14;0;33
1969;5.8;1;20;0;59
1970;5.43;0;26;0;41
1971;6.46;3;29;0;37
1972;6.24;5;18;0;19
1973;5.96;0;27;0;36
1974;6.55;2;24;0;9
1975;6.4;0;23;0;23
1976;6.27;1;20;0;32
1977;6.84;0;15;0;27
1978;5.73;0;12;0;40
1979;6.16;0;19;0;29
1980;5.55;2;14;0;40
1981;6.01;2;27;0;57
1982;6.91;0;32;0;29
1983;6.93;6;37;0;34
1984;5.89;3;15;0;41
1985;6.23;0;28;0;47
1986;6.4;0;34;0;42
1987;6.43;1;32;0;37
1988;6.95;1;27;0;25
1989;7.07;0;12;0;11
1990;6.51;0;20;0;32
1991;6.01;2;21;0;43
1992;6.61;4;34;0;32
1993;6.56;2;22;0;41
1994;7.81;11;43;0;20
1995;6.35;3;27;0;35
1996;6.22;2;19;0;31
1997;7.26;0;24;0;11
1998;6.94;5;34;0;36
1999;6.84;1;28;0;37
2000;7.78;3;35;0;24
2001;6.78;3;30;0;38
2002;7.74;5;31;0;21
2003;7.36;12;61;0;34
2004;6.76;0;29;0;35
2005;6.26;4;30;0;57
2006;7.09;2;45;0;33
2007;7.78;5;35;0;19
2008;7.6;2;36;0;21
2009;7.39;2;36;0;38
2010;6.67;9;38;0;60
2011;7.93;7;34;0;19
2012;7.57;11;48;0;37
2013;7.33;13;44;0;35
2014;8.77;5;26;0;7
2015;8.35;16;55;0;14
2016;8.07;6;40;0;11
2017;7.71;7;54;0;29
2018;8.54;6;53;0;23
2019;8.25;14;53;0;19
2020;8.12;4;39;0;7
2021;7.35;8;39;0;38
2022;8.37;7;52;0;11
2023;null;0;0;0;4
