year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1937;null;null;null;null;null
1938;null;null;null;null;null
1939;null;null;null;null;null
1940;null;null;null;null;null
1941;null;null;null;null;null
1942;null;null;null;null;null
1943;null;null;null;null;null
1944;null;null;null;null;null
1945;null;null;null;null;null
1946;null;null;null;null;null
1947;null;null;null;null;null
1948;null;null;null;null;null
1949;8.94;5;39;0;23
1950;8.89;11;55;0;33
1951;null;null;null;null;null
1952;8.18;14;52;0;37
1953;8.68;4;50;0;32
1954;null;null;null;null;null
1955;7.6;0;19;0;38
1956;6.91;0;27;0;52
1957;8.19;7;28;1;29
1958;7.99;3;37;0;31
1959;8.33;4;39;0;36
1960;8.12;2;24;0;29
1961;8.5;4;40;0;35
1962;7.15;11;47;0;46
1963;7.13;7;36;0;66
1964;7.59;8;47;0;57
1965;7.35;6;26;0;41
1966;8.55;1;33;0;27
1967;8.75;10;42;0;29
1968;8.02;1;33;0;34
1969;7.9;5;37;0;52
1970;7.9;1;37;0;44
1971;null;null;null;null;null
1972;7.85;6;29;0;35
1973;8.03;2;40;0;30
1974;8.9;4;22;0;4
1975;8.72;0;48;0;19
1976;8.33;6;41;0;25
1977;8.8;0;28;0;30
1978;7.52;0;25;0;33
1979;8.4;4;43;0;21
1980;7.66;2;27;0;33
1981;8.1;4;40;0;43
1982;8;1;52;0;29
1983;8.07;10;59;0;34
1984;7.13;1;25;0;22
1985;6.41;4;37;0;51
1986;7.4;5;49;0;45
1987;7.17;2;39;0;45
1988;8.5;6;35;0;14
1989;8.53;3;40;0;26
1990;8.5;4;44;0;29
1991;7.31;4;36;0;28
1992;8.81;20;55;0;24
1993;8.17;5;49;0;41
1994;9.72;24;60;0;15
1995;8.34;4;47;0;33
1996;6.97;1;32;0;56
1997;8.38;0;44;0;29
1998;9.35;8;48;0;33
1999;9.43;2;43;0;29
2000;10.08;8;49;0;20
2001;9.2;4;48;0;26
2002;10.04;8;55;0;30
2003;9.47;26;85;0;31
2004;9.05;1;40;0;29
2005;8.8;5;43;0;42
2006;9.13;14;50;0;38
2007;10.32;10;60;0;16
2008;10.15;9;58;0;10
2009;9.99;4;47;0;35
2010;8.9;11;43;1;52
2011;10.19;7;57;0;19
2012;9.91;14;62;0;25
2013;9.67;18;52;1;31
2014;10.98;6;44;0;4
2015;11.02;33;65;2;5
2016;10.38;8;68;0;19
2017;10.09;19;67;1;28
2018;11.47;25;87;0;12
2019;10.81;17;70;1;12
2020;10.55;10;53;0;5
2021;9.67;6;57;0;14
2022;null;16;77;0;3
