year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1934,10.645,675.6,8,57,0,73,8,10
1935,9.053,643.1,11,42,2,83,27,32
1936,8.801,555.2,1,31,0,90,12,11
1937,8.957,793.7,3,34,1,91,33,39
1938,9.021,621.2,3,36,0,72,24,35
1939,8.541,789.3,1,37,0,89,31,58
1940,6.627,759.9,0,16,0,114,66,90
1941,7.301,1062.6,0,20,0,109,42,59
1942,7.632,548.5,9,33,0,118,59,70
1943,9.397,405.5,12,36,3,86,22,31
1944,8.766,689.1,10,39,0,93,26,61
1945,-0.083,61.3,0,0,0,42,22,33
1960,1.646,260.5,3,20,0,95,68,4
1961,9.429,656.3,4,37,0,59,21,37
1962,7.726,488.1,4,32,0,95,31,52
1963,7.827,524.5,10,41,3,100,68,86
1964,8.447,530.7,15,51,0,97,35,44
1965,8.018,739.8,2,21,0,99,34,69
1966,9.045,817.8,4,34,1,79,29,56
1967,9.572,767.1,7,38,0,65,17,36
1968,8.748,684.7,3,39,0,97,31,52
1969,8.208,598.5,7,44,0,114,54,90
1970,8.177,776.1,5,38,0,94,40,96
1971,9.133,570.6,15,43,2,68,22,50
1972,8.67,466.4,12,29,3,75,20,36
1973,8.852,719.2,6,44,0,82,13,44
1974,9.506,944.1,5,22,2,34,0,9
1975,9.632,559.5,7,55,1,66,11,13
1976,8.957,491.6,9,42,3,91,27,48
1977,9.225,743.7,1,23,0,75,11,44
1978,8.538,726.4,4,24,0,84,20,48
1979,8.612,645.6,7,44,0,96,24,72
1980,7.989,834.7,2,17,0,99,35,70
1981,8.936,969.3,4,35,0,98,34,91
1982,9.924,430.1,10,63,0,80,19,27
1983,10.053,659.9,17,70,4,65,21,53
1984,8.593,539.2,4,23,2,85,13,31
1985,8.202,590.7,5,45,0,97,49,72
1986,8.648,844.7,11,46,1,76,43,72
1987,7.755,895.0,1,28,1,91,47,74
1988,9.587,689.9,5,37,2,64,8,42
1989,10.31,680.9,7,46,0,63,5,7
1990,10.252,539.9,10,39,0,42,12,22
1991,9.084,502.3,6,36,2,88,19,30
1992,10.23,563.2,14,60,2,53,14,9
1993,9.24,652.6,1,34,0,84,25,56
1994,10.432,728.6,19,45,6,50,8,13
1995,9.44,741.7,14,55,1,94,25,46
1996,7.172,543.2,2,23,1,124,53,58
1997,9.061,620.1,3,41,0,90,20,43
1998,9.534,764.0,7,30,1,66,27,45
1999,9.91,646.5,1,40,1,76,14,43
2000,10.565,579.7,10,43,1,55,9,20
2001,9.164,685.1,5,30,1,93,22,45
2002,9.819,789.4,7,45,0,80,23,34
2003,9.726,423.6,17,64,2,104,27,44
2004,9.291,618.6,2,37,0,88,19,40
2005,9.35,623.4,5,41,0,96,32,51
2006,9.974,516.3,19,51,1,91,33,71
2007,10.476,774.5,5,47,2,50,13,9
2008,10.14,749.4,8,38,0,51,12,14
2009,9.533,664.1,2,34,0,79,33,48
2010,8.145,885.8,10,32,4,107,63,97
2011,10.138,678.6,2,43,0,80,18,29
2012,9.621,583.4,10,38,2,73,27,34
2013,9.039,740.6,8,37,2,99,40,65
2014,10.908,595.8,5,37,0,40,14,17
2015,10.791,629.8,24,48,5,57,4,10
2016,10.081,721.9,6,52,0,75,13,20
2017,10.109,612.3,6,45,0,67,21,48
2018,11.222,421.1,28,77,5,69,16,13
2019,11.229,503.3,25,63,3,52,6,16
2020,11.027,536.0,14,52,1,50,1,2
2021,9.578,735.3,4,42,3,84,16,49
2022,10.972,506.0,17,59,1,57,9,12
2023,11.259,740.4,12,70,2,61,9,19
2024,13.527,529.8,25,68,2,28,6,7
