year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1934,11.678,517.4,8,57,0,57,8,10
1935,10.255,610.2,11,42,2,62,20,23
1936,10.033,484.0,1,31,0,61,8,11
1937,10.479,725.0,3,34,1,55,21,22
1938,10.356,545.1,3,36,0,53,9,25
1939,9.998,583.8,1,37,0,57,10,27
1940,7.72,648.3,0,16,0,89,51,69
1941,8.464,943.5,0,20,0,78,32,47
1942,8.625,483.6,9,33,0,90,55,63
1943,11.078,345.2,12,36,3,51,11,21
1944,10.175,613.0,10,39,0,68,15,58
1945,-0.083,61.3,0,0,0,42,22,33
1960,1.118,156.1,3,20,0,79,65,0
1961,11.082,557.6,4,37,0,31,9,22
1962,9.31,427.7,4,32,0,61,16,32
1963,8.931,464.1,10,41,3,73,49,72
1964,9.606,454.0,15,51,0,70,27,30
1965,9.219,630.0,2,21,0,71,25,51
1966,10.361,686.6,4,34,1,47,27,44
1967,10.98,663.7,7,38,0,37,11,19
1968,10.304,575.7,3,39,0,62,15,42
1969,9.829,542.7,7,44,0,75,27,58
1970,9.14,657.1,5,38,0,76,31,84
1971,10.188,420.0,15,43,2,52,18,40
1972,9.731,432.6,12,29,3,50,18,33
1973,10.225,616.4,6,44,0,56,6,21
1974,10.402,693.6,5,22,2,28,0,6
1975,11.112,477.8,7,55,1,41,2,4
1976,10.247,399.9,9,42,3,67,18,28
1977,10.325,627.8,1,23,0,52,8,38
1978,9.732,610.3,4,24,0,58,13,30
1979,9.477,498.6,7,44,0,78,22,66
1980,9.113,732.4,2,17,0,66,21,46
1981,10.486,794.1,4,35,0,61,21,55
1982,11.006,369.1,10,63,0,62,19,26
1983,11.562,569.7,17,70,4,37,12,28
1984,9.682,478.0,4,23,2,65,8,25
1985,9.265,477.1,5,45,0,71,35,54
1986,9.545,671.0,11,46,1,60,38,58
1987,8.59,751.4,1,28,1,74,41,70
1988,10.982,496.3,5,37,2,43,1,30
1989,11.783,526.9,7,46,0,27,0,0
1990,11.754,439.7,10,39,0,20,6,9
1991,10.415,392.7,6,36,2,60,15,24
1992,11.687,497.3,14,60,2,37,8,8
1993,10.673,525.5,1,34,0,58,14,37
1994,11.462,640.8,19,45,6,34,6,12
1995,11.348,644.5,14,55,1,46,9,24
1996,8.47,485.1,2,23,1,89,39,41
1997,10.283,526.8,3,41,0,67,17,36
1998,11.237,683.5,7,30,1,33,8,20
1999,11.354,568.1,1,40,1,48,8,26
2000,11.733,524.1,10,43,1,42,6,16
2001,10.766,561.0,5,30,1,56,13,30
2002,11.452,621.9,7,45,0,46,8,22
2003,10.872,352.0,17,64,2,82,25,41
2004,10.584,490.9,2,37,0,61,17,34
2005,10.766,530.8,5,41,0,62,27,42
2006,10.78,429.3,19,51,1,81,33,70
2007,12.134,646.5,5,47,2,22,4,7
2008,11.468,681.6,8,38,0,27,5,5
2009,10.712,546.2,2,34,0,60,25,38
2010,9.737,730.9,10,32,4,68,38,58
2011,11.272,627.0,2,43,0,63,17,29
2012,10.906,457.5,10,38,2,47,18,16
2013,9.995,682.0,8,37,2,79,39,64
2014,12.131,533.9,5,37,0,26,8,11
2015,11.466,514.1,24,48,5,48,4,8
2016,11.47,640.4,6,52,0,45,12,19
2017,11.279,520.3,6,45,0,50,21,45
2018,12.539,333.7,28,77,5,53,14,13
2019,12.394,452.7,25,63,3,37,6,16
2020,12.269,509.0,14,52,1,31,1,1
2021,10.731,631.1,4,42,3,58,14,39
2022,12.4,431.4,17,59,1,36,0,3
2023,12.503,564.8,12,70,2,47,5,8
2024,13.344,573.8,25,68,2,28,6,7
