year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1969;7.83;9;55;0;58
1970;7.93;10;57;0;40
1971;8.14;18;66;0;45
1972;8.27;10;56;0;42
1973;8.14;10;62;0;26
1974;9.05;10;48;0;6
1975;9.53;2;68;0;6
1976;8.92;16;55;0;23
1977;9.33;9;51;0;22
1978;7.5;1;38;0;39
1979;8.39;3;75;0;24
1980;7.6;9;39;0;43
1981;8.2;11;58;0;33
1982;8.97;7;77;0;24
1983;8.75;16;74;0;36
1984;8.14;11;43;0;28
1985;7.88;9;69;0;45
1986;7.99;16;73;0;58
1987;8.3;13;73;0;43
1988;9.32;25;65;0;17
1989;9.59;11;62;0;11
1990;9.65;12;66;0;20
1991;8.66;15;81;0;28
1992;9.92;31;88;1;24
1993;9.48;24;78;0;34
1994;10.7;38;91;0;15
1995;9.45;17;63;1;21
1996;8.8;11;60;0;37
1997;9.59;1;75;0;17
1998;9.62;22;66;0;15
1999;9.21;9;60;0;26
2000;10.15;13;67;0;23
2001;9.76;16;68;0;18
2002;10.25;10;61;0;13
2003;9.71;36;100;0;21
2004;9.03;6;51;0;17
2005;8.88;15;63;0;28
2006;9.11;27;67;0;31
2007;10.46;20;74;0;3
2008;10.2;9;80;0;12
2009;9.91;18;70;0;27
2010;9.24;21;64;0;43
2011;9.93;14;79;0;32
2012;10.1;28;81;0;32
2013;9.9;27;76;0;23
2014;11.07;11;52;0;8
2015;10.31;34;76;2;20
2016;10.38;12;78;0;15
2017;10.14;28;78;1;26
2018;11.12;23;96;0;11
2019;10.98;27;81;1;14
2020;10.48;16;71;0;7
2021;9.43;24;77;0;26
2022;null;29;89;0;11
