year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1937;7.71;4;41;0;40
1938;7.29;3;39;0;38
1939;7.15;5;36;0;46
1940;6.25;0;22;0;68
1941;6.79;4;31;0;42
1942;7.27;0;44;0;61
1943;8.12;6;44;0;31
1944;6.94;7;43;0;48
1945;null;null;null;null;null
1946;8.03;10;34;0;35
1947;7.96;15;53;0;57
1948;7.93;2;35;0;25
1949;7.72;4;38;0;39
1950;8.07;12;58;0;36
1951;7.95;4;46;0;33
1952;6.94;10;42;0;61
1953;null;null;null;null;null
1954;7.11;3;39;0;37
1955;null;null;null;null;null
1956;6.53;1;42;0;41
1957;8.24;11;39;0;17
1958;7.76;12;59;0;34
1959;8.29;5;44;0;18
1960;8.05;5;43;0;23
1961;8.48;12;58;0;32
1962;6.8;9;51;0;48
1963;null;null;null;null;null
1964;null;null;null;null;null
1965;null;null;null;null;null
1966;null;null;null;null;null
1967;null;null;null;null;null
1968;null;null;null;null;null
1969;null;null;null;null;null
1970;null;null;null;null;null
1971;null;null;null;null;null
1972;null;null;null;null;null
1973;null;null;null;null;null
1974;null;null;null;null;null
1975;null;null;null;null;null
1976;null;null;null;null;null
1977;null;null;null;null;null
1978;null;null;null;null;null
1979;null;null;null;null;null
1980;null;null;null;null;null
1981;7.54;5;42;0;44
1982;8.76;2;53;0;22
1983;8.67;9;59;0;31
1984;7.77;3;21;0;25
1985;7.88;8;41;0;32
1986;8.17;7;57;0;40
1987;7.91;5;46;0;31
1988;8.71;4;41;0;13
1989;8.92;1;35;0;11
1990;9.29;323;1435;1;554
1991;null;null;null;null;null
1992;null;null;null;null;null
1993;null;null;null;null;null
1994;null;null;null;null;null
1995;null;null;null;null;null
1996;null;null;null;null;null
1997;9.01;0;47;0;5
1998;8.85;10;52;0;19
1999;8.93;3;46;0;34
2000;9.55;12;60;0;25
2001;8.77;10;49;0;28
2002;9.6;11;49;0;19
2003;9.24;25;77;0;28
2004;8.6;5;41;0;23
2005;8.29;10;47;0;44
2006;8.9;18;57;0;25
2007;9.77;10;56;1;16
2008;9.64;11;58;0;7
2009;9.35;4;48;0;26
2010;8.61;15;47;0;44
2011;9.97;16;72;0;15
2012;9.33;15;55;0;31
2013;9.22;16;53;0;24
2014;10.62;10;39;0;4
2015;10.03;32;66;0;7
2016;9.73;7;56;0;6
2017;9.57;16;63;0;27
2018;10.64;16;77;0;14
2019;9.97;20;63;0;18
2020;10.01;9;51;0;2
2021;9.26;10;53;0;24
2022;null;12;52;0;7
